frame,time,ID,traj,inroi,inmask,cx,cy,displ,speed,cumdispl,accel,heading,orient,turnspeed,turnaccel,cumturn,abscumturn,rdist,mdist,mx,my
208,6.93,Fish_42,1.0,1,0.0,539.0,463.0,2.24,6.71,2263.2,73.97,26.6,,-18.43,-18.43,-333.4,1436.7,463.0,354.5,771.0,349.0
209,6.97,Fish_42,1.0,1,0.0,541.0,464.0,2.24,6.71,2265.4,0.0,63.4,,36.87,55.3,-296.6,1473.6,464.0,352.4,771.0,349.0
210,7.0,Fish_42,1.0,1,0.0,542.0,466.0,2.24,6.71,2267.7,0.0,26.6,,-36.87,-73.74,-333.4,1510.5,466.0,350.2,771.0,349.0
211,7.03,Fish_42,1.0,1,0.0,544.0,468.0,2.83,8.49,2270.5,53.31,45.0,,18.43,55.3,-315.0,1528.9,468.0,347.4,771.0,349.0
212,7.07,Fish_42,1.0,1,0.0,545.0,469.0,1.41,4.24,2271.9,-127.28,45.0,,0.0,-18.43,-315.0,1528.9,469.0,346.0,771.0,349.0
213,7.1,Fish_42,1.0,1,0.0,547.0,471.0,2.83,8.49,2274.8,127.28,45.0,,0.0,0.0,-315.0,1528.9,471.0,343.2,771.0,349.0
214,7.13,Fish_42,1.0,1,0.0,549.0,473.0,2.83,8.49,2277.6,0.0,45.0,,0.0,0.0,-315.0,1528.9,473.0,340.4,771.0,349.0
215,7.17,Fish_42,1.0,1,0.0,550.0,476.0,3.16,9.49,2280.7,30.05,18.4,,-26.56,-26.56,-341.6,1555.5,476.0,337.4,771.0,349.0
216,7.2,Fish_42,1.0,1,0.0,552.0,478.0,2.83,8.49,2283.6,-30.05,45.0,,26.56,53.13,-315.0,1582.0,478.0,334.6,771.0,349.0
217,7.23,Fish_42,1.0,1,0.0,554.0,480.0,2.83,8.49,2286.4,0.0,45.0,,0.0,-26.56,-315.0,1582.0,480.0,331.8,771.0,349.0
218,7.27,Fish_42,1.0,1,0.0,557.0,483.0,4.24,12.73,2290.6,127.28,45.0,,0.0,0.0,-315.0,1582.0,483.0,327.6,771.0,349.0
219,7.3,Fish_42,1.0,1,0.0,559.0,486.0,3.61,10.82,2294.3,-57.34,33.7,,-11.31,-11.31,-326.3,1593.3,486.0,324.0,771.0,349.0
220,7.33,Fish_42,1.0,1,0.0,562.0,489.0,4.24,12.73,2298.5,57.34,45.0,,11.31,22.62,-315.0,1604.7,489.0,319.8,771.0,349.0
221,7.37,Fish_42,1.0,1,0.0,564.0,492.0,3.61,10.82,2302.1,-57.34,33.7,,-11.31,-22.62,-326.3,1616.0,492.0,316.2,771.0,349.0
222,7.4,Fish_42,1.0,1,0.0,568.0,496.0,5.66,16.97,2307.8,184.62,45.0,,11.31,22.62,-315.0,1627.3,496.0,310.5,771.0,349.0
223,7.43,Fish_42,1.0,1,0.0,572.0,500.0,5.66,16.97,2313.4,0.0,45.0,,0.0,-11.31,-315.0,1627.3,500.0,304.9,771.0,349.0
224,7.47,Fish_42,1.0,1,0.0,575.0,504.0,5.0,15.0,2318.4,-59.12,36.9,,-8.13,-8.13,-323.1,1635.4,504.0,299.9,771.0,349.0
225,7.5,Fish_42,1.0,1,0.0,578.0,508.0,5.0,15.0,2323.4,0.0,36.9,,0.0,8.13,-323.1,1635.4,508.0,294.9,771.0,349.0
226,7.53,Fish_42,1.0,1,0.0,582.0,512.0,5.66,16.97,2329.1,59.12,45.0,,8.13,8.13,-315.0,1643.5,512.0,289.3,771.0,349.0
227,7.57,Fish_42,1.0,1,0.0,585.0,515.0,4.24,12.73,2333.3,-127.28,45.0,,0.0,-8.13,-315.0,1643.5,515.0,285.0,771.0,349.0
228,7.6,Fish_42,1.0,1,0.0,590.0,520.0,7.07,21.21,2340.4,254.56,45.0,,0.0,0.0,-315.0,1643.5,520.0,278.0,771.0,349.0
229,7.63,Fish_42,1.0,1,0.0,594.0,525.0,6.4,19.21,2346.8,-60.11,38.7,,-6.34,-6.34,-321.3,1649.9,525.0,271.6,771.0,349.0
230,7.67,Fish_42,1.0,1,0.0,598.0,530.0,6.4,19.21,2353.2,0.0,38.7,,0.0,6.34,-321.3,1649.9,530.0,265.2,771.0,349.0
231,7.7,Fish_42,1.0,1,0.0,603.0,534.0,6.4,19.21,2359.6,0.0,51.3,,12.68,12.68,-308.7,1662.6,534.0,258.9,771.0,349.0
232,7.73,Fish_42,1.0,1,0.0,608.0,540.0,7.81,23.43,2367.4,126.64,39.8,,-11.54,-24.22,-320.2,1674.1,540.0,251.1,771.0,349.0
233,7.77,Fish_42,1.0,1,0.0,612.0,544.0,5.66,16.97,2373.1,-193.81,45.0,,5.19,16.73,-315.0,1679.3,536.0,245.5,771.0,349.0
234,7.8,Fish_42,1.0,1,0.0,616.0,549.0,6.4,19.21,2379.5,67.16,38.7,,-6.34,-11.54,-321.3,1685.6,531.0,239.1,771.0,349.0
235,7.83,Fish_42,1.0,1,0.0,621.0,554.0,7.07,21.21,2386.5,60.11,45.0,,6.34,12.68,-315.0,1692.0,526.0,232.0,771.0,349.0
236,7.87,Fish_42,1.0,1,0.0,625.0,559.0,6.4,19.21,2392.9,-60.11,38.7,,-6.34,-12.68,-321.3,1698.3,521.0,225.6,771.0,349.0
237,7.9,Fish_42,1.0,1,0.0,630.0,564.0,7.07,21.21,2400.0,60.11,45.0,,6.34,12.68,-315.0,1704.6,516.0,218.6,771.0,349.0
238,7.93,Fish_42,1.0,1,0.0,634.0,569.0,6.4,19.21,2406.4,-60.11,38.7,,-6.34,-12.68,-321.3,1711.0,511.0,212.2,771.0,349.0
239,7.97,Fish_42,1.0,1,0.0,640.0,575.0,8.49,25.46,2414.9,187.39,45.0,,6.34,12.68,-315.0,1717.3,505.0,203.7,771.0,349.0
240,8.0,Fish_42,1.0,1,0.0,646.0,581.0,8.49,25.46,2423.4,0.0,45.0,,0.0,-6.34,-315.0,1717.3,499.0,195.3,771.0,349.0
241,8.03,Fish_42,1.0,1,0.0,652.0,588.0,9.22,27.66,2432.6,66.08,40.6,,-4.4,-4.4,-319.4,1721.7,492.0,186.0,771.0,349.0
242,8.07,Fish_42,1.0,1,0.0,658.0,594.0,8.49,25.46,2441.1,-66.08,45.0,,4.4,8.8,-315.0,1726.1,486.0,177.6,771.0,349.0
243,8.1,Fish_42,1.0,1,0.0,664.0,601.0,9.22,27.66,2450.3,66.08,40.6,,-4.4,-8.8,-319.4,1730.5,479.0,168.4,771.0,349.0
244,8.13,Fish_42,1.0,1,0.0,671.0,607.0,9.22,27.66,2459.5,0.0,49.4,,8.8,13.2,-310.6,1739.3,473.0,159.3,771.0,349.0
245,8.17,Fish_42,1.0,1,0.0,678.0,614.0,9.9,29.7,2469.4,61.2,45.0,,-4.4,-13.2,-315.0,1743.7,466.0,149.5,771.0,349.0
246,8.2,Fish_42,1.0,1,0.0,684.0,621.0,9.22,27.66,2478.6,-61.2,40.6,,-4.4,0.0,-319.4,1748.1,459.0,140.2,771.0,349.0
247,8.23,Fish_42,1.0,1,0.0,690.0,627.0,8.49,25.46,2487.1,-66.08,45.0,,4.4,8.8,-315.0,1752.5,453.0,131.8,771.0,349.0
248,8.27,Fish_42,1.0,1,0.0,697.0,634.0,9.9,29.7,2497.0,127.28,45.0,,0.0,-4.4,-315.0,1752.5,446.0,122.0,771.0,349.0
249,8.3,Fish_42,1.0,1,0.0,704.0,642.0,10.63,31.89,2507.7,65.76,41.2,,-3.81,-3.81,-318.8,1756.3,438.0,111.4,771.0,349.0
250,8.33,Fish_42,1.0,1,0.0,710.0,649.0,9.22,27.66,2516.9,-126.95,40.6,,-0.58,3.23,-319.4,1756.9,431.0,102.2,771.0,349.0
251,8.37,Fish_42,1.0,1,0.0,717.0,656.0,9.9,29.7,2526.8,61.2,45.0,,4.4,4.98,-315.0,1761.3,424.0,92.4,771.0,349.0
252,8.4,Fish_42,1.0,1,0.0,725.0,664.0,11.31,33.94,2538.1,127.28,45.0,,0.0,-4.4,-315.0,1761.3,416.0,81.3,771.0,349.0
253,8.43,Fish_42,1.0,1,0.0,732.0,671.0,9.9,29.7,2548.0,-127.28,45.0,,0.0,0.0,-315.0,1761.3,409.0,71.6,771.0,349.0
254,8.47,Fish_42,1.0,1,0.0,740.0,679.0,11.31,33.94,2559.3,127.28,45.0,,0.0,0.0,-315.0,1761.3,401.0,60.5,771.0,349.0
255,8.5,Fish_42,1.0,1,0.0,748.0,687.0,11.31,33.94,2570.6,0.0,45.0,,0.0,0.0,-315.0,1761.3,393.0,49.6,771.0,349.0
256,8.53,Fish_42,1.0,1,0.0,756.0,695.0,11.31,33.94,2581.9,0.0,45.0,,0.0,0.0,-315.0,1761.3,385.0,39.0,771.0,349.0
257,8.57,Fish_42,1.0,1,0.0,764.0,704.0,12.04,36.12,2594.0,65.51,41.6,,-3.37,-3.37,-318.4,1764.7,376.0,27.9,771.0,349.0
258,8.6,Fish_42,1.0,1,0.0,773.0,712.0,12.04,36.12,2606.0,0.0,48.4,,6.73,10.1,-311.6,1771.4,368.0,19.0,773.0,349.0
259,8.63,Fish_42,1.0,1,0.0,782.0,721.0,12.73,38.18,2618.7,61.77,45.0,,-3.37,-10.1,-315.0,1774.8,359.0,11.7,776.0,349.0
260,8.67,Fish_42,1.0,1,0.0,789.0,729.0,10.63,31.89,2629.4,-188.8,41.2,,-3.81,-0.45,-318.8,1778.6,351.0,6.7,786.0,345.0
261,8.7,Fish_42,1.0,1,0.0,798.0,736.0,11.4,34.21,2640.8,69.44,52.1,,10.94,14.75,-307.9,1789.5,344.0,3.6,796.0,341.0
262,8.73,Fish_42,1.0,1,0.0,807.0,745.0,12.73,38.18,2653.5,119.36,45.0,,-7.12,-18.06,-315.0,1796.7,335.0,1.0,807.0,336.0
263,8.77,Fish_42,1.0,1,0.0,816.0,753.0,12.04,36.12,2665.5,-61.77,48.4,,3.37,10.49,-311.6,1800.0,327.0,5.0,816.0,332.0
264,8.8,Fish_42,1.0,1,0.0,826.0,762.0,13.45,40.36,2679.0,127.08,48.0,,-0.35,-3.72,-312.0,1800.4,318.0,9.4,831.0,326.0
265,8.83,Fish_42,1.0,1,0.0,836.0,770.0,12.81,38.42,2691.8,-58.26,51.3,,3.33,3.68,-308.7,1803.7,310.0,13.0,841.0,322.0
266,8.87,Fish_42,1.0,1,0.0,846.0,778.0,12.81,38.42,2704.6,0.0,51.3,,0.0,-3.33,-308.7,1803.7,302.0,16.6,853.0,317.0
267,8.9,Fish_42,1.0,1,0.0,857.0,787.0,14.21,42.64,2718.8,126.58,50.7,,-0.63,-0.63,-309.3,1804.3,293.0,13.6,868.0,301.0
268,8.93,Fish_42,1.0,1,0.0,866.0,794.0,11.4,34.21,2730.2,-252.98,52.1,,1.41,2.04,-307.9,1805.7,286.0,9.8,875.0,290.0
269,8.97,Fish_42,1.0,1,0.0,876.0,802.0,12.81,38.42,2743.0,126.4,51.3,,-0.78,-2.2,-308.7,1806.5,278.0,5.8,881.0,281.0
270,9.0,Fish_42,1.0,1,0.0,887.0,811.0,14.21,42.64,2757.2,126.58,50.7,,-0.63,0.16,-309.3,1807.2,269.0,2.0,889.0,269.0
271,9.03,Fish_42,1.0,1,0.0,900.0,820.0,15.81,47.43,2773.1,143.88,55.3,,4.59,5.22,-304.7,1811.8,260.0,3.6,897.0,258.0
272,9.07,Fish_42,1.0,1,0.0,914.0,828.0,16.12,48.37,2789.2,28.18,60.3,,4.95,0.36,-299.7,1816.7,252.0,0.0,914.0,252.0
273,9.1,Fish_42,1.0,1,0.0,928.0,837.0,16.64,49.93,2805.8,46.69,57.3,,-2.99,-7.94,-302.7,1819.7,243.0,15.2,914.0,249.0
274,9.13,Fish_42,1.0,1,0.0,940.0,845.0,14.42,43.27,2820.2,-199.9,56.3,,-0.96,2.04,-303.7,1820.6,235.0,28.9,912.0,242.0
275,9.17,Fish_42,1.0,1,0.0,952.0,852.0,13.89,41.68,2834.1,-47.68,59.7,,3.43,4.39,-300.3,1824.1,228.0,42.4,912.0,242.0
276,9.2,Fish_42,1.0,1,0.0,962.0,857.0,11.18,33.54,2845.3,-244.09,63.4,,3.69,0.26,-296.6,1827.8,223.0,50.4,1012.0,217.0
277,9.23,Fish_42,1.0,1,0.0,975.0,864.0,14.76,44.29,2860.1,322.6,61.7,,-1.74,-5.43,-298.3,1829.5,216.0,37.0,1012.0,217.0
278,9.27,Fish_42,1.0,1,0.0,988.0,871.0,14.76,44.29,2874.9,0.0,61.7,,0.0,1.74,-298.3,1829.5,209.0,25.3,1012.0,217.0
279,9.3,Fish_42,1.0,1,0.0,1003.0,878.0,16.55,49.66,2891.4,160.93,65.0,,3.28,3.28,-295.0,1832.8,202.0,17.2,1013.0,216.0
280,9.33,Fish_42,1.0,1,0.0,1020.0,885.0,18.38,55.15,2909.8,164.86,67.6,,2.64,-0.65,-292.4,1835.4,195.0,21.8,1014.0,216.0
281,9.37,Fish_42,1.0,1,0.0,1034.0,891.0,15.23,45.69,2925.0,-283.79,66.8,,-0.82,-3.46,-293.2,1836.2,189.0,32.6,1019.0,218.0
282,9.4,Fish_42,1.0,1,0.0,1047.0,895.0,13.6,40.8,2938.6,-146.71,72.9,,6.1,6.91,-287.1,1842.3,185.0,41.6,1028.0,222.0
283,9.43,Fish_42,1.0,1,0.0,1061.0,900.0,14.87,44.6,2953.5,113.81,70.3,,-2.55,-8.65,-289.7,1844.9,180.0,51.9,1037.0,226.0
284,9.47,Fish_42,1.0,1,0.0,1077.0,904.0,16.49,49.48,2970.0,146.37,76.0,,5.62,8.17,-284.0,1850.5,176.0,46.0,1103.0,138.0
285,9.5,Fish_42,1.0,1,0.0,1094.0,907.0,17.26,51.79,2987.2,69.32,80.0,,4.03,-1.59,-280.0,1854.5,173.0,34.5,1111.0,143.0
286,9.53,Fish_42,1.0,1,0.0,1111.0,910.0,17.26,51.79,3004.5,0.0,80.0,,0.0,-4.03,-280.0,1854.5,170.0,23.3,1121.0,149.0
287,9.57,Fish_42,1.0,1,0.0,1128.0,912.0,17.12,51.35,3021.6,-13.09,83.3,,3.3,3.3,-276.7,1857.8,168.0,7.2,1134.0,164.0
288,9.6,Fish_42,1.0,1,0.0,1145.0,913.0,17.03,51.09,3038.7,-7.91,86.6,,3.34,0.04,-273.4,1861.2,167.0,8.2,1137.0,169.0
289,9.63,Fish_42,1.0,1,0.0,1159.0,912.0,14.04,42.11,3052.7,-269.43,94.1,,7.45,4.11,-265.9,1868.6,168.0,20.6,1141.0,178.0
290,9.67,Fish_42,1.0,1,0.0,1176.0,911.0,17.03,51.09,3069.7,269.43,93.4,,-0.72,-8.17,-266.6,1869.4,169.0,35.8,1144.0,185.0
291,9.7,Fish_42,1.0,1,0.0,1193.0,909.0,17.12,51.35,3086.8,7.91,96.7,,3.34,4.06,-263.3,1872.7,171.0,50.5,1148.0,194.0
292,9.73,Fish_42,1.0,1,0.0,1210.0,906.0,17.26,51.79,3104.1,13.09,100.0,,3.3,-0.04,-260.0,1876.0,174.0,64.9,1151.0,201.0
293,9.77,Fish_42,1.0,1,0.0,1229.0,900.0,19.92,59.77,3124.0,239.6,107.5,,7.52,4.22,-252.5,1883.5,180.0,79.8,1155.0,210.0
294,9.8,Fish_42,1.0,1,0.0,1244.0,894.0,16.16,48.47,3140.2,-339.24,111.8,,4.28,-3.24,-248.2,1887.8,186.0,91.2,1162.0,226.0
295,9.83,Fish_42,1.0,1,0.0,1260.0,885.0,18.36,55.07,3158.5,198.19,119.4,,7.56,3.28,-240.6,1895.3,195.0,102.3,1165.0,233.0
296,9.87,Fish_42,1.0,1,0.0,1274.0,877.0,16.12,48.37,3174.7,-200.97,119.7,,0.39,-7.17,-240.3,1895.7,203.0,112.0,1169.0,242.0
297,9.9,Fish_42,1.0,1,0.0,1288.0,866.0,17.8,53.41,3192.5,151.2,128.2,,8.41,8.02,-231.8,1904.1,214.0,122.2,1169.0,242.0
298,9.93,Fish_42,1.0,1,0.0,1301.0,855.0,17.03,51.09,3209.5,-69.76,130.2,,2.08,-6.33,-229.8,1906.2,225.0,133.1,1169.0,242.0
299,9.97,Fish_42,1.0,1,0.0,1313.0,842.0,17.69,53.08,3227.2,59.62,137.3,,7.05,4.97,-222.7,1913.3,238.0,144.1,1169.0,242.0
300,10.0,Fish_42,1.0,1,0.0,1324.0,829.0,17.03,51.09,3244.2,-59.62,139.8,,2.47,-4.58,-220.2,1915.8,251.0,155.1,1169.0,247.0
301,10.03,Fish_42,1.0,1,0.0,1335.0,814.0,18.6,55.8,3262.8,141.45,143.7,,3.98,1.51,-216.3,1919.7,266.0,167.1,1169.0,247.0
302,10.07,Fish_42,1.0,1,0.0,1344.0,800.0,16.64,49.93,3279.5,-176.2,147.3,,3.52,-0.46,-212.7,1923.3,280.0,178.1,1169.0,247.0
303,10.1,Fish_42,1.0,1,0.0,1355.0,782.0,21.1,63.29,3300.6,400.65,148.6,,1.31,-2.21,-211.4,1924.6,298.0,192.9,1169.0,247.0
304,10.13,Fish_42,1.0,1,0.0,1363.0,765.0,18.79,56.36,3319.3,-207.61,154.8,,6.23,4.92,-205.2,1930.8,315.0,205.6,1169.0,247.0
305,10.17,Fish_42,1.0,1,0.0,1372.0,749.0,18.36,55.07,3337.7,-38.77,150.6,,-4.16,-10.38,-209.4,1934.9,331.0,219.7,1169.0,247.0
306,10.2,Fish_42,1.0,1,0.0,1380.0,735.0,16.12,48.37,3353.8,-200.97,150.3,,-0.39,3.77,-209.7,1935.3,345.0,232.6,1169.0,247.0
307,10.23,Fish_42,1.0,1,0.0,1389.0,720.0,17.49,52.48,3371.3,123.15,149.0,,-1.22,-0.83,-211.0,1936.5,360.0,247.3,1169.0,247.0
308,10.27,Fish_42,1.0,1,0.0,1399.0,703.0,19.72,59.17,3391.0,200.72,149.5,,0.5,1.72,-210.5,1937.0,377.0,264.2,1169.0,247.0
309,10.3,Fish_42,1.0,1,0.0,1410.0,688.0,18.6,55.8,3409.6,-100.98,143.7,,-5.79,-6.29,-216.3,1942.8,392.0,281.3,1169.0,247.0
310,10.33,Fish_42,1.0,1,0.0,1422.0,674.0,18.44,55.32,3428.1,-14.58,139.4,,-4.35,1.44,-220.6,1947.2,406.0,298.8,1169.0,247.0
311,10.37,Fish_42,1.0,1,0.0,1434.0,661.0,17.69,53.08,3445.8,-67.26,137.3,,-2.11,2.24,-222.7,1949.3,419.0,315.9,1169.0,247.0
312,10.4,Fish_42,1.0,1,0.0,1449.0,649.0,19.21,57.63,3465.0,136.58,128.7,,-8.63,-6.52,-231.3,1957.9,431.0,335.0,1169.0,247.0
313,10.43,Fish_42,1.0,1,0.0,1464.0,638.0,18.6,55.8,3483.6,-54.75,126.3,,-2.41,6.22,-233.7,1960.3,442.0,353.6,1169.0,247.0
314,10.47,Fish_42,1.0,1,0.0,1480.0,628.0,18.87,56.6,3502.5,24.02,122.0,,-4.25,-1.84,-238.0,1964.6,440.0,372.5,1169.0,247.0
315,10.5,Fish_42,1.0,1,0.0,1495.0,620.0,17.0,51.0,3519.5,-168.12,118.1,,-3.93,0.32,-241.9,1968.5,425.0,389.4,1169.0,247.0
316,10.53,Fish_42,1.0,1,0.0,1511.0,613.0,17.46,52.39,3536.9,41.78,113.6,,-4.44,-0.51,-246.4,1973.0,409.0,406.6,1169.0,247.0
317,10.57,Fish_42,1.0,1,0.0,1530.0,605.0,20.62,61.85,3557.5,283.62,112.8,,-0.8,3.65,-247.2,1973.7,390.0,427.0,1169.0,247.0
318,10.6,Fish_42,1.0,1,0.0,1547.0,598.0,18.38,55.15,3575.9,-200.77,112.4,,-0.45,0.34,-247.6,1974.2,373.0,445.1,1169.0,247.0
319,10.63,Fish_42,1.0,1,0.0,1564.0,591.0,18.38,55.15,3594.3,0.0,112.4,,0.0,0.45,-247.6,1974.2,356.0,463.2,1169.0,247.0
320,10.67,Fish_42,1.0,1,0.0,1580.0,584.0,17.46,52.39,3611.8,-82.85,113.6,,1.25,1.25,-246.4,1975.5,340.0,480.5,1169.0,247.0
321,10.7,Fish_42,1.0,1,0.0,1598.0,577.0,19.31,57.94,3631.1,166.41,111.3,,-2.38,-3.63,-248.7,1977.8,322.0,499.6,1169.0,247.0
322,10.73,Fish_42,1.0,1,0.0,1615.0,568.0,19.24,57.71,3650.3,-7.0,117.9,,6.65,9.03,-242.1,1984.5,305.0,518.8,1169.0,247.0
323,10.77,Fish_42,1.0,1,0.0,1630.0,560.0,17.0,51.0,3667.3,-201.18,118.1,,0.18,-6.47,-241.9,1984.7,290.0,535.8,1169.0,247.0
324,10.8,Fish_42,1.0,1,0.0,1646.0,550.0,18.87,56.6,3686.2,168.12,122.0,,3.93,3.76,-238.0,1988.6,274.0,554.6,1169.0,247.0
325,10.83,Fish_42,1.0,1,0.0,1661.0,538.0,19.21,57.63,3705.4,30.73,128.7,,6.65,2.72,-231.3,1995.2,259.0,573.7,1169.0,247.0
326,10.87,Fish_42,1.0,1,0.0,1675.0,526.0,18.44,55.32,3723.8,-69.33,130.6,,1.94,-4.71,-229.4,1997.2,245.0,591.8,1169.0,247.0
327,10.9,Fish_42,1.0,1,0.0,1688.0,514.0,17.69,53.08,3741.5,-67.26,132.7,,2.11,0.17,-227.3,1999.3,232.0,609.2,1169.0,247.0
328,10.93,Fish_42,1.0,1,0.0,1700.0,502.0,16.97,50.91,3758.5,-64.91,135.0,,2.29,0.18,-225.0,2001.6,220.0,625.7,1169.0,247.0
329,10.97,Fish_42,1.0,1,0.0,1711.0,488.0,17.8,53.41,3776.3,75.05,141.8,,6.84,4.55,-218.2,2008.4,209.0,642.5,1169.0,247.0
330,11.0,Fish_42,1.0,1,0.0,1722.0,473.0,18.6,55.8,3794.9,71.69,143.7,,1.9,-4.94,-216.3,2010.3,198.0,659.9,1169.0,247.0
331,11.03,Fish_42,1.0,1,0.0,1732.0,458.0,18.03,54.08,3812.9,-51.6,146.3,,2.56,0.66,-213.7,2012.9,188.0,676.5,1169.0,247.0
332,11.07,Fish_42,1.0,1,0.0,1741.0,440.0,20.12,60.37,3833.0,188.72,153.4,,7.12,4.56,-206.6,2020.0,179.0,694.0,1169.0,247.0
333,11.1,Fish_42,1.0,1,0.0,1747.0,425.0,16.16,48.47,3849.2,-357.22,158.2,,4.76,-2.36,-201.8,2024.8,173.0,707.5,1169.0,247.0
334,11.13,Fish_42,1.0,1,0.0,1752.0,408.0,17.72,53.16,3866.9,140.81,163.6,,5.41,0.65,-196.4,2030.2,168.0,721.5,1169.0,247.0
335,11.17,Fish_42,1.0,1,0.0,1757.0,389.0,19.65,58.94,3886.6,173.42,165.3,,1.65,-3.77,-194.7,2031.8,163.0,736.8,1169.0,247.0
336,11.2,Fish_42,1.0,1,0.0,1760.0,373.0,16.28,48.84,3902.9,-303.13,169.4,,4.12,2.48,-190.6,2036.0,160.0,748.9,1169.0,247.0
337,11.23,Fish_42,1.0,1,0.0,1761.0,356.0,17.03,51.09,3919.9,67.55,176.6,,7.25,3.13,-183.4,2043.2,159.0,760.3,1169.0,247.0
338,11.27,Fish_42,1.0,1,0.0,1761.0,339.0,17.0,51.0,3936.9,-2.64,180.0,,3.37,-3.89,-180.0,2046.6,159.0,771.0,1169.0,247.0
339,11.3,Fish_42,1.0,1,0.0,1760.0,322.0,17.03,51.09,3953.9,2.64,-176.6,,3.37,0.0,-176.6,2049.9,160.0,781.3,1169.0,247.0
340,11.33,Fish_42,1.0,1,0.0,1757.0,305.0,17.26,51.79,3971.2,21.0,-170.0,,6.64,3.28,-170.0,2056.6,163.0,790.3,1169.0,247.0
341,11.37,Fish_42,1.0,1,0.0,1752.0,289.0,16.76,50.29,3987.9,-44.97,-162.6,,7.35,0.7,-162.6,2063.9,168.0,797.4,1169.0,247.0
342,11.4,Fish_42,1.0,1,0.0,1745.0,272.0,18.38,55.15,4006.3,145.95,-157.6,,5.03,-2.32,-157.6,2069.0,175.0,804.1,1169.0,247.0
343,11.43,Fish_42,1.0,1,0.0,1736.0,256.0,18.36,55.07,4024.7,-2.45,-150.6,,6.98,1.95,-150.6,2075.9,184.0,809.0,1169.0,247.0
344,11.47,Fish_42,1.0,1,0.0,1727.0,242.0,16.64,49.93,4041.3,-154.28,-147.3,,3.38,-3.6,-147.3,2079.3,193.0,812.8,1169.0,247.0
345,11.5,Fish_42,1.0,1,0.0,1717.0,230.0,15.62,46.86,4056.9,-92.05,-140.2,,7.07,3.69,-140.2,2086.4,203.0,814.8,1169.0,247.0
346,11.53,Fish_42,1.0,1,0.0,1706.0,219.0,15.56,46.67,4072.5,-5.77,-135.0,,5.19,-1.88,-135.0,2091.6,214.0,815.7,1169.0,247.0
347,11.57,Fish_42,1.0,1,0.0,1693.0,208.0,17.03,51.09,4089.5,132.57,-130.2,,4.76,-0.43,-130.2,2096.3,208.0,815.6,1169.0,247.0
348,11.6,Fish_42,1.0,1,0.0,1680.0,199.0,15.81,47.43,4105.3,-109.62,-124.7,,5.54,0.78,-124.7,2101.9,199.0,814.3,1169.0,247.0
349,11.63,Fish_42,1.0,1,0.0,1667.0,192.0,14.76,44.29,4120.1,-94.19,-118.3,,6.39,0.85,-118.3,2108.3,192.0,811.7,1169.0,247.0
350,11.67,Fish_42,1.0,1,0.0,1653.0,185.0,15.65,46.96,4135.8,79.89,-116.6,,1.74,-4.66,-116.6,2110.0,185.0,808.8,1169.0,247.0
351,11.7,Fish_42,1.0,1,0.0,1637.0,179.0,17.09,51.26,4152.8,129.2,-110.6,,6.01,4.27,-110.6,2116.0,179.0,804.2,1169.0,247.0
352,11.73,Fish_42,1.0,1,0.0,1622.0,175.0,15.52,46.57,4168.4,-140.74,-104.9,,5.62,-0.38,-104.9,2121.6,175.0,798.9,1169.0,247.0
353,11.77,Fish_42,1.0,1,0.0,1606.0,172.0,16.28,48.84,4184.6,67.92,-100.6,,4.31,-1.31,-100.6,2126.0,172.0,792.4,1169.0,247.0
354,11.8,Fish_42,1.0,1,0.0,1590.0,170.0,16.12,48.37,4200.8,-13.89,-97.1,,3.5,-0.82,-97.1,2129.5,170.0,785.4,1169.0,247.0
355,11.83,Fish_42,1.0,1,0.0,1576.0,169.0,14.04,42.11,4214.8,-188.0,-94.1,,3.04,-0.46,-94.1,2132.5,169.0,778.8,1169.0,247.0
356,11.87,Fish_42,1.0,1,0.0,1561.0,169.0,15.0,45.0,4229.8,86.79,-90.0,,4.09,1.05,-90.0,2136.6,169.0,771.1,1169.0,247.0
357,11.9,Fish_42,1.0,1,0.0,1547.0,170.0,14.04,42.11,4243.8,-86.79,-85.9,,4.09,0.0,-85.9,2140.7,170.0,763.2,1169.0,247.0
358,11.93,Fish_42,1.0,1,0.0,1533.0,171.0,14.04,42.11,4257.9,0.0,-85.9,,0.0,-4.09,-85.9,2140.7,171.0,755.5,1169.0,247.0
359,11.97,Fish_42,1.0,1,0.0,1517.0,172.0,16.03,48.09,4273.9,179.6,-86.4,,-0.51,-0.51,-86.4,2141.2,172.0,747.0,1169.0,247.0
360,12.0,Fish_42,1.0,1,0.0,1504.0,173.0,13.04,39.12,4286.9,-269.35,-85.6,,0.82,1.33,-85.6,2142.0,173.0,738.1,1004.0,364.0
361,12.03,Fish_42,1.0,1,0.0,1489.0,175.0,15.13,45.4,4302.1,188.49,-82.4,,3.2,2.37,-82.4,2145.2,175.0,726.6,1004.0,364.0
362,12.07,Fish_42,1.0,1,0.0,1474.0,177.0,15.13,45.4,4317.2,0.0,-82.4,,0.0,-3.2,-82.4,2145.2,177.0,715.1,1004.0,364.0
363,12.1,Fish_42,1.0,1,0.0,1459.0,180.0,15.3,45.89,4332.5,14.79,-78.7,,3.72,3.72,-78.7,2148.9,180.0,703.1,1004.0,364.0
364,12.13,Fish_42,1.0,1,0.0,1447.0,182.0,12.17,36.5,4344.7,-281.84,-80.5,,-1.85,-5.56,-80.5,2150.8,182.0,693.8,1004.0,364.0
