frame,time,ID,traj,inroi,inmask,cx,cy,displ,speed,cumdispl,accel,heading,orient,turnspeed,turnaccel,cumturn,abscumturn,rdist,mdist,mx,my
559,18.63,Fish_42,2.0,1,0.0,1286.0,523.0,18.68,56.04,6258.9,109.56,15.5,,-8.1,-6.53,-63.7,2707.4,523.0,331.3,1169.0,247.0
560,18.67,Fish_42,2.0,1,0.0,1290.0,540.0,17.46,52.39,6276.3,-109.56,13.2,,-2.28,5.82,-66.0,2709.7,540.0,317.0,1169.0,247.0
561,18.7,Fish_42,2.0,1,0.0,1292.0,557.0,17.12,51.35,6293.4,-31.23,6.7,,-6.53,-4.25,-72.6,2716.2,523.0,302.2,1169.0,247.0
562,18.73,Fish_42,2.0,1,0.0,1293.0,574.0,17.03,51.09,6310.5,-7.91,3.4,,-3.34,3.19,-75.9,2719.6,506.0,287.2,1169.0,247.0
563,18.77,Fish_42,2.0,1,0.0,1292.0,591.0,17.03,51.09,6327.5,0.0,-3.4,,-6.73,-3.39,-82.6,2726.3,489.0,271.5,1169.0,247.0
564,18.8,Fish_42,2.0,1,0.0,1289.0,607.0,16.28,48.84,6343.8,-67.55,-10.6,,-7.25,-0.52,-89.9,2733.6,473.0,255.9,1169.0,247.0
565,18.83,Fish_42,2.0,1,0.0,1285.0,624.0,17.46,52.39,6361.2,106.69,-13.2,,-2.62,4.63,-92.5,2736.2,456.0,239.0,1169.0,247.0
566,18.87,Fish_42,2.0,1,0.0,1279.0,638.0,15.23,45.69,6376.5,-200.94,-23.2,,-9.96,-7.34,-102.5,2746.1,442.0,223.9,1169.0,247.0
567,18.9,Fish_42,2.0,1,0.0,1272.0,653.0,16.55,49.66,6393.0,118.93,-25.0,,-1.82,8.14,-104.3,2748.0,427.0,207.4,1169.0,247.0
568,18.93,Fish_42,2.0,1,0.0,1263.0,668.0,17.49,52.48,6410.5,84.59,-31.0,,-5.95,-4.13,-110.2,2753.9,412.0,189.9,1169.0,247.0
569,18.97,Fish_42,2.0,1,0.0,1254.0,680.0,15.0,45.0,6425.5,-224.36,-36.9,,-5.91,0.04,-116.1,2759.8,400.0,175.0,1169.0,247.0
570,19.0,Fish_42,2.0,1,0.0,1246.0,689.0,12.04,36.12,6437.6,-266.26,-41.6,,-4.76,1.14,-120.9,2764.6,391.0,163.3,1169.0,247.0
571,19.03,Fish_42,2.0,1,0.0,1235.0,699.0,14.87,44.6,6452.4,254.2,-47.7,,-6.09,-1.33,-127.0,2770.7,381.0,149.4,1169.0,247.0
572,19.07,Fish_42,2.0,1,0.0,1225.0,709.0,14.14,42.43,6466.6,-65.15,-45.0,,2.73,8.82,-124.3,2773.4,371.0,136.1,1169.0,247.0
573,19.1,Fish_42,2.0,1,0.0,1215.0,718.0,13.45,40.36,6480.0,-61.97,-48.0,,-3.01,-5.74,-127.3,2776.4,362.0,123.9,1169.0,247.0
574,19.13,Fish_42,2.0,1,0.0,1204.0,726.0,13.6,40.8,6493.6,13.31,-54.0,,-5.96,-2.95,-133.2,2782.4,354.0,112.6,1169.0,247.0
575,19.17,Fish_42,2.0,1,0.0,1191.0,733.0,14.76,44.29,6508.4,104.7,-61.7,,-7.73,-1.77,-141.0,2790.1,347.0,102.4,1169.0,247.0
576,19.2,Fish_42,2.0,1,0.0,1181.0,738.0,11.18,33.54,6519.6,-322.6,-63.4,,-1.74,5.99,-142.7,2791.8,342.0,95.8,1169.0,247.0
577,19.23,Fish_42,2.0,1,0.0,1170.0,743.0,12.08,36.25,6531.7,81.24,-65.6,,-2.12,-0.38,-144.8,2793.9,337.0,90.0,1169.0,247.0
578,19.27,Fish_42,2.0,1,0.0,1157.0,747.0,13.6,40.8,6545.3,136.66,-72.9,,-7.34,-5.22,-152.2,2801.3,333.0,86.0,1157.0,247.0
579,19.3,Fish_42,2.0,1,0.0,1145.0,751.0,12.65,37.95,6557.9,-85.71,-71.6,,1.33,8.67,-150.8,2802.6,329.0,82.0,1145.0,247.0
580,19.33,Fish_42,2.0,1,0.0,1134.0,753.0,11.18,33.54,6569.1,-132.19,-79.7,,-8.13,-9.46,-159.0,2810.7,327.0,79.2,1129.0,248.0
581,19.37,Fish_42,2.0,1,0.0,1122.0,755.0,12.17,36.5,6581.2,88.67,-80.5,,-0.84,7.29,-159.8,2811.6,325.0,77.0,1122.0,248.0
582,19.4,Fish_42,2.0,1,0.0,1111.0,756.0,11.05,33.14,6592.3,-100.81,-84.8,,-4.27,-3.42,-164.1,2815.9,324.0,76.0,1111.0,248.0
583,19.43,Fish_42,2.0,1,0.0,1101.0,756.0,10.0,30.0,6602.3,-94.08,-90.0,,-5.19,-0.93,-169.3,2821.1,324.0,76.0,1101.0,248.0
584,19.47,Fish_42,2.0,1,0.0,1091.0,756.0,10.0,30.0,6612.3,0.0,-90.0,,0.0,5.19,-169.3,2821.1,324.0,73.5,1020.0,305.0
585,19.5,Fish_42,2.0,1,0.0,1081.0,755.0,10.05,30.15,6622.3,4.49,-95.7,,-5.71,-5.71,-175.0,2826.8,325.0,64.2,1020.0,305.0
586,19.53,Fish_42,2.0,1,0.0,1072.0,754.0,9.06,27.17,6631.4,-89.5,-96.3,,-0.63,5.08,-175.6,2827.4,326.0,55.8,1018.0,312.0
587,19.57,Fish_42,2.0,1,0.0,1064.0,752.0,8.25,24.74,6639.6,-72.83,-104.0,,-7.7,-7.07,-183.3,2835.1,328.0,48.5,1017.0,316.0
588,19.6,Fish_42,2.0,1,0.0,1056.0,750.0,8.25,24.74,6647.9,0.0,-104.0,,0.0,7.7,-183.3,2835.1,330.0,41.2,1016.0,320.0
589,19.63,Fish_42,2.0,1,0.0,1047.0,747.0,9.49,28.46,6657.4,111.66,-108.4,,-4.4,-4.4,-187.7,2839.5,333.0,33.2,1015.0,324.0
590,19.67,Fish_42,2.0,1,0.0,1039.0,744.0,8.54,25.63,6665.9,-84.85,-110.6,,-2.12,2.28,-189.8,2841.6,336.0,26.5,1013.0,331.0
591,19.7,Fish_42,2.0,1,0.0,1032.0,741.0,7.62,22.85,6673.5,-83.54,-113.2,,-2.64,-0.52,-192.5,2844.2,339.0,20.4,1012.0,335.0
592,19.73,Fish_42,2.0,1,0.0,1026.0,738.0,6.71,20.12,6680.2,-81.68,-116.6,,-3.37,-0.72,-195.8,2847.6,342.0,15.3,1011.0,339.0
593,19.77,Fish_42,2.0,1,0.0,1020.0,735.0,6.71,20.12,6687.0,0.0,-116.6,,0.0,3.37,-195.8,2847.6,345.0,10.2,1010.0,343.0
594,19.8,Fish_42,2.0,1,0.0,1013.0,732.0,7.62,22.85,6694.6,81.68,-113.2,,3.37,3.37,-192.5,2851.0,348.0,4.5,1009.0,346.0
595,19.83,Fish_42,2.0,1,0.0,1009.0,729.0,5.0,15.0,6699.6,-235.42,-126.9,,-13.67,-17.04,-206.1,2864.7,351.0,1.4,1008.0,350.0
596,19.87,Fish_42,2.0,1,0.0,1003.0,725.0,7.21,21.63,6706.8,199.0,-123.7,,3.18,16.85,-203.0,2867.8,355.0,3.0,1006.0,355.0
597,19.9,Fish_42,2.0,1,0.0,998.0,722.0,5.83,17.49,6712.6,-124.21,-121.0,,2.73,-0.45,-200.2,2870.6,358.0,3.6,995.0,360.0
598,19.93,Fish_42,2.0,1,0.0,994.0,718.0,5.66,16.97,6718.3,-15.67,-135.0,,-14.04,-16.76,-214.3,2884.6,362.0,2.2,995.0,360.0
599,19.97,Fish_42,2.0,1,0.0,990.0,715.0,5.0,15.0,6723.3,-59.12,-126.9,,8.13,22.17,-206.1,2892.7,365.0,7.1,995.0,360.0
600,20.0,Fish_42,2.0,1,0.0,986.0,712.0,5.0,15.0,6728.3,0.0,-126.9,,0.0,-8.13,-206.1,2892.7,368.0,11.7,992.0,358.0
601,20.03,Fish_42,2.0,1,0.0,981.0,708.0,6.4,19.21,6734.7,126.28,-128.7,,-1.79,-1.79,-207.9,2894.5,372.0,17.8,992.0,358.0
602,20.07,Fish_42,2.0,1,0.0,978.0,705.0,4.24,12.73,6738.9,-194.44,-135.0,,-6.34,-4.55,-214.3,2900.9,375.0,22.0,992.0,358.0
603,20.1,Fish_42,2.0,1,0.0,974.0,701.0,5.66,16.97,6744.6,127.28,-135.0,,0.0,6.34,-214.3,2900.9,379.0,27.7,992.0,358.0
604,20.13,Fish_42,2.0,1,0.0,972.0,699.0,2.83,8.49,6747.4,-254.56,-135.0,,0.0,0.0,-214.3,2900.9,381.0,30.5,992.0,358.0
605,20.17,Fish_42,2.0,1,0.0,969.0,696.0,4.24,12.73,6751.6,127.28,-135.0,,0.0,0.0,-214.3,2900.9,384.0,34.7,992.0,358.0
606,20.2,Fish_42,2.0,1,0.0,966.0,693.0,4.24,12.73,6755.9,0.0,-135.0,,0.0,0.0,-214.3,2900.9,387.0,38.9,992.0,358.0
607,20.23,Fish_42,2.0,1,0.0,965.0,691.0,2.24,6.71,6758.1,-180.59,-153.4,,-18.43,-18.43,-232.7,2919.3,389.0,41.1,992.0,358.0
608,20.27,Fish_42,2.0,1,0.0,963.0,689.0,2.83,8.49,6761.0,53.31,-135.0,,18.43,36.87,-214.3,2937.7,391.0,43.9,992.0,358.0
609,20.3,Fish_42,2.0,1,0.0,962.0,688.0,1.41,4.24,6762.4,-127.28,-135.0,,0.0,-18.43,-214.3,2937.7,392.0,45.3,992.0,358.0
610,20.33,Fish_42,2.0,1,0.0,961.0,686.0,2.24,6.71,6764.6,73.97,-153.4,,-18.43,-18.43,-232.7,2956.2,394.0,47.5,992.0,358.0
611,20.37,Fish_42,2.0,1,0.0,960.0,685.0,1.41,4.24,6766.0,-73.97,-135.0,,18.43,36.87,-214.3,2974.6,395.0,48.9,992.0,358.0
612,20.4,Fish_42,2.0,1,0.0,959.0,684.0,1.41,4.24,6767.4,0.0,-135.0,,0.0,-18.43,-214.3,2974.6,396.0,50.3,992.0,358.0
613,20.43,Fish_42,2.0,1,0.0,958.0,684.0,1.0,3.0,6768.4,-37.28,-90.0,,45.0,45.0,-169.3,3019.6,396.0,51.0,992.0,358.0
614,20.47,Fish_42,2.0,1,0.0,958.0,683.0,1.0,3.0,6769.4,0.0,180.0,,-90.0,-135.0,-259.3,3109.6,397.0,51.7,992.0,358.0
615,20.5,Fish_42,2.0,1,0.0,957.0,683.0,1.0,3.0,6770.4,0.0,-90.0,,90.0,180.0,-169.3,3199.6,397.0,52.4,992.0,358.0
616,20.53,Fish_42,2.0,1,0.0,957.0,683.0,0.0,0.0,6770.4,-90.0,0.0,,90.0,0.0,-79.3,3289.6,397.0,52.4,992.0,358.0
617,20.57,Fish_42,2.0,1,0.0,956.0,684.0,1.41,4.24,6771.8,127.28,-45.0,,-45.0,-135.0,-124.3,3334.6,396.0,52.2,987.0,354.0
618,20.6,Fish_42,2.0,1,0.0,956.0,684.0,0.0,0.0,6771.8,-127.28,0.0,,45.0,90.0,-79.3,3379.6,396.0,52.2,987.0,354.0
619,20.63,Fish_42,2.0,1,0.0,955.0,684.0,1.0,3.0,6772.8,90.0,-90.0,,-90.0,-135.0,-169.3,3469.6,396.0,52.8,987.0,354.0
620,20.67,Fish_42,2.0,1,0.0,955.0,682.0,2.0,6.0,6774.8,90.0,180.0,,-90.0,0.0,-259.3,3559.6,398.0,54.4,987.0,354.0
621,20.7,Fish_42,2.0,1,0.0,954.0,682.0,1.0,3.0,6775.8,-90.0,-90.0,,90.0,180.0,-169.3,3649.6,398.0,55.0,987.0,354.0
622,20.73,Fish_42,2.0,1,0.0,953.0,681.0,1.41,4.24,6777.3,37.28,-135.0,,-45.0,-135.0,-214.3,3694.6,399.0,56.4,987.0,354.0
623,20.77,Fish_42,2.0,1,0.0,951.0,680.0,2.24,6.71,6779.5,73.97,-116.6,,18.43,63.44,-195.8,3713.0,400.0,58.4,987.0,354.0
624,20.8,Fish_42,2.0,1,0.0,950.0,678.0,2.24,6.71,6781.7,0.0,-153.4,,-36.87,-55.3,-232.7,3749.9,402.0,60.6,987.0,354.0
625,20.83,Fish_42,2.0,1,0.0,948.0,677.0,2.24,6.71,6784.0,0.0,-116.6,,36.87,73.74,-195.8,3786.8,403.0,62.6,987.0,354.0
626,20.87,Fish_42,2.0,1,0.0,946.0,676.0,2.24,6.71,6786.2,0.0,-116.6,,0.0,-36.87,-195.8,3786.8,404.0,64.7,987.0,354.0
627,20.9,Fish_42,2.0,1,0.0,944.0,674.0,2.83,8.49,6789.0,53.31,-135.0,,-18.43,-18.43,-214.3,3805.2,406.0,67.5,987.0,354.0
628,20.93,Fish_42,2.0,1,0.0,942.0,673.0,2.24,6.71,6791.3,-53.31,-116.6,,18.43,36.87,-195.8,3823.6,407.0,69.5,987.0,354.0
629,20.97,Fish_42,2.0,1,0.0,940.0,671.0,2.83,8.49,6794.1,53.31,-135.0,,-18.43,-36.87,-214.3,3842.1,409.0,72.3,987.0,354.0
630,21.0,Fish_42,2.0,1,0.0,937.0,669.0,3.61,10.82,6797.7,69.94,-123.7,,11.31,29.74,-203.0,3853.4,411.0,75.8,982.0,350.0
631,21.03,Fish_42,2.0,1,0.0,933.0,666.0,5.0,15.0,6802.7,125.5,-126.9,,-3.18,-14.49,-206.1,3856.6,414.0,80.6,982.0,350.0
632,21.07,Fish_42,2.0,1,0.0,929.0,664.0,4.47,13.42,6807.2,-47.51,-116.6,,10.3,13.48,-195.8,3866.9,416.0,84.6,982.0,350.0
633,21.1,Fish_42,2.0,1,0.0,925.0,661.0,5.0,15.0,6812.2,47.51,-126.9,,-10.3,-20.61,-206.1,3877.2,419.0,89.5,982.0,350.0
634,21.13,Fish_42,2.0,1,0.0,921.0,658.0,5.0,15.0,6817.2,0.0,-126.9,,0.0,10.3,-206.1,3877.2,422.0,94.4,982.0,350.0
635,21.17,Fish_42,2.0,1,0.0,917.0,654.0,5.66,16.97,6822.8,59.12,-135.0,,-8.13,-8.13,-214.3,3885.3,426.0,100.0,977.0,346.0
636,21.2,Fish_42,2.0,1,0.0,911.0,650.0,7.21,21.63,6830.0,139.88,-123.7,,11.31,19.44,-203.0,3896.6,430.0,106.8,977.0,346.0
637,21.23,Fish_42,2.0,1,0.0,905.0,646.0,7.21,21.63,6837.3,0.0,-123.7,,0.0,-11.31,-203.0,3896.6,434.0,113.7,977.0,346.0
638,21.27,Fish_42,2.0,1,0.0,899.0,643.0,6.71,20.12,6844.0,-45.26,-116.6,,7.12,7.12,-195.8,3903.7,437.0,119.8,972.0,342.0
639,21.3,Fish_42,2.0,1,0.0,894.0,639.0,6.4,19.21,6850.4,-27.46,-128.7,,-12.1,-19.22,-207.9,3915.8,441.0,126.0,972.0,342.0
640,21.33,Fish_42,2.0,1,0.0,887.0,635.0,8.06,24.19,6858.4,149.32,-119.7,,8.91,21.01,-199.0,3924.7,445.0,130.5,838.0,324.0
641,21.37,Fish_42,2.0,1,0.0,882.0,632.0,5.83,17.49,6864.3,-200.82,-121.0,,-1.22,-10.13,-200.2,3926.0,448.0,131.5,833.0,326.0
642,21.4,Fish_42,2.0,1,0.0,876.0,628.0,7.21,21.63,6871.5,124.21,-123.7,,-2.73,-1.51,-203.0,3928.7,452.0,133.0,828.0,328.0
643,21.43,Fish_42,2.0,1,0.0,870.0,624.0,7.21,21.63,6878.7,0.0,-123.7,,0.0,2.73,-203.0,3928.7,456.0,134.5,818.0,332.0
644,21.47,Fish_42,2.0,1,0.0,863.0,620.0,8.06,24.19,6886.7,76.6,-119.7,,3.94,3.94,-199.0,3932.6,460.0,135.6,813.0,334.0
645,21.5,Fish_42,2.0,1,0.0,854.0,615.0,10.3,30.89,6897.0,201.0,-119.1,,0.69,-3.26,-198.3,3933.3,465.0,136.9,803.0,338.0
646,21.53,Fish_42,2.0,1,0.0,847.0,611.0,8.06,24.19,6905.1,-201.0,-119.7,,-0.69,-1.38,-199.0,3934.0,469.0,137.8,796.0,341.0
647,21.57,Fish_42,2.0,1,0.0,838.0,607.0,9.85,29.55,6914.9,160.79,-114.0,,5.78,6.47,-193.2,3939.8,473.0,138.2,786.0,345.0
648,21.6,Fish_42,2.0,1,0.0,829.0,602.0,10.3,30.89,6925.2,40.21,-119.1,,-5.09,-10.88,-198.3,3944.9,478.0,139.5,776.0,349.0
649,21.63,Fish_42,2.0,1,0.0,820.0,598.0,9.85,29.55,6935.1,-40.21,-114.0,,5.09,10.18,-193.2,3950.0,482.0,140.1,776.0,349.0
650,21.67,Fish_42,2.0,1,0.0,811.0,594.0,9.85,29.55,6944.9,0.0,-114.0,,0.0,-5.09,-193.2,3950.0,486.0,141.4,776.0,349.0
651,21.7,Fish_42,2.0,1,0.0,800.0,589.0,12.08,36.25,6957.0,201.08,-114.4,,-0.48,-0.48,-193.7,3950.5,491.0,144.0,776.0,349.0
652,21.73,Fish_42,2.0,1,0.0,790.0,584.0,11.18,33.54,6968.2,-81.24,-116.6,,-2.12,-1.64,-195.8,3952.6,496.0,147.7,776.0,349.0
653,21.77,Fish_42,2.0,1,0.0,779.0,580.0,11.7,35.11,6979.9,47.19,-110.0,,6.58,8.7,-189.2,3959.2,500.0,151.0,776.0,349.0
654,21.8,Fish_42,2.0,1,0.0,768.0,576.0,11.7,35.11,6991.6,0.0,-110.0,,0.0,-6.58,-189.2,3959.2,504.0,155.0,771.0,349.0
655,21.83,Fish_42,2.0,1,0.0,757.0,572.0,11.7,35.11,7003.3,0.0,-110.0,,0.0,0.0,-189.2,3959.2,508.0,159.6,771.0,349.0
656,21.87,Fish_42,2.0,1,0.0,745.0,570.0,12.17,36.5,7015.5,41.47,-99.5,,10.52,10.52,-178.7,3969.7,510.0,163.1,771.0,349.0
657,21.9,Fish_42,2.0,1,0.0,732.0,567.0,13.34,40.02,7028.8,105.85,-103.0,,-3.53,-14.05,-182.3,3973.2,513.0,168.6,771.0,349.0
658,21.93,Fish_42,2.0,1,0.0,720.0,565.0,12.17,36.5,7041.0,-105.85,-99.5,,3.53,7.06,-178.7,3976.8,515.0,173.7,771.0,349.0
659,21.97,Fish_42,2.0,1,0.0,709.0,563.0,11.18,33.54,7052.2,-88.67,-100.3,,-0.84,-4.38,-179.6,3977.6,517.0,179.1,771.0,349.0
660,22.0,Fish_42,2.0,1,0.0,695.0,562.0,14.04,42.11,7066.2,256.98,-94.1,,6.22,7.06,-173.3,3983.8,518.0,185.3,771.0,349.0
661,22.03,Fish_42,2.0,1,0.0,682.0,562.0,13.0,39.0,7079.2,-93.21,-90.0,,4.09,-2.13,-169.3,3987.9,518.0,191.0,771.0,349.0
662,22.07,Fish_42,2.0,1,0.0,667.0,563.0,15.03,45.1,7094.2,183.0,-86.2,,3.81,-0.27,-165.4,3991.7,517.0,197.6,771.0,349.0
663,22.1,Fish_42,2.0,1,0.0,653.0,565.0,14.14,42.43,7108.4,-80.2,-81.9,,4.32,0.5,-161.1,3996.0,515.0,203.7,771.0,349.0
664,22.13,Fish_42,2.0,1,0.0,639.0,567.0,14.14,42.43,7122.5,0.0,-81.9,,0.0,-4.32,-161.1,3996.0,513.0,210.5,771.0,349.0
665,22.17,Fish_42,2.0,1,0.0,624.0,572.0,15.81,47.43,7138.3,150.23,-71.6,,10.3,10.3,-150.8,4006.3,508.0,216.5,771.0,349.0
666,22.2,Fish_42,2.0,1,0.0,611.0,577.0,13.93,41.79,7152.3,-169.47,-69.0,,2.6,-7.7,-148.2,4008.9,503.0,222.1,771.0,349.0
667,22.23,Fish_42,2.0,1,0.0,598.0,584.0,14.76,44.29,7167.0,75.28,-61.7,,7.26,4.66,-141.0,4016.2,496.0,227.0,771.0,349.0
668,22.27,Fish_42,2.0,1,0.0,584.0,593.0,16.64,49.93,7183.7,169.06,-57.3,,4.43,-2.83,-136.5,4020.6,487.0,232.4,771.0,349.0
669,22.3,Fish_42,2.0,1,0.0,572.0,602.0,15.0,45.0,7198.7,-147.9,-53.1,,4.14,-0.3,-132.4,4024.8,478.0,237.2,771.0,349.0
670,22.33,Fish_42,2.0,1,0.0,559.0,613.0,17.03,51.09,7215.7,182.64,-49.8,,3.37,-0.77,-129.0,4028.1,467.0,242.6,771.0,349.0
671,22.37,Fish_42,2.0,1,0.0,545.0,626.0,19.1,57.31,7234.8,186.8,-47.1,,2.64,-0.72,-126.4,4030.8,454.0,249.2,771.0,349.0
672,22.4,Fish_42,2.0,1,0.0,535.0,637.0,14.87,44.6,7249.7,-381.5,-42.3,,4.85,2.2,-121.5,4035.6,443.0,254.0,771.0,349.0
673,22.43,Fish_42,2.0,1,0.0,523.0,648.0,16.28,48.84,7266.0,127.15,-47.5,,-5.22,-10.06,-126.8,4040.8,432.0,256.9,671.0,222.0
674,22.47,Fish_42,2.0,1,0.0,511.0,660.0,16.97,50.91,7282.9,62.26,-45.0,,2.49,7.7,-124.3,4043.3,420.0,254.6,671.0,222.0
675,22.5,Fish_42,2.0,1,0.0,498.0,671.0,17.03,51.09,7300.0,5.29,-49.8,,-4.76,-7.25,-129.0,4048.1,409.0,254.8,671.0,222.0
676,22.53,Fish_42,2.0,1,0.0,483.0,681.0,18.03,54.08,7318.0,89.85,-56.3,,-6.55,-1.78,-135.6,4054.6,399.0,258.2,671.0,222.0
677,22.57,Fish_42,2.0,1,0.0,469.0,690.0,16.64,49.93,7334.6,-124.6,-57.3,,-0.96,5.59,-136.5,4055.6,390.0,262.7,671.0,222.0
678,22.6,Fish_42,2.0,1,0.0,452.0,696.0,18.03,54.08,7352.7,124.6,-70.6,,-13.3,-12.34,-149.8,4068.9,384.0,272.4,671.0,222.0
679,22.63,Fish_42,2.0,1,0.0,434.0,700.0,18.44,55.32,7371.1,37.02,-77.5,,-6.91,6.38,-156.7,4075.8,380.0,284.8,671.0,222.0
680,22.67,Fish_42,2.0,1,0.0,415.0,701.0,19.03,57.08,7390.1,52.85,-87.0,,-9.52,-2.6,-166.2,4085.3,379.0,300.3,671.0,222.0
681,22.7,Fish_42,2.0,1,0.0,398.0,698.0,17.26,51.79,7407.4,-158.73,-100.0,,-13.02,-3.5,-179.3,4098.3,382.0,316.4,671.0,222.0
682,22.73,Fish_42,2.0,1,0.0,380.0,694.0,18.44,55.32,7425.8,105.88,-102.5,,-2.52,10.5,-181.8,4100.9,380.0,334.0,671.0,222.0
683,22.77,Fish_42,2.0,1,0.0,361.0,688.0,19.92,59.77,7445.7,133.72,-107.5,,-5.0,-2.48,-186.8,4105.9,361.0,353.6,671.0,222.0
684,22.8,Fish_42,2.0,1,0.0,344.0,683.0,17.72,53.16,7463.5,-198.43,-106.4,,1.14,6.13,-185.7,4107.0,344.0,370.9,671.0,222.0
685,22.83,Fish_42,2.0,1,0.0,325.0,679.0,19.42,58.25,7482.9,152.68,-101.9,,4.5,3.36,-181.1,4111.5,325.0,389.6,671.0,222.0
686,22.87,Fish_42,2.0,1,0.0,308.0,679.0,17.0,51.0,7499.9,-217.48,-90.0,,11.89,7.39,-169.3,4123.4,308.0,404.7,671.0,222.0
687,22.9,Fish_42,2.0,1,0.0,289.0,683.0,19.42,58.25,7519.3,217.48,-78.1,,11.89,-0.0,-157.4,4135.3,289.0,420.2,671.0,222.0
688,22.93,Fish_42,2.0,1,0.0,274.0,691.0,17.0,51.0,7536.3,-217.48,-61.9,,16.18,4.3,-141.2,4151.5,274.0,430.7,671.0,222.0
689,22.97,Fish_42,2.0,1,0.0,259.0,705.0,20.52,61.55,7556.8,316.65,-47.0,,14.95,-1.23,-126.2,4166.4,259.0,439.5,671.0,222.0
690,23.0,Fish_42,2.0,1,0.0,250.0,721.0,18.36,55.07,7575.2,-194.47,-29.4,,17.62,2.66,-108.6,4184.0,250.0,442.7,671.0,222.0
691,23.03,Fish_42,2.0,1,0.0,246.0,740.0,19.42,58.25,7594.6,95.3,-11.9,,17.47,-0.15,-91.1,4201.5,246.0,441.1,671.0,222.0
692,23.07,Fish_42,2.0,1,0.0,246.0,757.0,17.0,51.0,7611.6,-217.48,0.0,,11.89,-5.58,-79.3,4213.4,246.0,436.8,671.0,222.0
693,23.1,Fish_42,2.0,1,0.0,251.0,774.0,17.72,53.16,7629.3,64.8,16.4,,16.39,4.5,-62.9,4229.8,251.0,428.3,671.0,222.0
694,23.13,Fish_42,2.0,1,0.0,260.0,791.0,19.24,57.71,7648.5,136.38,27.9,,11.51,-4.88,-51.4,4241.3,260.0,416.4,671.0,222.0
695,23.17,Fish_42,2.0,1,0.0,271.0,807.0,19.42,58.25,7668.0,16.3,34.5,,6.61,-4.9,-44.8,4247.9,271.0,403.2,671.0,222.0
696,23.2,Fish_42,2.0,1,0.0,284.0,822.0,19.85,59.55,7687.8,38.97,40.9,,6.41,-0.2,-38.3,4254.3,258.0,388.7,671.0,222.0
697,23.23,Fish_42,2.0,1,0.0,298.0,834.0,18.44,55.32,7706.2,-126.93,49.4,,8.48,2.08,-29.9,4262.8,246.0,373.8,671.0,222.0
698,23.27,Fish_42,2.0,1,0.0,313.0,845.0,18.6,55.8,7724.8,14.58,53.7,,4.35,-4.14,-25.5,4267.1,235.0,358.2,671.0,222.0
699,23.3,Fish_42,2.0,1,0.0,331.0,856.0,21.1,63.29,7745.9,224.46,58.6,,4.82,0.48,-20.7,4272.0,224.0,340.0,671.0,222.0
700,23.33,Fish_42,2.0,1,0.0,346.0,863.0,16.55,49.66,7762.5,-408.79,65.0,,6.41,1.59,-14.3,4278.4,217.0,325.0,671.0,218.0
701,23.37,Fish_42,2.0,1,0.0,363.0,868.0,17.72,53.16,7780.2,105.04,73.6,,8.63,2.22,-5.7,4287.0,212.0,308.1,671.0,218.0
702,23.4,Fish_42,2.0,1,0.0,379.0,872.0,16.49,49.48,7796.7,-110.49,76.0,,2.35,-6.27,-3.3,4289.4,208.0,292.2,671.0,218.0
703,23.43,Fish_42,2.0,1,0.0,397.0,875.0,18.25,54.74,7815.0,158.03,80.5,,4.57,2.22,1.3,4293.9,205.0,274.3,671.0,218.0
704,23.47,Fish_42,2.0,1,0.0,418.0,876.0,21.02,63.07,7836.0,249.8,87.3,,6.74,2.16,8.0,4300.7,204.0,253.4,671.0,218.0
705,23.5,Fish_42,2.0,1,0.0,435.0,875.0,17.03,51.09,7853.0,-359.5,93.4,,6.09,-0.64,14.1,4306.8,205.0,236.4,671.0,218.0
706,23.53,Fish_42,2.0,1,0.0,452.0,872.0,17.26,51.79,7870.3,21.0,100.0,,6.64,0.55,20.7,4313.4,208.0,219.2,671.0,218.0
707,23.57,Fish_42,2.0,1,0.0,469.0,868.0,17.46,52.39,7887.7,18.14,103.2,,3.23,-3.41,24.0,4316.6,212.0,202.1,671.0,218.0
708,23.6,Fish_42,2.0,1,0.0,487.0,863.0,18.68,56.04,7906.4,109.56,105.5,,2.28,-0.95,26.3,4318.9,217.0,184.0,671.0,218.0
709,23.63,Fish_42,2.0,1,0.0,502.0,856.0,16.55,49.66,7923.0,-191.57,115.0,,9.49,7.21,35.8,4328.4,224.0,169.0,671.0,222.0
710,23.67,Fish_42,2.0,1,0.0,517.0,849.0,16.55,49.66,7939.5,0.0,115.0,,0.0,-9.49,35.8,4328.4,231.0,154.3,671.0,222.0
711,23.7,Fish_42,2.0,1,0.0,530.0,843.0,14.32,42.95,7953.8,-201.16,114.8,,-0.24,-0.24,35.5,4328.6,237.0,141.8,671.0,222.0
712,23.73,Fish_42,2.0,1,0.0,544.0,835.0,16.12,48.37,7970.0,162.6,119.7,,4.97,5.21,40.5,4333.6,245.0,129.1,671.0,222.0
713,23.77,Fish_42,2.0,1,0.0,558.0,826.0,16.64,49.93,7986.6,46.69,122.7,,2.99,-1.98,43.5,4336.6,254.0,117.4,671.0,222.0
714,23.8,Fish_42,2.0,1,0.0,571.0,818.0,15.26,45.79,8001.9,-124.11,121.6,,-1.13,-4.12,42.3,4337.7,262.0,107.7,671.0,222.0
715,23.83,Fish_42,2.0,1,0.0,585.0,808.0,17.2,51.61,8019.1,174.63,125.5,,3.93,5.06,46.3,4341.7,272.0,99.5,671.0,222.0
