frame,time,ID,traj,inroi,cx,cy,displ,speed,cumdispl,accel,heading,orient,turnspeed,turnaccel,cumturn,abscumturn,rdist
40,1.33,F1,1,1,332.0,441.0,7.28,21.84,300.4,-86.95,105.9,,1.91,-4.0,23.1,135.8,332.0
41,1.37,F1,1,1,339.0,438.0,7.62,22.85,308.0,30.21,113.2,,7.25,5.34,30.3,143.1,339.0
42,1.4,F1,1,1,346.0,436.0,7.28,21.84,315.3,-30.21,105.9,,-7.25,-14.51,23.1,150.3,346.0
43,1.43,F1,1,1,353.0,433.0,7.62,22.85,322.9,30.21,113.2,,7.25,14.51,30.3,157.6,353.0
44,1.47,F1,1,1,360.0,429.0,8.06,24.19,330.9,40.18,119.7,,6.55,-0.71,36.9,164.1,360.0
45,1.5,F1,1,1,366.0,425.0,7.21,21.63,338.2,-76.6,123.7,,3.94,-2.6,40.8,168.1,366.0
46,1.53,F1,1,1,373.0,421.0,8.06,24.19,346.2,76.6,119.7,,-3.94,-7.89,36.9,172.0,373.0
47,1.57,F1,1,1,379.0,417.0,7.21,21.63,353.4,-76.6,123.7,,3.94,7.89,40.8,176.0,379.0
48,1.6,F1,1,1,385.0,411.0,8.49,25.46,361.9,114.68,135.0,,11.31,7.36,52.1,187.3,385.0
49,1.63,F1,1,1,392.0,405.0,9.22,27.66,371.1,66.08,130.6,,-4.4,-15.71,47.7,191.7,392.0
50,1.67,F1,1,1,398.0,399.0,8.49,25.46,379.6,-66.08,135.0,,4.4,8.8,52.1,196.1,398.0
51,1.7,F1,1,1,404.0,392.0,9.22,27.66,388.8,66.08,139.4,,4.4,0.0,56.5,200.5,392.0
52,1.73,F1,1,1,409.0,386.0,7.81,23.43,396.6,-126.84,140.2,,0.8,-3.6,57.3,201.3,386.0
53,1.77,F1,1,1,414.0,379.0,8.6,25.81,405.2,71.29,144.5,,4.27,3.47,61.6,205.5,379.0
54,1.8,F1,1,1,418.0,372.0,8.06,24.19,413.3,-48.61,150.3,,5.79,1.52,67.4,211.3,372.0
55,1.83,F1,1,1,422.0,365.0,8.06,24.19,421.4,0.0,150.3,,0.0,-5.79,67.4,211.3,365.0
56,1.87,F1,1,1,426.0,359.0,7.21,21.63,428.6,-76.6,146.3,,-3.94,-3.94,63.4,215.3,359.0
57,1.9,F1,1,1,430.0,352.0,8.06,24.19,436.6,76.6,150.3,,3.94,7.89,67.4,219.2,352.0
58,1.93,F1,1,1,432.0,344.0,8.25,24.74,444.9,16.56,166.0,,15.71,11.76,83.1,234.9,344.0
59,1.97,F1,1,1,435.0,337.0,7.62,22.85,452.5,-56.74,156.8,,-9.16,-24.87,73.9,244.1,337.0
60,2.0,F1,1,1,437.0,330.0,7.28,21.84,459.8,-30.21,164.1,,7.25,16.42,81.2,251.4,330.0
61,2.03,F1,1,1,439.0,323.0,7.28,21.84,467.1,0.0,164.1,,0.0,-7.25,81.2,251.4,323.0
62,2.07,F1,1,1,441.0,316.0,7.28,21.84,474.3,0.0,164.1,,0.0,0.0,81.2,251.4,316.0
63,2.1,F1,1,1,442.0,308.0,8.06,24.19,482.4,70.39,172.9,,8.82,8.82,90.0,260.2,308.0
64,2.13,F1,1,1,443.0,301.0,7.07,21.21,489.5,-89.21,171.9,,-1.0,-9.82,89.0,261.2,301.0
65,2.17,F1,1,1,443.0,294.0,7.0,21.0,496.5,-6.4,180.0,,8.13,9.14,97.1,269.3,294.0
66,2.2,F1,1,1,443.0,286.0,8.0,24.0,504.5,90.0,180.0,,0.0,-8.13,97.1,269.3,286.0
67,2.23,F1,1,1,443.0,279.0,7.0,21.0,511.5,-90.0,180.0,,0.0,0.0,97.1,269.3,279.0
68,2.27,F1,1,1,443.0,272.0,7.0,21.0,518.5,0.0,180.0,,0.0,0.0,97.1,269.3,272.0
69,2.3,F1,1,1,442.0,265.0,7.07,21.21,525.6,6.4,-171.9,,8.13,8.13,105.3,277.4,265.0
70,2.33,F1,1,1,441.0,258.0,7.07,21.21,532.6,0.0,-171.9,,0.0,-8.13,105.3,277.4,258.0
71,2.37,F1,1,1,439.0,250.0,8.25,24.74,540.9,105.76,-166.0,,5.91,5.91,111.2,283.3,250.0
72,2.4,F1,1,1,438.0,243.0,7.07,21.21,547.9,-105.76,-171.9,,-5.91,-11.81,105.3,289.3,243.0
73,2.43,F1,1,1,436.0,236.0,7.28,21.84,555.2,18.81,-164.1,,7.82,13.72,113.1,297.1,236.0
74,2.47,F1,1,1,434.0,230.0,6.32,18.97,561.5,-86.0,-161.6,,2.49,-5.33,115.6,299.6,230.0
75,2.5,F1,1,1,431.0,223.0,7.62,22.85,569.2,116.21,-156.8,,4.76,2.27,120.3,304.3,223.0
76,2.53,F1,1,1,428.0,216.0,7.62,22.85,576.8,0.0,-156.8,,0.0,-4.76,120.3,304.3,216.0
77,2.57,F1,1,1,425.0,209.0,7.62,22.85,584.4,0.0,-156.8,,0.0,0.0,120.3,304.3,209.0
78,2.6,F1,1,1,422.0,203.0,6.71,20.12,591.1,-81.68,-153.4,,3.37,3.37,123.7,307.7,203.0
79,2.63,F1,1,1,418.0,197.0,7.21,21.63,598.3,45.26,-146.3,,7.12,3.76,130.8,314.8,197.0
80,2.67,F1,1,1,415.0,190.0,7.62,22.85,605.9,36.42,-156.8,,-10.49,-17.62,120.3,325.3,190.0
81,2.7,F1,1,1,411.0,184.0,7.21,21.63,613.1,-36.42,-146.3,,10.49,20.98,130.8,335.8,184.0
82,2.73,F1,1,1,406.0,179.0,7.07,21.21,620.2,-12.6,-135.0,,11.31,0.82,142.1,347.1,179.0
83,2.77,F1,1,1,402.0,173.0,7.21,21.63,627.4,12.6,-146.3,,-11.31,-22.62,130.8,358.4,173.0
84,2.8,F1,1,1,397.0,167.0,7.81,23.43,635.2,53.92,-140.2,,6.12,17.42,136.9,364.5,167.0
85,2.83,F1,1,1,392.0,162.0,7.07,21.21,642.3,-66.53,-135.0,,5.19,-0.92,142.1,369.7,162.0
86,2.87,F1,1,1,387.0,157.0,7.07,21.21,649.4,0.0,-135.0,,0.0,-5.19,142.1,369.7,157.0
87,2.9,F1,1,1,382.0,152.0,7.07,21.21,656.4,0.0,-135.0,,0.0,0.0,142.1,369.7,152.0
88,2.93,F1,1,1,376.0,147.0,7.81,23.43,664.3,66.53,-129.8,,5.19,5.19,147.3,374.9,147.0
89,2.97,F1,1,1,371.0,143.0,6.4,19.21,670.7,-126.64,-128.7,,1.15,-4.05,148.5,376.1,143.0
90,3.0,F1,1,1,365.0,138.0,7.81,23.43,678.5,126.64,-129.8,,-1.15,-2.29,147.3,377.2,138.0
91,3.03,F1,1,1,359.0,134.0,7.21,21.63,685.7,-53.92,-123.7,,6.12,7.26,153.4,383.3,134.0
92,3.07,F1,1,1,352.0,131.0,7.62,22.85,693.3,36.42,-113.2,,10.49,4.38,163.9,393.8,131.0
93,3.1,F1,1,1,346.0,127.0,7.21,21.63,700.5,-36.42,-123.7,,-10.49,-20.98,153.4,404.3,127.0
94,3.13,F1,1,1,340.0,124.0,6.71,20.12,707.2,-45.26,-116.6,,7.12,17.62,160.6,411.4,124.0
95,3.17,F1,1,1,333.0,121.0,7.62,22.85,714.8,81.68,-113.2,,3.37,-3.76,163.9,414.8,121.0
96,3.2,F1,1,1,326.0,118.0,7.62,22.85,722.4,0.0,-113.2,,0.0,-3.37,163.9,414.8,118.0
97,3.23,F1,1,1,319.0,116.0,7.28,21.84,729.7,-30.21,-105.9,,7.25,7.25,171.2,422.1,116.0
98,3.27,F1,1,1,312.0,114.0,7.28,21.84,737.0,0.0,-105.9,,0.0,-7.25,171.2,422.1,114.0
99,3.3,F1,1,1,305.0,112.0,7.28,21.84,744.3,0.0,-105.9,,0.0,0.0,171.2,422.1,112.0
100,3.33,F1,1,1,297.0,110.0,8.25,24.74,752.5,86.95,-104.0,,1.91,1.91,173.1,424.0,110.0
101,3.37,F1,1,1,290.0,109.0,7.07,21.21,759.6,-105.76,-98.1,,5.91,4.0,179.0,429.9,109.0
102,3.4,F1,1,1,282.0,108.0,8.06,24.19,767.7,89.21,-97.1,,1.0,-4.9,180.0,430.9,108.0
103,3.43,F1,1,1,275.0,108.0,7.0,21.0,774.7,-95.6,-90.0,,7.12,6.12,187.1,438.0,108.0
104,3.47,F1,1,1,267.0,108.0,8.0,24.0,782.7,90.0,-90.0,,0.0,-7.12,187.1,438.0,108.0
105,3.5,F1,1,1,259.0,108.0,8.0,24.0,790.7,0.0,-90.0,,0.0,0.0,187.1,438.0,108.0
106,3.53,F1,1,1,251.0,109.0,8.06,24.19,798.7,5.6,-82.9,,7.12,7.12,194.3,445.1,109.0
107,3.57,F1,1,1,243.0,110.0,8.06,24.19,806.8,0.0,-82.9,,0.0,-7.12,194.3,445.1,110.0
108,3.6,F1,1,1,235.0,112.0,8.25,24.74,815.0,16.56,-76.0,,6.91,6.91,201.2,452.0,112.0
109,3.63,F1,1,1,227.0,114.0,8.25,24.74,823.3,0.0,-76.0,,0.0,-6.91,201.2,452.0,114.0
110,3.67,F1,1,1,219.0,116.0,8.25,24.74,831.5,0.0,-76.0,,0.0,0.0,201.2,452.0,116.0
111,3.7,F1,1,1,211.0,119.0,8.54,25.63,840.1,26.8,-69.4,,6.52,6.52,207.7,458.6,119.0
112,3.73,F1,1,1,203.0,122.0,8.54,25.63,848.6,0.0,-69.4,,0.0,-6.52,207.7,458.6,122.0
113,3.77,F1,1,1,194.0,125.0,9.49,28.46,858.1,84.85,-71.6,,-2.12,-2.12,205.6,460.7,125.0
114,3.8,F1,1,1,186.0,129.0,8.94,26.83,867.0,-48.83,-63.4,,8.13,10.25,213.7,468.8,129.0
115,3.83,F1,1,1,179.0,133.0,8.06,24.19,875.1,-79.38,-60.3,,3.18,-4.95,216.9,472.0,133.0
116,3.87,F1,1,1,172.0,138.0,8.6,25.81,883.7,48.61,-54.5,,5.79,2.61,222.7,477.8,138.0
117,3.9,F1,1,1,166.0,142.0,7.21,21.63,890.9,-125.21,-56.3,,-1.85,-7.64,220.8,479.6,142.0
118,3.93,F1,1,1,160.0,147.0,7.81,23.43,898.7,53.92,-50.2,,6.12,7.96,226.9,485.7,147.0
119,3.97,F1,1,1,154.0,152.0,7.81,23.43,906.5,0.0,-50.2,,0.0,-6.12,226.9,485.7,152.0
120,4.0,F1,1,1,149.0,157.0,7.07,21.21,913.6,-66.53,-45.0,,5.19,5.19,232.1,490.9,149.0
121,4.03,F1,1,1,144.0,163.0,7.81,23.43,921.4,66.53,-39.8,,5.19,0.0,237.3,496.1,144.0
122,4.07,F1,1,1,139.0,169.0,7.81,23.43,929.2,0.0,-39.8,,0.0,-5.19,237.3,496.1,139.0
123,4.1,F1,1,1,135.0,175.0,7.21,21.63,936.4,-53.92,-33.7,,6.12,6.12,243.4,502.2,135.0
124,4.13,F1,1,1,131.0,182.0,8.06,24.19,944.5,76.6,-29.7,,3.94,-2.17,247.4,506.2,131.0
125,4.17,F1,1,1,127.0,188.0,7.21,21.63,951.7,-76.6,-33.7,,-3.94,-7.89,243.4,510.1,127.0
126,4.2,F1,1,1,124.0,195.0,7.62,22.85,959.3,36.42,-23.2,,10.49,14.44,253.9,520.6,124.0
127,4.23,F1,1,1,121.0,202.0,7.62,22.85,967.0,0.0,-23.2,,0.0,-10.49,253.9,520.6,121.0
128,4.27,F1,1,1,119.0,209.0,7.28,21.84,974.2,-30.21,-15.9,,7.25,7.25,261.2,527.9,119.0
129,4.3,F1,1,1,117.0,216.0,7.28,21.84,981.5,0.0,-15.9,,0.0,-7.25,261.2,527.9,117.0
130,4.33,F1,1,1,115.0,224.0,8.25,24.74,989.8,86.95,-14.0,,1.91,1.91,263.1,529.8,115.0
131,4.37,F1,1,1,114.0,231.0,7.07,21.21,996.8,-105.76,-8.1,,5.91,4.0,269.0,535.7,114.0
132,4.4,F1,1,1,113.0,239.0,8.06,24.19,1004.9,89.21,-7.1,,1.0,-4.9,270.0,536.7,113.0
133,4.43,F1,1,1,112.0,247.0,8.06,24.19,1013.0,0.0,-7.1,,0.0,-1.0,270.0,536.7,112.0
134,4.47,F1,1,1,112.0,254.0,7.0,21.0,1020.0,-95.6,0.0,,7.12,7.12,277.1,543.8,112.0
135,4.5,F1,1,1,112.0,262.0,8.0,24.0,1028.0,90.0,0.0,,0.0,-7.12,277.1,543.8,112.0
136,4.53,F1,1,1,113.0,270.0,8.06,24.19,1036.0,5.6,7.1,,7.12,7.12,284.3,551.0,113.0
137,4.57,F1,1,1,114.0,278.0,8.06,24.19,1044.1,0.0,7.1,,0.0,-7.12,284.3,551.0,114.0
138,4.6,F1,1,1,116.0,285.0,7.28,21.84,1051.4,-70.39,15.9,,8.82,8.82,293.1,559.8,116.0
139,4.63,F1,1,1,117.0,293.0,8.06,24.19,1059.4,70.39,7.1,,-8.82,-17.64,284.3,568.6,117.0
140,4.67,F1,1,1,120.0,300.0,7.62,22.85,1067.0,-40.18,23.2,,16.07,24.89,300.3,584.7,120.0
141,4.7,F1,1,1,122.0,308.0,8.25,24.74,1075.3,56.74,14.0,,-9.16,-25.24,291.2,593.8,122.0
142,4.73,F1,1,1,126.0,315.0,8.06,24.19,1083.3,-16.56,29.7,,15.71,24.87,306.9,609.5,126.0
143,4.77,F1,1,1,129.0,322.0,7.62,22.85,1091.0,-40.18,23.2,,-6.55,-22.26,300.3,616.1,129.0
144,4.8,F1,1,1,133.0,328.0,7.21,21.63,1098.2,-36.42,33.7,,10.49,17.04,310.8,626.6,133.0
145,4.83,F1,1,1,137.0,334.0,7.21,21.63,1105.4,0.0,33.7,,0.0,-10.49,310.8,626.6,137.0
146,4.87,F1,1,1,141.0,341.0,8.06,24.19,1113.4,76.6,29.7,,-3.94,-3.94,306.9,630.5,141.0
147,4.9,F1,1,1,146.0,347.0,7.81,23.43,1121.3,-22.68,39.8,,10.06,14.01,316.9,640.6,146.0
148,4.93,F1,1,1,151.0,352.0,7.07,21.21,1128.3,-66.53,45.0,,5.19,-4.87,322.1,645.8,151.0
149,4.97,F1,1,1,157.0,357.0,7.81,23.43,1136.1,66.53,50.2,,5.19,0.0,327.3,651.0,157.0
150,5.0,F1,1,1,163.0,362.0,7.81,23.43,1143.9,0.0,50.2,,0.0,-5.19,327.3,651.0,163.0
151,5.03,F1,1,1,169.0,367.0,7.81,23.43,1151.8,0.0,50.2,,0.0,0.0,327.3,651.0,169.0
152,5.07,F1,1,1,175.0,371.0,7.21,21.63,1159.0,-53.92,56.3,,6.12,6.12,333.4,657.1,175.0
153,5.1,F1,1,1,182.0,375.0,8.06,24.19,1167.0,76.6,60.3,,3.94,-2.17,337.4,661.0,182.0
154,5.13,F1,1,1,188.0,379.0,7.21,21.63,1174.2,-76.6,56.3,,-3.94,-7.89,333.4,665.0,188.0
155,5.17,F1,1,1,196.0,382.0,8.54,25.63,1182.8,119.96,69.4,,13.13,17.08,346.6,678.1,196.0
156,5.2,F1,1,1,204.0,385.0,8.54,25.63,1191.3,0.0,69.4,,0.0,-13.13,346.6,678.1,204.0
157,5.23,F1,1,1,212.0,388.0,8.54,25.63,1199.9,0.0,69.4,,0.0,0.0,346.6,678.1,212.0
158,5.27,F1,1,1,221.0,390.0,9.22,27.66,1209.1,60.8,77.5,,8.03,8.03,354.6,686.1,221.0
159,5.3,F1,1,1,229.0,392.0,8.25,24.74,1217.3,-87.6,76.0,,-1.51,-9.54,353.1,687.6,229.0
160,5.33,F1,1,1,237.0,393.0,8.06,24.19,1225.4,-16.56,82.9,,6.91,8.42,360.0,694.6,237.0
161,5.37,F1,1,1,245.0,394.0,8.06,24.19,1233.5,0.0,82.9,,0.0,-6.91,360.0,694.6,245.0
162,5.4,F1,1,1,253.0,395.0,8.06,24.19,1241.5,0.0,82.9,,0.0,0.0,360.0,694.6,253.0
163,5.43,F1,1,1,262.0,395.0,9.0,27.0,1250.5,84.4,90.0,,7.12,7.12,367.1,701.7,262.0
164,5.47,F1,1,1,269.0,395.0,7.0,21.0,1257.5,-180.0,90.0,,0.0,-7.12,367.1,701.7,269.0
165,5.5,F1,1,1,277.0,395.0,8.0,24.0,1265.5,90.0,90.0,,0.0,0.0,367.1,701.7,277.0
166,5.53,F1,1,1,285.0,394.0,8.06,24.19,1273.6,5.6,97.1,,7.12,7.12,374.3,708.8,285.0
167,5.57,F1,1,1,292.0,392.0,7.28,21.84,1280.9,-70.39,105.9,,8.82,1.7,383.1,717.6,292.0
168,5.6,F1,1,1,300.0,391.0,8.06,24.19,1288.9,70.39,97.1,,-8.82,-17.64,374.3,726.4,300.0
169,5.63,F1,1,1,307.0,389.0,7.28,21.84,1296.2,-70.39,105.9,,8.82,17.64,383.1,735.3,307.0
170,5.67,F1,1,1,314.0,387.0,7.28,21.84,1303.5,0.0,105.9,,0.0,-8.82,383.1,735.3,314.0
171,5.7,F1,1,1,321.0,384.0,7.62,22.85,1311.1,30.21,113.2,,7.25,7.25,390.3,742.5,321.0
172,5.73,F1,1,1,328.0,382.0,7.28,21.84,1318.4,-30.21,105.9,,-7.25,-14.51,383.1,749.8,328.0
173,5.77,F1,1,1,334.0,378.0,7.21,21.63,1325.6,-6.21,123.7,,17.74,25.0,400.8,767.5,334.0
174,5.8,F1,1,1,341.0,375.0,7.62,22.85,1333.2,36.42,113.2,,-10.49,-28.24,390.3,778.0,341.0
175,5.83,F1,1,1,347.0,371.0,7.21,21.63,1340.4,-36.42,123.7,,10.49,20.98,400.8,788.5,347.0
176,5.87,F1,1,1,353.0,368.0,6.71,20.12,1347.1,-45.26,116.6,,-7.12,-17.62,393.7,795.6,353.0
177,5.9,F1,1,1,359.0,363.0,7.81,23.43,1354.9,99.18,129.8,,13.24,20.37,406.9,808.9,359.0
178,5.93,F1,1,1,365.0,359.0,7.21,21.63,1362.2,-53.92,123.7,,-6.12,-19.36,400.8,815.0,359.0
179,5.97,F1,1,1,371.0,354.0,7.81,23.43,1370.0,53.92,129.8,,6.12,12.23,406.9,821.1,354.0
180,6.0,F1,1,1,376.0,350.0,6.4,19.21,1376.4,-126.64,128.7,,-1.15,-7.26,405.8,822.2,350.0
181,6.03,F1,1,1,381.0,344.0,7.81,23.43,1384.2,126.64,140.2,,11.54,12.68,417.3,833.8,344.0
182,6.07,F1,1,1,386.0,339.0,7.07,21.21,1391.2,-66.53,135.0,,-5.19,-16.73,412.1,839.0,339.0
183,6.1,F1,1,1,391.0,334.0,7.07,21.21,1398.3,0.0,135.0,,0.0,5.19,412.1,839.0,334.0
184,6.13,F1,1,1,396.0,328.0,7.81,23.43,1406.1,66.53,140.2,,5.19,5.19,417.3,844.2,328.0
185,6.17,F1,1,1,400.0,322.0,7.21,21.63,1413.3,-53.92,146.3,,6.12,0.92,423.4,850.3,322.0
186,6.2,F1,1,1,404.0,316.0,7.21,21.63,1420.6,0.0,146.3,,0.0,-6.12,423.4,850.3,316.0
187,6.23,F1,1,1,408.0,310.0,7.21,21.63,1427.8,0.0,146.3,,0.0,0.0,423.4,850.3,310.0
188,6.27,F1,1,1,411.0,304.0,6.71,20.12,1434.5,-45.26,153.4,,7.12,7.12,430.6,857.4,304.0
189,6.3,F1,1,1,415.0,297.0,8.06,24.19,1442.5,121.86,150.3,,-3.18,-10.3,427.4,860.6,297.0
190,6.33,F1,1,1,418.0,291.0,6.71,20.12,1449.2,-121.86,153.4,,3.18,6.36,430.6,863.8,291.0
191,6.37,F1,1,1,421.0,284.0,7.62,22.85,1456.9,81.68,156.8,,3.37,0.19,433.9,867.1,284.0
192,6.4,F1,1,1,423.0,277.0,7.28,21.84,1464.1,-30.21,164.1,,7.25,3.89,441.2,874.4,277.0
193,6.43,F1,1,1,426.0,271.0,6.71,20.12,1470.8,-51.47,153.4,,-10.62,-17.87,430.6,885.0,271.0
194,6.47,F1,1,1,428.0,264.0,7.28,21.84,1478.1,51.47,164.1,,10.62,21.24,441.2,895.6,264.0
195,6.5,F1,1,1,430.0,257.0,7.28,21.84,1485.4,0.0,164.1,,0.0,-10.62,441.2,895.6,257.0
196,6.53,F1,1,1,431.0,249.0,8.06,24.19,1493.5,70.39,172.9,,8.82,8.82,450.0,904.4,249.0
197,6.57,F1,1,1,433.0,242.0,7.28,21.84,1500.7,-70.39,164.1,,-8.82,-17.64,441.2,913.3,242.0
198,6.6,F1,1,1,434.0,235.0,7.07,21.21,1507.8,-18.81,171.9,,7.82,16.64,449.0,921.1,235.0
199,6.63,F1,1,1,434.0,228.0,7.0,21.0,1514.8,-6.4,180.0,,8.13,0.32,457.1,929.2,228.0
200,6.67,F1,1,1,435.0,220.0,8.06,24.19,1522.9,95.6,172.9,,-7.12,-15.26,450.0,936.3,220.0
201,6.7,F1,1,1,435.0,213.0,7.0,21.0,1529.9,-95.6,180.0,,7.12,14.25,457.1,943.5,213.0
202,6.73,F1,1,1,435.0,206.0,7.0,21.0,1536.9,0.0,180.0,,0.0,-7.12,457.1,943.5,206.0
203,6.77,F1,1,1,434.0,199.0,7.07,21.21,1544.0,6.4,-171.9,,8.13,8.13,465.3,951.6,199.0
204,6.8,F1,1,1,433.0,191.0,8.06,24.19,1552.0,89.21,-172.9,,-1.0,-9.14,464.3,952.6,191.0
205,6.83,F1,1,1,432.0,184.0,7.07,21.21,1559.1,-89.21,-171.9,,1.0,2.01,465.3,953.6,184.0
206,6.87,F1,1,1,430.0,177.0,7.28,21.84,1566.4,18.81,-164.1,,7.82,6.81,473.1,961.4,177.0
207,6.9,F1,1,1,428.0,170.0,7.28,21.84,1573.6,0.0,-164.1,,0.0,-7.82,473.1,961.4,170.0
208,6.93,F1,1,1,426.0,162.0,8.25,24.74,1581.9,86.95,-166.0,,-1.91,-1.91,471.2,963.3,162.0
209,6.97,F1,1,1,424.0,155.0,7.28,21.84,1589.2,-86.95,-164.1,,1.91,3.82,473.1,965.2,155.0
210,7.0,F1,1,1,421.0,148.0,7.62,22.85,1596.8,30.21,-156.8,,7.25,5.34,480.3,972.5,148.0
211,7.03,F1,1,1,417.0,141.0,8.06,24.19,1604.8,40.18,-150.3,,6.55,-0.71,486.9,979.0,141.0
212,7.07,F1,1,1,414.0,134.0,7.62,22.85,1612.5,-40.18,-156.8,,-6.55,-13.09,480.3,985.6,134.0
213,7.1,F1,1,1,410.0,128.0,7.21,21.63,1619.7,-36.42,-146.3,,10.49,17.04,490.8,996.1,128.0
214,7.13,F1,1,1,405.0,121.0,8.6,25.81,1628.3,125.21,-144.5,,1.85,-8.64,492.7,997.9,121.0
215,7.17,F1,1,1,401.0,114.0,8.06,24.19,1636.3,-48.61,-150.3,,-5.79,-7.64,486.9,1003.7,114.0
216,7.2,F1,1,1,395.0,108.0,8.49,25.46,1644.8,38.07,-135.0,,15.26,21.05,502.1,1019.0,108.0
217,7.23,F1,1,1,390.0,102.0,7.81,23.43,1652.6,-60.75,-140.2,,-5.19,-20.45,496.9,1024.2,102.0
