frame,time,ID,traj,inroi,cx,cy,displ,speed,cumdispl,accel,heading,orient,turnspeed,turnaccel,cumturn,abscumturn,rdist
218,7.27,F1,1,1,384.0,96.0,8.49,25.46,1661.1,60.75,-135.0,,5.19,10.39,502.1,1029.4,96.0
219,7.3,F1,1,1,378.0,90.0,8.49,25.46,1669.6,0.0,-135.0,,0.0,-5.19,502.1,1029.4,90.0
220,7.33,F1,1,1,371.0,84.0,9.22,27.66,1678.8,66.08,-130.6,,4.4,4.4,506.5,1033.8,84.0
221,7.37,F1,1,1,364.0,78.0,9.22,27.66,1688.0,0.0,-130.6,,0.0,-4.4,506.5,1033.8,78.0
222,7.4,F1,1,1,356.0,73.0,9.43,28.3,1697.5,19.3,-122.0,,8.6,8.6,515.1,1042.4,73.0
223,7.43,F1,1,1,349.0,68.0,8.6,25.81,1706.1,-74.85,-125.5,,-3.53,-12.13,511.6,1045.9,68.0
224,7.47,F1,1,1,342.0,64.0,8.06,24.19,1714.1,-48.61,-119.7,,5.79,9.32,517.4,1051.7,64.0
225,7.5,F1,1,1,334.0,60.0,8.94,26.83,1723.1,79.38,-116.6,,3.18,-2.61,520.6,1054.9,60.0
226,7.53,F1,1,1,327.0,56.0,8.06,24.19,1731.2,-79.38,-119.7,,-3.18,-6.36,517.4,1058.0,56.0
227,7.57,F1,1,1,320.0,53.0,7.62,22.85,1738.8,-40.18,-113.2,,6.55,9.73,523.9,1064.6,53.0
228,7.6,F1,1,1,312.0,50.0,8.54,25.63,1747.3,83.54,-110.6,,2.64,-3.9,526.6,1067.2,50.0
229,7.63,F1,1,1,305.0,48.0,7.28,21.84,1754.6,-113.75,-105.9,,4.61,1.97,531.2,1071.8,48.0
230,7.67,F1,1,1,297.0,46.0,8.25,24.74,1762.8,86.95,-104.0,,1.91,-2.7,533.1,1073.7,46.0
231,7.7,F1,1,1,290.0,44.0,7.28,21.84,1770.1,-86.95,-105.9,,-1.91,-3.82,531.2,1075.7,44.0
232,7.73,F1,1,1,282.0,42.0,8.25,24.74,1778.4,86.95,-104.0,,1.91,3.82,533.1,1077.6,42.0
233,7.77,F1,1,1,275.0,42.0,7.0,21.0,1785.4,-112.16,-90.0,,14.04,12.13,547.1,1091.6,42.0
234,7.8,F1,1,1,267.0,41.0,8.06,24.19,1793.4,95.6,-97.1,,-7.12,-21.16,540.0,1098.7,41.0
235,7.83,F1,1,1,260.0,41.0,7.0,21.0,1800.4,-95.6,-90.0,,7.12,14.25,547.1,1105.8,41.0
236,7.87,F1,1,1,252.0,40.0,8.06,24.19,1808.5,95.6,-97.1,,-7.12,-14.25,540.0,1113.0,40.0
237,7.9,F1,1,1,245.0,41.0,7.07,21.21,1815.6,-89.21,-81.9,,15.26,22.38,555.3,1128.2,41.0
238,7.93,F1,1,1,237.0,41.0,8.0,24.0,1823.6,83.6,-90.0,,-8.13,-23.38,547.1,1136.4,41.0
239,7.97,F1,1,1,230.0,42.0,7.07,21.21,1830.6,-83.6,-81.9,,8.13,16.26,555.3,1144.5,42.0
240,8.0,F1,1,1,223.0,43.0,7.07,21.21,1837.7,0.0,-81.9,,0.0,-8.13,555.3,1144.5,43.0
241,8.03,F1,1,1,216.0,45.0,7.28,21.84,1845.0,18.81,-74.1,,7.82,7.82,563.1,1152.3,45.0
242,8.07,F1,1,1,208.0,47.0,8.25,24.74,1853.2,86.95,-76.0,,-1.91,-9.72,561.2,1154.2,47.0
243,8.1,F1,1,1,201.0,49.0,7.28,21.84,1860.5,-86.95,-74.1,,1.91,3.82,563.1,1156.1,49.0
244,8.13,F1,1,1,194.0,51.0,7.28,21.84,1867.8,0.0,-74.1,,0.0,-1.91,563.1,1156.1,51.0
245,8.17,F1,1,1,187.0,54.0,7.62,22.85,1875.4,30.21,-66.8,,7.25,7.25,570.3,1163.4,54.0
246,8.2,F1,1,1,180.0,56.0,7.28,21.84,1882.7,-30.21,-74.1,,-7.25,-14.51,563.1,1170.6,56.0
247,8.23,F1,1,1,174.0,60.0,7.21,21.63,1889.9,-6.21,-56.3,,17.74,25.0,580.8,1188.4,60.0
248,8.27,F1,1,1,167.0,63.0,7.62,22.85,1897.5,36.42,-66.8,,-10.49,-28.24,570.3,1198.9,63.0
249,8.3,F1,1,1,160.0,66.0,7.62,22.85,1905.1,0.0,-66.8,,0.0,10.49,570.3,1198.9,66.0
250,8.33,F1,1,1,154.0,70.0,7.21,21.63,1912.3,-36.42,-56.3,,10.49,10.49,580.8,1209.4,70.0
251,8.37,F1,1,1,148.0,74.0,7.21,21.63,1919.5,0.0,-56.3,,0.0,-10.49,580.8,1209.4,74.0
252,8.4,F1,1,1,142.0,78.0,7.21,21.63,1926.8,0.0,-56.3,,0.0,0.0,580.8,1209.4,78.0
253,8.43,F1,1,1,136.0,83.0,7.81,23.43,1934.6,53.92,-50.2,,6.12,6.12,586.9,1215.5,83.0
254,8.47,F1,1,1,130.0,88.0,7.81,23.43,1942.4,0.0,-50.2,,0.0,-6.12,586.9,1215.5,88.0
255,8.5,F1,1,1,124.0,92.0,7.21,21.63,1949.6,-53.92,-56.3,,-6.12,-6.12,580.8,1221.6,92.0
256,8.53,F1,1,1,118.0,98.0,8.49,25.46,1958.1,114.68,-45.0,,11.31,17.42,592.1,1232.9,98.0
257,8.57,F1,1,1,113.0,103.0,7.07,21.21,1965.1,-127.28,-45.0,,0.0,-11.31,592.1,1232.9,103.0
258,8.6,F1,1,1,107.0,108.0,7.81,23.43,1973.0,66.53,-50.2,,-5.19,-5.19,586.9,1238.1,107.0
259,8.63,F1,1,1,102.0,114.0,7.81,23.43,1980.8,0.0,-39.8,,10.39,15.58,597.3,1248.5,102.0
260,8.67,F1,1,1,97.0,120.0,7.81,23.43,1988.6,0.0,-39.8,,0.0,-10.39,597.3,1248.5,97.0
261,8.7,F1,1,1,93.0,125.0,6.4,19.21,1995.0,-126.64,-38.7,,1.15,1.15,598.5,1249.6,93.0
262,8.73,F1,1,1,88.0,131.0,7.81,23.43,2002.8,126.64,-39.8,,-1.15,-2.29,597.3,1250.8,88.0
263,8.77,F1,1,1,84.0,138.0,8.06,24.19,2010.9,22.68,-29.7,,10.06,11.21,607.4,1260.8,84.0
264,8.8,F1,1,1,80.0,144.0,7.21,21.63,2018.1,-76.6,-33.7,,-3.94,-14.01,603.4,1264.8,80.0
265,8.83,F1,1,1,76.0,150.0,7.21,21.63,2025.3,0.0,-33.7,,0.0,3.94,603.4,1264.8,76.0
266,8.87,F1,1,1,72.0,156.0,7.21,21.63,2032.5,0.0,-33.7,,0.0,0.0,603.4,1264.8,72.0
267,8.9,F1,1,1,69.0,163.0,7.62,22.85,2040.1,36.42,-23.2,,10.49,10.49,613.9,1275.3,69.0
268,8.93,F1,1,1,65.0,170.0,8.06,24.19,2048.2,40.18,-29.7,,-6.55,-17.04,607.4,1281.8,65.0
269,8.97,F1,1,1,62.0,176.0,6.71,20.12,2054.9,-121.86,-26.6,,3.18,9.73,610.6,1285.0,62.0
270,9.0,F1,1,1,60.0,183.0,7.28,21.84,2062.2,51.47,-15.9,,10.62,7.44,621.2,1295.6,60.0
271,9.03,F1,1,1,57.0,190.0,7.62,22.85,2069.8,30.21,-23.2,,-7.25,-17.87,613.9,1302.9,57.0
272,9.07,F1,1,1,55.0,197.0,7.28,21.84,2077.0,-30.21,-15.9,,7.25,14.51,621.2,1310.1,55.0
273,9.1,F1,1,1,52.0,204.0,7.62,22.85,2084.7,30.21,-23.2,,-7.25,-14.51,613.9,1317.4,52.0
274,9.13,F1,1,1,51.0,211.0,7.07,21.21,2091.7,-49.02,-8.1,,15.07,22.32,629.0,1332.4,51.0
275,9.17,F1,1,1,49.0,219.0,8.25,24.74,2100.0,105.76,-14.0,,-5.91,-20.98,623.1,1338.4,49.0
276,9.2,F1,1,1,47.0,226.0,7.28,21.84,2107.3,-86.95,-15.9,,-1.91,4.0,621.2,1340.3,47.0
277,9.23,F1,1,1,46.0,233.0,7.07,21.21,2114.3,-18.81,-8.1,,7.82,9.72,629.0,1348.1,46.0
278,9.27,F1,1,1,45.0,240.0,7.07,21.21,2121.4,0.0,-8.1,,0.0,-7.82,629.0,1348.1,45.0
279,9.3,F1,1,1,45.0,248.0,8.0,24.0,2129.4,83.6,0.0,,8.13,8.13,637.1,1356.2,45.0
280,9.33,F1,1,1,44.0,255.0,7.07,21.21,2136.5,-83.6,-8.1,,-8.13,-16.26,629.0,1364.3,44.0
281,9.37,F1,1,1,44.0,263.0,8.0,24.0,2144.5,83.6,0.0,,8.13,16.26,637.1,1372.5,44.0
282,9.4,F1,1,1,44.0,270.0,7.0,21.0,2151.5,-90.0,0.0,,0.0,-8.13,637.1,1372.5,44.0
283,9.43,F1,1,1,44.0,277.0,7.0,21.0,2158.5,0.0,0.0,,0.0,0.0,637.1,1372.5,44.0
284,9.47,F1,1,1,45.0,285.0,8.06,24.19,2166.5,95.6,7.1,,7.12,7.12,644.3,1379.6,45.0
285,9.5,F1,1,1,46.0,293.0,8.06,24.19,2174.6,0.0,7.1,,0.0,-7.12,644.3,1379.6,46.0
286,9.53,F1,1,1,47.0,300.0,7.07,21.21,2181.7,-89.21,8.1,,1.0,1.0,645.3,1380.6,47.0
287,9.57,F1,1,1,48.0,308.0,8.06,24.19,2189.7,89.21,7.1,,-1.0,-2.01,644.3,1381.6,48.0
288,9.6,F1,1,1,50.0,315.0,7.28,21.84,2197.0,-70.39,15.9,,8.82,9.82,653.1,1390.4,50.0
289,9.63,F1,1,1,52.0,322.0,7.28,21.84,2204.3,0.0,15.9,,0.0,-8.82,653.1,1390.4,52.0
290,9.67,F1,1,1,54.0,330.0,8.25,24.74,2212.5,86.95,14.0,,-1.91,-1.91,651.2,1392.3,54.0
291,9.7,F1,1,1,57.0,337.0,7.62,22.85,2220.2,-56.74,23.2,,9.16,11.07,660.3,1401.5,57.0
292,9.73,F1,1,1,59.0,345.0,8.25,24.74,2228.4,56.74,14.0,,-9.16,-18.32,651.2,1410.7,59.0
293,9.77,F1,1,1,62.0,352.0,7.62,22.85,2236.0,-56.74,23.2,,9.16,18.32,660.3,1419.8,62.0
294,9.8,F1,1,1,66.0,359.0,8.06,24.19,2244.1,40.18,29.7,,6.55,-2.62,666.9,1426.4,66.0
295,9.83,F1,1,1,69.0,367.0,8.54,25.63,2252.6,43.36,20.6,,-9.19,-15.74,657.7,1435.6,69.0
296,9.87,F1,1,1,73.0,374.0,8.06,24.19,2260.7,-43.36,29.7,,9.19,18.38,666.9,1444.7,73.0
297,9.9,F1,1,1,77.0,381.0,8.06,24.19,2268.7,0.0,29.7,,0.0,-9.19,666.9,1444.7,77.0
298,9.93,F1,1,1,82.0,388.0,8.6,25.81,2277.4,48.61,35.5,,5.79,5.79,672.7,1450.5,82.0
299,9.97,F1,1,1,87.0,395.0,8.6,25.81,2286.0,0.0,35.5,,0.0,-5.79,672.7,1450.5,87.0
300,10.0,F1,1,1,92.0,402.0,8.6,25.81,2294.6,0.0,35.5,,0.0,0.0,672.7,1450.5,92.0
301,10.03,F1,1,1,,,,,2294.6,,,,,,672.7,1450.5,
