frame,time,ID,traj,inroi,cx,cy,displ,speed,cumdispl,accel,heading,orient,turnspeed,turnaccel,cumturn,abscumturn,rdist
78,2.6,F3,1,1,239.0,223.0,9.22,27.66,648.2,226.02,-102.5,,14.04,14.04,534.6,563.7,223.0
79,2.63,F3,1,1,230.0,222.0,9.06,27.17,657.3,-14.77,-96.3,,6.19,-7.85,540.8,569.9,222.0
80,2.67,F3,1,1,221.0,222.0,9.0,27.0,666.3,-4.98,-90.0,,6.34,0.15,547.1,576.2,221.0
81,2.7,F3,1,1,213.0,225.0,8.54,25.63,674.8,-41.04,-69.4,,20.56,14.22,567.7,596.8,213.0
82,2.73,F3,1,1,205.0,228.0,8.54,25.63,683.4,0.0,-69.4,,0.0,-20.56,567.7,596.8,205.0
83,2.77,F3,1,1,199.0,233.0,7.81,23.43,691.2,-66.04,-50.2,,19.25,19.25,586.9,616.0,199.0
84,2.8,F3,1,1,193.0,239.0,8.49,25.46,699.7,60.75,-45.0,,5.19,-14.06,592.1,621.2,193.0
85,2.83,F3,1,1,189.0,246.0,8.06,24.19,707.7,-38.07,-29.7,,15.26,10.06,607.4,636.5,189.0
86,2.87,F3,1,1,187.0,255.0,9.22,27.66,716.9,104.16,-12.5,,17.22,1.96,624.6,653.7,187.0
87,2.9,F3,1,1,186.0,264.0,9.06,27.17,726.0,-14.77,-6.3,,6.19,-11.03,630.8,659.9,186.0
88,2.93,F3,1,1,186.0,273.0,9.0,27.0,735.0,-4.98,0.0,,6.34,0.15,637.1,666.2,186.0
89,2.97,F3,1,1,188.0,281.0,8.25,24.74,743.2,-67.84,14.0,,14.04,7.7,651.2,680.3,188.0
90,3.0,F3,1,1,191.0,287.0,6.71,20.12,750.0,-138.42,26.6,,12.53,-1.51,663.7,692.8,184.0
91,3.03,F3,1,1,194.0,293.0,6.71,20.12,756.7,0.0,26.6,,0.0,-12.53,663.7,692.8,178.0
92,3.07,F3,1,1,199.0,298.0,7.07,21.21,763.7,32.66,45.0,,18.43,18.43,682.1,711.2,173.0
93,3.1,F3,1,1,204.0,302.0,6.4,19.21,770.1,-60.11,51.3,,6.34,-12.1,688.5,717.6,169.0
94,3.13,F3,1,1,210.0,305.0,6.71,20.12,776.8,27.46,63.4,,12.1,5.76,700.6,729.7,166.0
95,3.17,F3,1,1,217.0,307.0,7.28,21.84,784.1,51.47,74.1,,10.62,-1.48,711.2,740.3,164.0
96,3.2,F3,1,1,225.0,308.0,8.06,24.19,792.2,70.39,82.9,,8.82,-1.8,720.0,749.1,163.0
97,3.23,F3,1,1,232.0,309.0,7.07,21.21,799.3,-89.21,81.9,,-1.0,-9.82,719.0,750.1,162.0
98,3.27,F3,1,1,241.0,309.0,9.0,27.0,808.3,173.6,90.0,,8.13,9.14,727.1,758.3,162.0
99,3.3,F3,1,1,249.0,308.0,8.06,24.19,816.3,-84.4,97.1,,7.12,-1.0,734.3,765.4,163.0
100,3.33,F3,1,1,258.0,306.0,9.22,27.66,825.5,104.16,102.5,,5.4,-1.72,739.7,770.8,165.0
101,3.37,F3,1,1,266.0,304.0,8.25,24.74,833.8,-87.6,104.0,,1.51,-3.9,741.2,772.3,167.0
102,3.4,F3,1,1,275.0,301.0,9.49,28.46,843.3,111.66,108.4,,4.4,2.89,745.6,776.7,170.0
103,3.43,F3,1,1,283.0,297.0,8.94,26.83,852.2,-48.83,116.6,,8.13,3.73,753.7,784.8,174.0
104,3.47,F3,1,1,292.0,293.0,9.85,29.55,862.1,81.41,114.0,,-2.6,-10.73,751.1,787.4,178.0
105,3.5,F3,1,1,300.0,288.0,9.43,28.3,871.5,-37.34,122.0,,8.04,10.64,759.1,795.5,171.0
106,3.53,F3,1,1,307.0,283.0,8.6,25.81,880.1,-74.85,125.5,,3.53,-4.51,762.7,799.0,164.0
107,3.57,F3,1,1,314.0,277.0,9.22,27.66,889.3,55.55,130.6,,5.06,1.53,767.7,804.1,157.0
108,3.6,F3,1,1,320.0,271.0,8.49,25.46,897.8,-66.08,135.0,,4.4,-0.66,772.1,808.5,151.0
109,3.63,F3,1,1,326.0,264.0,9.22,27.66,907.0,66.08,139.4,,4.4,0.0,776.5,812.9,145.0
110,3.67,F3,1,1,331.0,257.0,8.6,25.81,915.6,-55.55,144.5,,5.06,0.66,781.6,817.9,140.0
111,3.7,F3,1,1,335.0,250.0,8.06,24.19,923.7,-48.61,150.3,,5.79,0.73,787.4,823.7,136.0
112,3.73,F3,1,1,338.0,242.0,8.54,25.63,932.2,43.36,159.4,,9.19,3.4,796.6,832.9,133.0
113,3.77,F3,1,1,340.0,233.0,9.22,27.66,941.5,60.8,167.5,,8.03,-1.16,804.6,840.9,131.0
114,3.8,F3,1,1,341.0,225.0,8.06,24.19,949.5,-104.16,172.9,,5.4,-2.62,810.0,846.3,130.0
115,3.83,F3,1,1,340.0,216.0,9.06,27.17,958.6,89.38,-173.7,,13.46,8.06,823.5,859.8,131.0
116,3.87,F3,1,1,339.0,207.0,9.06,27.17,967.6,0.0,-173.7,,0.0,-13.46,823.5,859.8,132.0
117,3.9,F3,1,1,335.0,197.0,10.77,32.31,978.4,154.35,-158.2,,15.46,15.46,838.9,875.3,136.0
118,3.93,F3,1,1,331.0,190.0,8.06,24.19,986.5,-243.73,-150.3,,7.94,-7.52,846.9,883.2,140.0
119,3.97,F3,1,1,327.0,182.0,8.94,26.83,995.4,79.38,-153.4,,-3.18,-11.12,843.7,886.4,144.0
120,4.0,F3,1,1,321.0,176.0,8.49,25.46,1003.9,-41.31,-135.0,,18.43,21.62,862.1,904.8,150.0
121,4.03,F3,1,1,315.0,171.0,7.81,23.43,1011.7,-60.75,-129.8,,5.19,-13.24,867.3,910.0,156.0
122,4.07,F3,1,1,308.0,166.0,8.6,25.81,1020.3,71.29,-125.5,,4.27,-0.93,871.6,914.3,163.0
123,4.1,F3,1,1,300.0,163.0,8.54,25.63,1028.8,-5.25,-110.6,,14.98,10.71,886.6,929.3,163.0
124,4.13,F3,1,1,292.0,161.0,8.25,24.74,1037.1,-26.8,-104.0,,6.52,-8.46,893.1,935.8,161.0
125,4.17,F3,1,1,283.0,161.0,9.0,27.0,1046.1,67.84,-90.0,,14.04,7.52,907.1,949.8,161.0
126,4.2,F3,1,1,275.0,163.0,8.25,24.74,1054.3,-67.84,-76.0,,14.04,-0.0,921.2,963.9,163.0
127,4.23,F3,1,1,267.0,167.0,8.94,26.83,1063.3,62.83,-63.4,,12.53,-1.51,933.7,976.4,167.0
128,4.27,F3,1,1,261.0,173.0,8.49,25.46,1071.8,-41.31,-45.0,,18.43,5.91,952.1,994.8,173.0
129,4.3,F3,1,1,258.0,180.0,7.62,22.85,1079.4,-78.26,-23.2,,21.8,3.37,973.9,1016.6,180.0
130,4.33,F3,1,1,258.0,189.0,9.0,27.0,1088.4,124.58,0.0,,23.2,1.4,997.1,1039.8,189.0
131,4.37,F3,1,1,260.0,200.0,11.18,33.54,1099.6,196.23,10.3,,10.3,-12.89,1007.4,1050.1,200.0
132,4.4,F3,1,1,263.0,207.0,7.62,22.85,1107.2,-320.81,23.2,,12.89,2.59,1020.3,1063.0,207.0
133,4.43,F3,1,1,266.0,212.0,5.83,17.49,1113.0,-160.63,31.0,,7.76,-5.13,1028.1,1070.8,205.0
134,4.47,F3,1,1,271.0,215.0,5.83,17.49,1118.8,0.0,59.0,,28.07,20.31,1056.2,1098.9,200.0
135,4.5,F3,1,1,275.0,215.0,4.0,12.0,1122.8,-164.79,90.0,,30.96,2.89,1087.1,1129.8,196.0
136,4.53,F3,1,1,281.0,213.0,6.32,18.97,1129.2,209.21,108.4,,18.43,-12.53,1105.6,1148.3,190.0
137,4.57,F3,1,1,287.0,209.0,7.21,21.63,1136.4,79.79,123.7,,15.26,-3.18,1120.8,1163.5,184.0
138,4.6,F3,1,1,293.0,205.0,7.21,21.63,1143.6,0.0,123.7,,0.0,-15.26,1120.8,1163.5,178.0
139,4.63,F3,1,1,300.0,198.0,9.9,29.7,1153.5,241.96,135.0,,11.31,11.31,1132.1,1174.8,171.0
140,4.67,F3,1,1,307.0,191.0,9.9,29.7,1163.4,0.0,135.0,,0.0,-11.31,1132.1,1174.8,164.0
141,4.7,F3,1,1,315.0,184.0,10.63,31.89,1174.0,65.76,131.2,,-3.81,-3.81,1128.3,1178.6,156.0
142,4.73,F3,1,1,322.0,176.0,10.63,31.89,1184.6,0.0,138.8,,7.63,11.44,1135.9,1186.3,149.0
143,4.77,F3,1,1,329.0,168.0,10.63,31.89,1195.3,0.0,138.8,,0.0,-7.63,1135.9,1186.3,142.0
144,4.8,F3,1,1,337.0,160.0,11.31,33.94,1206.6,61.52,135.0,,-3.81,-3.81,1132.1,1190.1,134.0
145,4.83,F3,1,1,344.0,153.0,9.9,29.7,1216.5,-127.28,135.0,,0.0,3.81,1132.1,1190.1,127.0
146,4.87,F3,1,1,351.0,146.0,9.9,29.7,1226.4,0.0,135.0,,0.0,0.0,1132.1,1190.1,120.0
147,4.9,F3,1,1,358.0,140.0,9.22,27.66,1235.6,-61.2,130.6,,-4.4,-4.4,1127.7,1194.5,113.0
148,4.93,F3,1,1,365.0,136.0,8.06,24.19,1243.7,-104.16,119.7,,-10.86,-6.46,1116.9,1205.3,106.0
149,4.97,F3,1,1,372.0,133.0,7.62,22.85,1251.3,-40.18,113.2,,-6.55,4.31,1110.3,1211.9,99.0
150,5.0,F3,1,1,377.0,132.0,5.1,15.3,1256.4,-226.51,101.3,,-11.89,-5.34,1098.4,1223.8,94.0
151,5.03,F3,1,1,384.0,132.0,7.0,21.0,1263.4,171.09,90.0,,-11.31,0.58,1087.1,1235.1,87.0
152,5.07,F3,1,1,390.0,135.0,6.71,20.12,1270.1,-26.26,63.4,,-26.56,-15.26,1060.6,1261.6,81.0
153,5.1,F3,1,1,394.0,138.0,5.0,15.0,1275.1,-153.74,53.1,,-10.3,16.26,1050.3,1271.9,77.0
154,5.13,F3,1,1,398.0,142.0,5.66,16.97,1280.8,59.12,45.0,,-8.13,2.17,1042.1,1280.1,73.0
155,5.17,F3,1,1,400.0,146.0,4.47,13.42,1285.2,-106.62,26.6,,-18.43,-10.3,1023.7,1298.5,71.0
156,5.2,F3,1,1,401.0,152.0,6.08,18.25,1291.3,144.96,9.5,,-17.1,1.33,1006.6,1315.6,70.0
157,5.23,F3,1,1,402.0,158.0,6.08,18.25,1297.4,0.0,9.5,,0.0,17.1,1006.6,1315.6,69.0
158,5.27,F3,1,1,401.0,164.0,6.08,18.25,1303.5,0.0,-9.5,,-18.92,-18.92,987.7,1334.5,70.0
159,5.3,F3,1,1,399.0,171.0,7.28,21.84,1310.8,107.76,-15.9,,-6.48,12.44,981.2,1341.0,72.0
160,5.33,F3,1,1,396.0,178.0,7.62,22.85,1318.4,30.21,-23.2,,-7.25,-0.77,973.9,1348.3,75.0
161,5.37,F3,1,1,393.0,185.0,7.62,22.85,1326.0,0.0,-23.2,,0.0,7.25,973.9,1348.3,78.0
162,5.4,F3,1,1,388.0,193.0,9.43,28.3,1335.4,163.64,-32.0,,-8.81,-8.81,965.1,1357.1,83.0
163,5.43,F3,1,1,383.0,200.0,8.6,25.81,1344.0,-74.85,-35.5,,-3.53,5.27,961.6,1360.6,88.0
164,5.47,F3,1,1,377.0,207.0,9.22,27.66,1353.2,55.55,-40.6,,-5.06,-1.53,956.5,1365.7,94.0
165,5.5,F3,1,1,370.0,213.0,9.22,27.66,1362.5,0.0,-49.4,,-8.8,-3.73,947.7,1374.5,101.0
166,5.53,F3,1,1,363.0,220.0,9.9,29.7,1372.4,61.2,-45.0,,4.4,13.2,952.1,1378.9,108.0
167,5.57,F3,1,1,354.0,226.0,10.82,32.45,1383.2,82.54,-56.3,,-11.31,-15.71,940.8,1390.2,117.0
168,5.6,F3,1,1,346.0,231.0,9.43,28.3,1392.6,-124.44,-58.0,,-1.68,9.62,939.1,1391.9,125.0
169,5.63,F3,1,1,336.0,236.0,11.18,33.54,1403.8,157.17,-63.4,,-5.44,-3.76,933.7,1397.3,135.0
170,5.67,F3,1,1,326.0,240.0,10.77,32.31,1414.6,-36.9,-68.2,,-4.76,0.68,928.9,1402.1,145.0
171,5.7,F3,1,1,316.0,243.0,10.44,31.32,1425.0,-29.7,-73.3,,-5.1,-0.34,923.8,1407.2,155.0
172,5.73,F3,1,1,305.0,245.0,11.18,33.54,1436.2,66.6,-79.7,,-6.39,-1.29,917.4,1413.6,166.0
173,5.77,F3,1,1,294.0,245.0,11.0,33.0,1447.2,-16.23,-90.0,,-10.3,-3.91,907.1,1423.9,177.0
174,5.8,F3,1,1,283.0,245.0,11.0,33.0,1458.2,0.0,-90.0,,0.0,10.3,907.1,1423.9,188.0
175,5.83,F3,1,1,274.0,245.0,9.0,27.0,1467.2,-180.0,-90.0,,0.0,0.0,907.1,1423.9,197.0
176,5.87,F3,1,1,265.0,245.0,9.0,27.0,1476.2,0.0,-90.0,,0.0,0.0,907.1,1423.9,206.0
177,5.9,F3,1,1,256.0,245.0,9.0,27.0,1485.2,0.0,-90.0,,0.0,0.0,907.1,1423.9,215.0
178,5.93,F3,1,1,247.0,246.0,9.06,27.17,1494.2,4.98,-83.7,,6.34,6.34,913.5,1430.2,224.0
179,5.97,F3,1,1,238.0,246.0,9.0,27.0,1503.2,-4.98,-90.0,,-6.34,-12.68,907.1,1436.5,225.0
180,6.0,F3,1,1,229.0,246.0,9.0,27.0,1512.2,0.0,-90.0,,0.0,6.34,907.1,1436.5,225.0
181,6.03,F3,1,1,220.0,247.0,9.06,27.17,1521.3,4.98,-83.7,,6.34,6.34,913.5,1442.9,220.0
182,6.07,F3,1,1,212.0,246.0,8.06,24.19,1529.4,-89.38,-97.1,,-13.46,-19.8,900.0,1456.4,212.0
183,6.1,F3,1,1,203.0,246.0,9.0,27.0,1538.4,84.4,-90.0,,7.12,20.59,907.1,1463.5,203.0
184,6.13,F3,1,1,195.0,245.0,8.06,24.19,1546.4,-84.4,-97.1,,-7.12,-14.25,900.0,1470.6,195.0
185,6.17,F3,1,1,187.0,243.0,8.25,24.74,1554.7,16.56,-104.0,,-6.91,0.21,893.1,1477.5,187.0
186,6.2,F3,1,1,180.0,240.0,7.62,22.85,1562.3,-56.74,-113.2,,-9.16,-2.25,883.9,1486.7,180.0
187,6.23,F3,1,1,173.0,237.0,7.62,22.85,1569.9,0.0,-113.2,,0.0,9.16,883.9,1486.7,173.0
188,6.27,F3,1,1,167.0,233.0,7.21,21.63,1577.1,-36.42,-123.7,,-10.49,-10.49,873.4,1497.2,167.0
189,6.3,F3,1,1,161.0,228.0,7.81,23.43,1584.9,53.92,-129.8,,-6.12,4.38,867.3,1503.3,161.0
190,6.33,F3,1,1,156.0,222.0,7.81,23.43,1592.7,0.0,-140.2,,-10.39,-4.27,856.9,1513.7,156.0
191,6.37,F3,1,1,151.0,214.0,9.43,28.3,1602.2,146.14,-148.0,,-7.8,2.59,849.1,1521.5,151.0
192,6.4,F3,1,1,148.0,206.0,8.54,25.63,1610.7,-80.1,-159.4,,-11.45,-3.65,837.7,1532.9,148.0
193,6.43,F3,1,1,147.0,198.0,8.06,24.19,1618.8,-43.36,-172.9,,-13.43,-1.98,824.3,1546.4,147.0
194,6.47,F3,1,1,148.0,190.0,8.06,24.19,1626.8,0.0,172.9,,-14.25,-0.82,810.0,1560.6,148.0
195,6.5,F3,1,1,151.0,182.0,8.54,25.63,1635.4,43.36,159.4,,-13.43,0.82,796.6,1574.0,151.0
196,6.53,F3,1,1,156.0,175.0,8.6,25.81,1644.0,5.25,144.5,,-14.98,-1.55,781.6,1589.0,156.0
197,6.57,F3,1,1,163.0,168.0,9.9,29.7,1653.9,116.75,135.0,,-9.46,5.52,772.1,1598.5,163.0
198,6.6,F3,1,1,170.0,164.0,8.06,24.19,1661.9,-165.35,119.7,,-15.26,-5.79,756.9,1613.7,164.0
199,6.63,F3,1,1,177.0,162.0,7.28,21.84,1669.2,-70.39,105.9,,-13.8,1.46,743.1,1627.5,162.0
200,6.67,F3,1,1,184.0,161.0,7.07,21.21,1676.3,-18.81,98.1,,-7.82,5.98,735.3,1635.3,161.0
201,6.7,F3,1,1,192.0,162.0,8.06,24.19,1684.3,89.21,82.9,,-15.26,-7.44,720.0,1650.6,162.0
202,6.73,F3,1,1,199.0,164.0,7.28,21.84,1691.6,-70.39,74.1,,-8.82,6.44,711.2,1659.4,164.0
203,6.77,F3,1,1,206.0,167.0,7.62,22.85,1699.2,30.21,66.8,,-7.25,1.57,703.9,1666.7,167.0
204,6.8,F3,1,1,213.0,172.0,8.6,25.81,1707.8,88.79,54.5,,-12.34,-5.09,691.6,1679.0,172.0
205,6.83,F3,1,1,219.0,177.0,7.81,23.43,1715.7,-71.29,50.2,,-4.27,8.07,687.3,1683.3,177.0
206,6.87,F3,1,1,225.0,183.0,8.49,25.46,1724.1,60.75,45.0,,-5.19,-0.93,682.1,1688.5,183.0
207,6.9,F3,1,1,230.0,190.0,8.6,25.81,1732.7,10.53,35.5,,-9.46,-4.27,672.7,1697.9,190.0
208,6.93,F3,1,1,234.0,198.0,8.94,26.83,1741.7,30.78,26.6,,-8.97,0.49,663.7,1706.9,198.0
209,6.97,F3,1,1,238.0,206.0,8.94,26.83,1750.6,0.0,26.6,,0.0,8.97,663.7,1706.9,206.0
210,7.0,F3,1,1,240.0,214.0,8.25,24.74,1758.9,-62.83,14.0,,-12.53,-12.53,651.2,1719.4,214.0
211,7.03,F3,1,1,241.0,222.0,8.06,24.19,1766.9,-16.56,7.1,,-6.91,5.62,644.3,1726.4,222.0
212,7.07,F3,1,1,241.0,231.0,9.0,27.0,1775.9,84.4,0.0,,-7.12,-0.21,637.1,1733.5,230.0
213,7.1,F3,1,1,239.0,239.0,8.25,24.74,1784.2,-67.84,-14.0,,-14.04,-6.91,623.1,1747.5,232.0
214,7.13,F3,1,1,236.0,247.0,8.54,25.63,1792.7,26.8,-20.6,,-6.52,7.52,616.6,1754.0,224.0
215,7.17,F3,1,1,231.0,254.0,8.6,25.81,1801.3,5.25,-35.5,,-14.98,-8.46,601.6,1769.0,217.0
