frame,time,ID,traj,inroi,cx,cy,displ,speed,cumdispl,accel,heading,orient,turnspeed,turnaccel,cumturn,abscumturn,rdist
216,7.2,F3,1,1,224.0,261.0,9.9,29.7,1811.2,116.75,-45.0,,-9.46,5.52,592.1,1778.5,210.0
217,7.23,F3,1,1,217.0,266.0,8.6,25.81,1819.8,-116.75,-54.5,,-9.46,0.0,582.7,1787.9,205.0
218,7.27,F3,1,1,209.0,270.0,8.94,26.83,1828.8,30.78,-63.4,,-8.97,0.49,573.7,1796.9,201.0
219,7.3,F3,1,1,201.0,272.0,8.25,24.74,1837.0,-62.83,-76.0,,-12.53,-3.56,561.2,1809.4,199.0
220,7.33,F3,1,1,193.0,273.0,8.06,24.19,1845.1,-16.56,-82.9,,-6.91,5.62,554.3,1816.4,193.0
221,7.37,F3,1,1,185.0,274.0,8.06,24.19,1853.2,0.0,-82.9,,0.0,6.91,554.3,1816.4,185.0
222,7.4,F3,1,1,176.0,274.0,9.0,27.0,1862.2,84.4,-90.0,,-7.12,-7.12,547.1,1823.5,176.0
223,7.43,F3,1,1,168.0,273.0,8.06,24.19,1870.2,-84.4,-97.1,,-7.12,0.0,540.0,1830.6,168.0
224,7.47,F3,1,1,159.0,273.0,9.0,27.0,1879.2,84.4,-90.0,,7.12,14.25,547.1,1837.7,159.0
225,7.5,F3,1,1,150.0,273.0,9.0,27.0,1888.2,0.0,-90.0,,0.0,-7.12,547.1,1837.7,150.0
226,7.53,F3,1,1,142.0,273.0,8.0,24.0,1896.2,-90.0,-90.0,,0.0,0.0,547.1,1837.7,142.0
227,7.57,F3,1,1,134.0,274.0,8.06,24.19,1904.3,5.6,-82.9,,7.12,7.12,554.3,1844.9,134.0
228,7.6,F3,1,1,126.0,276.0,8.25,24.74,1912.5,16.56,-76.0,,6.91,-0.21,561.2,1851.8,126.0
229,7.63,F3,1,1,118.0,280.0,8.94,26.83,1921.5,62.83,-63.4,,12.53,5.62,573.7,1864.3,118.0
230,7.67,F3,1,1,110.0,285.0,9.43,28.3,1930.9,44.07,-58.0,,5.44,-7.09,579.1,1869.7,110.0
231,7.7,F3,1,1,104.0,291.0,8.49,25.46,1939.4,-85.38,-45.0,,13.0,7.55,592.1,1882.7,104.0
232,7.73,F3,1,1,99.0,298.0,8.6,25.81,1948.0,10.53,-35.5,,9.46,-3.53,601.6,1892.2,99.0
233,7.77,F3,1,1,95.0,306.0,8.94,26.83,1956.9,30.78,-26.6,,8.97,-0.49,610.6,1901.2,95.0
234,7.8,F3,1,1,93.0,313.0,7.28,21.84,1964.2,-149.77,-15.9,,10.62,1.65,621.2,1911.8,93.0
235,7.83,F3,1,1,92.0,322.0,9.06,27.17,1973.3,159.77,-6.3,,9.6,-1.01,630.8,1921.4,92.0
236,7.87,F3,1,1,93.0,330.0,8.06,24.19,1981.3,-89.38,7.1,,13.46,3.86,644.3,1934.9,93.0
237,7.9,F3,1,1,95.0,338.0,8.25,24.74,1989.6,16.56,14.0,,6.91,-6.55,651.2,1941.8,95.0
238,7.93,F3,1,1,98.0,346.0,8.54,25.63,1998.1,26.8,20.6,,6.52,-0.39,657.7,1948.3,98.0
239,7.97,F3,1,1,101.0,355.0,9.49,28.46,2007.6,84.85,18.4,,-2.12,-8.64,655.6,1950.4,101.0
240,8.0,F3,1,1,106.0,362.0,8.6,25.81,2016.2,-79.61,35.5,,17.1,19.22,672.7,1967.5,106.0
241,8.03,F3,1,1,111.0,370.0,9.43,28.3,2025.6,74.85,32.0,,-3.53,-20.64,669.1,1971.0,101.0
242,8.07,F3,1,1,117.0,377.0,9.22,27.66,2034.9,-19.3,40.6,,8.6,12.13,677.7,1979.6,94.0
243,8.1,F3,1,1,124.0,383.0,9.22,27.66,2044.1,0.0,49.4,,8.8,0.2,686.5,1988.4,88.0
244,8.13,F3,1,1,130.0,389.0,8.49,25.46,2052.6,-66.08,45.0,,-4.4,-13.2,682.1,1992.8,82.0
245,8.17,F3,1,1,137.0,393.0,8.06,24.19,2060.6,-38.07,60.3,,15.26,19.65,697.4,2008.1,78.0
246,8.2,F3,1,1,145.0,397.0,8.94,26.83,2069.6,79.38,63.4,,3.18,-12.08,700.6,2011.3,74.0
247,8.23,F3,1,1,152.0,400.0,7.62,22.85,2077.2,-119.56,66.8,,3.37,0.19,703.9,2014.6,71.0
248,8.27,F3,1,1,160.0,401.0,8.06,24.19,2085.3,40.18,82.9,,16.07,12.71,720.0,2030.7,70.0
249,8.3,F3,1,1,167.0,401.0,7.0,21.0,2092.3,-95.6,90.0,,7.12,-8.95,727.1,2037.8,70.0
250,8.33,F3,1,1,174.0,400.0,7.07,21.21,2099.3,6.4,98.1,,8.13,1.0,735.3,2046.0,71.0
251,8.37,F3,1,1,180.0,397.0,6.71,20.12,2106.0,-32.66,116.6,,18.43,10.3,753.7,2064.4,74.0
252,8.4,F3,1,1,187.0,393.0,8.06,24.19,2114.1,121.86,119.7,,3.18,-15.26,756.9,2067.6,78.0
253,8.43,F3,1,1,192.0,386.0,8.6,25.81,2122.7,48.61,144.5,,24.72,21.54,781.6,2092.3,85.0
254,8.47,F3,1,1,197.0,378.0,9.43,28.3,2132.1,74.85,148.0,,3.53,-21.18,785.1,2095.8,93.0
255,8.5,F3,1,1,201.0,369.0,9.85,29.55,2142.0,37.34,156.0,,8.04,4.51,793.2,2103.9,102.0
256,8.53,F3,1,1,203.0,361.0,8.25,24.74,2150.2,-144.24,166.0,,9.93,1.88,803.1,2113.8,110.0
257,8.57,F3,1,1,202.0,353.0,8.06,24.19,2158.3,-16.56,-172.9,,21.16,11.24,824.3,2135.0,118.0
258,8.6,F3,1,1,201.0,346.0,7.07,21.21,2165.4,-89.21,-171.9,,1.0,-20.16,825.3,2136.0,125.0
259,8.63,F3,1,1,197.0,339.0,8.06,24.19,2173.4,89.21,-150.3,,21.62,20.61,846.9,2157.6,132.0
260,8.67,F3,1,1,193.0,333.0,7.21,21.63,2180.6,-76.6,-146.3,,3.94,-17.67,850.8,2161.5,138.0
261,8.7,F3,1,1,187.0,327.0,8.49,25.46,2189.1,114.68,-135.0,,11.31,7.36,862.1,2172.8,144.0
262,8.73,F3,1,1,181.0,322.0,7.81,23.43,2196.9,-60.75,-129.8,,5.19,-6.12,867.3,2178.0,149.0
263,8.77,F3,1,1,174.0,317.0,8.6,25.81,2205.5,71.29,-125.5,,4.27,-0.93,871.6,2182.3,154.0
264,8.8,F3,1,1,166.0,311.0,10.0,30.0,2215.5,125.79,-126.9,,-1.33,-5.6,870.3,2183.6,160.0
265,8.83,F3,1,1,158.0,306.0,9.43,28.3,2225.0,-50.94,-122.0,,4.86,6.2,875.1,2188.5,158.0
266,8.87,F3,1,1,150.0,302.0,8.94,26.83,2233.9,-44.07,-116.6,,5.44,0.58,880.6,2193.9,150.0
267,8.9,F3,1,1,143.0,296.0,9.22,27.66,2243.1,24.77,-130.6,,-14.04,-19.48,866.5,2208.0,143.0
268,8.93,F3,1,1,135.0,291.0,9.43,28.3,2252.6,19.3,-122.0,,8.6,22.63,875.1,2216.6,135.0
269,8.97,F3,1,1,129.0,286.0,7.81,23.43,2260.4,-146.14,-129.8,,-7.8,-16.4,867.3,2224.4,129.0
270,9.0,F3,1,1,123.0,280.0,8.49,25.46,2268.9,60.75,-135.0,,-5.19,2.61,862.1,2229.6,123.0
271,9.03,F3,1,1,118.0,274.0,7.81,23.43,2276.7,-60.75,-140.2,,-5.19,-0.0,856.9,2234.8,118.0
272,9.07,F3,1,1,114.0,267.0,8.06,24.19,2284.7,22.68,-150.3,,-10.06,-4.87,846.9,2244.8,114.0
273,9.1,F3,1,1,111.0,260.0,7.62,22.85,2292.3,-40.18,-156.8,,-6.55,3.51,840.3,2251.4,111.0
274,9.13,F3,1,1,110.0,252.0,8.06,24.19,2300.4,40.18,-172.9,,-16.07,-9.53,824.3,2267.4,110.0
275,9.17,F3,1,1,110.0,245.0,7.0,21.0,2307.4,-95.6,180.0,,-7.12,8.95,817.1,2274.6,110.0
276,9.2,F3,1,1,112.0,237.0,8.25,24.74,2315.7,112.16,166.0,,-14.04,-6.91,803.1,2288.6,112.0
277,9.23,F3,1,1,114.0,230.0,7.28,21.84,2322.9,-86.95,164.1,,-1.91,12.13,801.2,2290.5,114.0
278,9.27,F3,1,1,118.0,224.0,7.21,21.63,2330.1,-6.21,146.3,,-17.74,-15.84,783.4,2308.3,118.0
279,9.3,F3,1,1,123.0,218.0,7.81,23.43,2338.0,53.92,140.2,,-6.12,11.63,777.3,2314.4,123.0
280,9.33,F3,1,1,128.0,212.0,7.81,23.43,2345.8,0.0,140.2,,0.0,6.12,777.3,2314.4,128.0
281,9.37,F3,1,1,134.0,207.0,7.81,23.43,2353.6,0.0,129.8,,-10.39,-10.39,766.9,2324.8,134.0
282,9.4,F3,1,1,141.0,202.0,8.6,25.81,2362.2,71.29,125.5,,-4.27,6.12,762.7,2329.0,141.0
283,9.43,F3,1,1,149.0,198.0,8.94,26.83,2371.1,30.78,116.6,,-8.97,-4.7,753.7,2338.0,149.0
284,9.47,F3,1,1,157.0,195.0,8.54,25.63,2379.7,-36.02,110.6,,-6.01,2.96,747.7,2344.0,157.0
285,9.5,F3,1,1,166.0,192.0,9.49,28.46,2389.2,84.85,108.4,,-2.12,3.89,745.6,2346.1,166.0
286,9.53,F3,1,1,175.0,190.0,9.22,27.66,2398.4,-24.06,102.5,,-5.91,-3.78,739.7,2352.0,175.0
287,9.57,F3,1,1,185.0,189.0,10.05,30.15,2408.4,74.73,95.7,,-6.82,-0.91,732.8,2358.8,185.0
288,9.6,F3,1,1,195.0,188.0,10.05,30.15,2418.5,0.0,95.7,,0.0,6.82,732.8,2358.8,188.0
289,9.63,F3,1,1,204.0,189.0,9.06,27.17,2427.5,-89.5,83.7,,-12.05,-12.05,720.8,2370.9,189.0
290,9.67,F3,1,1,212.0,189.0,8.0,24.0,2435.5,-94.98,90.0,,6.34,18.39,727.1,2377.2,189.0
291,9.7,F3,1,1,221.0,190.0,9.06,27.17,2444.6,94.98,83.7,,-6.34,-12.68,720.8,2383.6,190.0
292,9.73,F3,1,1,229.0,191.0,8.06,24.19,2452.6,-89.38,82.9,,-0.78,5.56,720.0,2384.4,191.0
293,9.77,F3,1,1,237.0,193.0,8.25,24.74,2460.9,16.56,76.0,,-6.91,-6.13,713.1,2391.3,193.0
294,9.8,F3,1,1,245.0,195.0,8.25,24.74,2469.1,0.0,76.0,,0.0,6.91,713.1,2391.3,195.0
295,9.83,F3,1,1,253.0,197.0,8.25,24.74,2477.4,0.0,76.0,,0.0,0.0,713.1,2391.3,197.0
296,9.87,F3,1,1,261.0,200.0,8.54,25.63,2485.9,26.8,69.4,,-6.52,-6.52,706.6,2397.8,200.0
297,9.9,F3,1,1,269.0,203.0,8.54,25.63,2494.5,0.0,69.4,,0.0,6.52,706.6,2397.8,202.0
298,9.93,F3,1,1,277.0,206.0,8.54,25.63,2503.0,0.0,69.4,,0.0,0.0,706.6,2397.8,194.0
299,9.97,F3,1,1,284.0,210.0,8.06,24.19,2511.1,-43.36,60.3,,-9.19,-9.19,697.4,2407.0,187.0
300,10.0,F3,1,1,292.0,214.0,8.94,26.83,2520.0,79.38,63.4,,3.18,12.37,700.6,2410.2,179.0
301,10.03,F3,1,1,,,,,2520.0,,,,,,700.6,2410.2,
