frame,time,ID,traj,inroi,cx,cy,displ,speed,cumdispl,accel,heading,orient,turnspeed,turnaccel,cumturn,abscumturn,rdist
25,0.83,F4,1,1,237.0,394.0,9.22,27.66,218.1,-61.2,139.4,,4.4,4.4,70.0,103.4,76.0
26,0.87,F4,1,1,242.0,386.0,9.43,28.3,227.5,19.3,148.0,,8.6,4.2,78.6,112.0,84.0
27,0.9,F4,1,1,247.0,378.0,9.43,28.3,237.0,0.0,148.0,,0.0,-8.6,78.6,112.0,92.0
28,0.93,F4,1,1,251.0,370.0,8.94,26.83,245.9,-44.07,153.4,,5.44,5.44,84.0,117.4,100.0
29,0.97,F4,1,1,254.0,361.0,9.49,28.46,255.4,48.83,161.6,,8.13,2.69,92.1,125.6,109.0
30,1.0,F4,1,1,257.0,352.0,9.49,28.46,264.9,0.0,161.6,,0.0,-8.13,92.1,125.6,118.0
31,1.03,F4,1,1,259.0,343.0,9.22,27.66,274.1,-24.06,167.5,,5.91,5.91,98.0,131.5,127.0
32,1.07,F4,1,1,261.0,333.0,10.2,30.59,284.3,88.06,168.7,,1.22,-4.69,99.2,132.7,137.0
33,1.1,F4,1,1,262.0,324.0,9.06,27.17,293.4,-102.84,173.7,,4.97,3.75,104.2,137.7,146.0
34,1.13,F4,1,1,262.0,314.0,10.0,30.0,303.4,85.02,180.0,,6.34,1.37,110.6,144.0,156.0
35,1.17,F4,1,1,262.0,304.0,10.0,30.0,313.4,0.0,180.0,,0.0,-6.34,110.6,144.0,166.0
36,1.2,F4,1,1,262.0,294.0,10.0,30.0,323.4,0.0,180.0,,0.0,0.0,110.6,144.0,176.0
37,1.23,F4,1,1,261.0,284.0,10.05,30.15,333.4,4.49,-174.3,,5.71,5.71,116.3,149.7,186.0
38,1.27,F4,1,1,260.0,274.0,10.05,30.15,343.5,0.0,-174.3,,0.0,-5.71,116.3,149.7,196.0
39,1.3,F4,1,1,258.0,265.0,9.22,27.66,352.7,-74.73,-167.5,,6.82,6.82,123.1,156.5,205.0
40,1.33,F4,1,1,256.0,255.0,10.2,30.59,362.9,88.06,-168.7,,-1.22,-8.04,121.9,157.8,215.0
41,1.37,F4,1,1,254.0,245.0,10.2,30.59,373.1,0.0,-168.7,,0.0,1.22,121.9,157.8,218.0
42,1.4,F4,1,1,251.0,236.0,9.49,28.46,382.6,-64.01,-161.6,,7.12,7.12,129.0,164.9,221.0
43,1.43,F4,1,1,248.0,227.0,9.49,28.46,392.1,0.0,-161.6,,0.0,-7.12,129.0,164.9,224.0
44,1.47,F4,1,1,244.0,218.0,9.85,29.55,401.9,32.58,-156.0,,5.53,5.53,134.5,170.4,218.0
45,1.5,F4,1,1,240.0,209.0,9.85,29.55,411.8,0.0,-156.0,,0.0,-5.53,134.5,170.4,209.0
46,1.53,F4,1,1,236.0,201.0,8.94,26.83,420.7,-81.41,-153.4,,2.6,2.6,137.1,173.0,201.0
47,1.57,F4,1,1,232.0,193.0,8.94,26.83,429.6,0.0,-153.4,,0.0,-2.6,137.1,173.0,193.0
48,1.6,F4,1,1,227.0,185.0,9.43,28.3,439.1,44.07,-148.0,,5.44,5.44,142.6,178.4,185.0
49,1.63,F4,1,1,222.0,178.0,8.6,25.81,447.7,-74.85,-144.5,,3.53,-1.91,146.1,182.0,178.0
50,1.67,F4,1,1,217.0,172.0,7.81,23.43,455.5,-71.29,-140.2,,4.27,0.74,150.4,186.3,172.0
51,1.7,F4,1,1,212.0,165.0,8.6,25.81,464.1,71.29,-144.5,,-4.27,-8.54,146.1,190.5,165.0
52,1.73,F4,1,1,206.0,160.0,7.81,23.43,471.9,-71.29,-129.8,,14.66,18.92,160.8,205.2,160.0
53,1.77,F4,1,1,201.0,155.0,7.07,21.21,479.0,-66.53,-135.0,,-5.19,-19.85,155.6,210.4,155.0
54,1.8,F4,1,1,195.0,150.0,7.81,23.43,486.8,66.53,-129.8,,5.19,10.39,160.8,215.6,150.0
55,1.83,F4,1,1,189.0,147.0,6.71,20.12,493.5,-99.18,-116.6,,13.24,8.05,174.0,228.8,147.0
56,1.87,F4,1,1,183.0,144.0,6.71,20.12,500.2,0.0,-116.6,,0.0,-13.24,174.0,228.8,144.0
57,1.9,F4,1,1,177.0,141.0,6.71,20.12,506.9,0.0,-116.6,,0.0,0.0,174.0,228.8,141.0
58,1.93,F4,1,1,171.0,140.0,6.08,18.25,513.0,-56.29,-99.5,,17.1,17.1,191.1,245.9,140.0
59,1.97,F4,1,1,165.0,139.0,6.08,18.25,519.1,0.0,-99.5,,0.0,-17.1,191.1,245.9,139.0
60,2.0,F4,1,1,159.0,139.0,6.0,18.0,525.1,-7.45,-90.0,,9.46,9.46,200.6,255.4,139.0
61,2.03,F4,1,1,153.0,140.0,6.08,18.25,531.2,7.45,-80.5,,9.46,-0.0,210.0,264.8,140.0
62,2.07,F4,1,1,147.0,142.0,6.32,18.97,537.5,21.76,-71.6,,8.97,-0.49,219.0,273.8,142.0
63,2.1,F4,1,1,141.0,144.0,6.32,18.97,543.8,0.0,-71.6,,0.0,-8.97,219.0,273.8,141.0
64,2.13,F4,1,1,134.0,148.0,8.06,24.19,551.9,156.39,-60.3,,11.31,11.31,230.3,285.1,134.0
65,2.17,F4,1,1,128.0,153.0,7.81,23.43,559.7,-22.68,-50.2,,10.06,-1.25,240.4,295.2,128.0
66,2.2,F4,1,1,123.0,159.0,7.81,23.43,567.5,0.0,-39.8,,10.39,0.33,250.8,305.6,123.0
67,2.23,F4,1,1,117.0,165.0,8.49,25.46,576.0,60.75,-45.0,,-5.19,-15.58,245.6,310.8,117.0
68,2.27,F4,1,1,112.0,172.0,8.6,25.81,584.6,10.53,-35.5,,9.46,14.66,255.0,320.2,112.0
69,2.3,F4,1,1,110.0,178.0,6.32,18.97,590.9,-205.0,-18.4,,17.1,7.64,272.1,337.3,110.0
70,2.33,F4,1,1,108.0,184.0,6.32,18.97,597.2,0.0,-18.4,,0.0,-17.1,272.1,337.3,108.0
71,2.37,F4,1,1,108.0,191.0,7.0,21.0,604.2,60.79,0.0,,18.43,18.43,290.6,355.8,108.0
72,2.4,F4,1,1,108.0,199.0,8.0,24.0,612.2,90.0,0.0,,0.0,-18.43,290.6,355.8,108.0
73,2.43,F4,1,1,108.0,207.0,8.0,24.0,620.2,0.0,0.0,,0.0,0.0,290.6,355.8,108.0
74,2.47,F4,1,1,110.0,216.0,9.22,27.66,629.4,109.76,12.5,,12.53,12.53,303.1,368.3,110.0
75,2.5,F4,1,1,112.0,225.0,9.22,27.66,638.7,0.0,12.5,,0.0,-12.53,303.1,368.3,112.0
76,2.53,F4,1,1,114.0,234.0,9.22,27.66,647.9,0.0,12.5,,0.0,0.0,303.1,368.3,114.0
77,2.57,F4,1,1,117.0,244.0,10.44,31.32,658.3,109.87,16.7,,4.17,4.17,307.3,372.5,117.0
78,2.6,F4,1,1,120.0,254.0,10.44,31.32,668.8,0.0,16.7,,0.0,-4.17,307.3,372.5,120.0
79,2.63,F4,1,1,123.0,264.0,10.44,31.32,679.2,0.0,16.7,,0.0,0.0,307.3,372.5,123.0
80,2.67,F4,1,1,127.0,274.0,10.77,32.31,690.0,29.7,21.8,,5.1,5.1,312.4,377.6,127.0
81,2.7,F4,1,1,130.0,285.0,11.4,34.21,701.4,56.83,15.3,,-6.55,-11.65,305.8,384.1,130.0
82,2.73,F4,1,1,134.0,295.0,10.77,32.31,712.1,-56.83,21.8,,6.55,13.09,312.4,390.7,134.0
83,2.77,F4,1,1,137.0,305.0,10.44,31.32,722.6,-29.7,16.7,,-5.1,-11.65,307.3,395.8,137.0
84,2.8,F4,1,1,140.0,315.0,10.44,31.32,733.0,0.0,16.7,,0.0,5.1,307.3,395.8,140.0
85,2.83,F4,1,1,143.0,325.0,10.44,31.32,743.5,0.0,16.7,,0.0,0.0,307.3,395.8,143.0
86,2.87,F4,1,1,145.0,334.0,9.22,27.66,752.7,-109.87,12.5,,-4.17,-4.17,303.1,399.9,136.0
87,2.9,F4,1,1,147.0,343.0,9.22,27.66,761.9,0.0,12.5,,0.0,4.17,303.1,399.9,127.0
88,2.93,F4,1,1,148.0,352.0,9.06,27.17,771.0,-14.77,6.3,,-6.19,-6.19,296.9,406.1,118.0
89,2.97,F4,1,1,149.0,360.0,8.06,24.19,779.0,-89.38,7.1,,0.78,6.97,297.7,406.9,110.0
90,3.0,F4,1,1,149.0,368.0,8.0,24.0,787.0,-5.6,0.0,,-7.12,-7.91,290.6,414.0,102.0
91,3.03,F4,1,1,148.0,375.0,7.07,21.21,794.1,-83.6,-8.1,,-8.13,-1.0,282.4,422.2,95.0
92,3.07,F4,1,1,147.0,381.0,6.08,18.25,800.2,-88.95,-9.5,,-1.33,6.8,281.1,423.5,89.0
93,3.1,F4,1,1,144.0,386.0,5.83,17.49,806.0,-22.66,-31.0,,-21.5,-20.17,259.6,445.0,84.0
94,3.13,F4,1,1,141.0,391.0,5.83,17.49,811.8,0.0,-31.0,,0.0,21.5,259.6,445.0,79.0
95,3.17,F4,1,1,136.0,395.0,6.4,19.21,818.2,51.5,-51.3,,-20.38,-20.38,239.2,465.4,75.0
96,3.2,F4,1,1,130.0,398.0,6.71,20.12,824.9,27.46,-63.4,,-12.1,8.28,227.1,477.5,72.0
97,3.23,F4,1,1,123.0,400.0,7.28,21.84,832.2,51.47,-74.1,,-10.62,1.48,216.5,488.1,70.0
98,3.27,F4,1,1,115.0,401.0,8.06,24.19,840.3,70.39,-82.9,,-8.82,1.8,207.7,496.9,69.0
99,3.3,F4,1,1,105.0,401.0,10.0,30.0,850.3,174.4,-90.0,,-7.12,1.7,200.6,504.0,69.0
100,3.33,F4,1,1,93.0,399.0,12.17,36.5,862.5,194.9,-99.5,,-9.46,-2.34,191.1,513.5,71.0
101,3.37,F4,1,1,82.0,397.0,11.18,33.54,873.6,-88.67,-100.3,,-0.84,8.62,190.3,514.3,73.0
102,3.4,F4,1,1,74.0,394.0,8.54,25.63,882.2,-237.27,-110.6,,-10.25,-9.41,180.0,524.6,74.0
103,3.43,F4,1,1,68.0,391.0,6.71,20.12,888.9,-165.22,-116.6,,-6.01,4.24,174.0,530.6,68.0
104,3.47,F4,1,1,63.0,386.0,7.07,21.21,896.0,32.66,-135.0,,-18.43,-12.43,155.6,549.0,63.0
105,3.5,F4,1,1,59.0,381.0,6.4,19.21,902.4,-60.11,-141.3,,-6.34,12.1,149.2,555.4,59.0
106,3.53,F4,1,1,56.0,375.0,6.71,20.12,909.1,27.46,-153.4,,-12.1,-5.76,137.1,567.5,56.0
107,3.57,F4,1,1,55.0,368.0,7.07,21.21,916.1,32.66,-171.9,,-18.43,-6.34,118.7,585.9,55.0
108,3.6,F4,1,1,54.0,361.0,7.07,21.21,923.2,0.0,-171.9,,0.0,18.43,118.7,585.9,54.0
109,3.63,F4,1,1,54.0,353.0,8.0,24.0,931.2,83.6,180.0,,-8.13,-8.13,110.6,594.0,54.0
110,3.67,F4,1,1,55.0,344.0,9.06,27.17,940.3,94.98,173.7,,-6.34,1.79,104.2,600.4,55.0
111,3.7,F4,1,1,57.0,335.0,9.22,27.66,949.5,14.77,167.5,,-6.19,0.15,98.0,606.6,57.0
112,3.73,F4,1,1,59.0,326.0,9.22,27.66,958.7,0.0,167.5,,0.0,6.19,98.0,606.6,59.0
113,3.77,F4,1,1,61.0,317.0,9.22,27.66,967.9,0.0,167.5,,0.0,0.0,98.0,606.6,61.0
114,3.8,F4,1,1,64.0,307.0,10.44,31.32,978.4,109.87,163.3,,-4.17,-4.17,93.9,610.7,64.0
115,3.83,F4,1,1,67.0,297.0,10.44,31.32,988.8,0.0,163.3,,0.0,4.17,93.9,610.7,67.0
116,3.87,F4,1,1,71.0,287.0,10.77,32.31,999.6,29.7,158.2,,-5.1,-5.1,88.8,615.8,71.0
117,3.9,F4,1,1,74.0,277.0,10.44,31.32,1010.0,-29.7,163.3,,5.1,10.2,93.9,620.9,74.0
118,3.93,F4,1,1,77.0,267.0,10.44,31.32,1020.5,0.0,163.3,,0.0,-5.1,93.9,620.9,77.0
119,3.97,F4,1,1,80.0,257.0,10.44,31.32,1030.9,0.0,163.3,,0.0,0.0,93.9,620.9,80.0
120,4.0,F4,1,1,83.0,248.0,9.49,28.46,1040.4,-85.81,161.6,,-1.74,-1.74,92.1,622.7,83.0
121,4.03,F4,1,1,84.0,240.0,8.06,24.19,1048.4,-128.21,172.9,,11.31,13.05,103.4,634.0,84.0
122,4.07,F4,1,1,85.0,231.0,9.06,27.17,1057.5,89.38,173.7,,0.78,-10.52,104.2,634.8,85.0
123,4.1,F4,1,1,86.0,223.0,8.06,24.19,1065.6,-89.38,172.9,,-0.78,-1.57,103.4,635.5,86.0
124,4.13,F4,1,1,86.0,214.0,9.0,27.0,1074.6,84.4,180.0,,7.12,7.91,110.6,642.7,86.0
125,4.17,F4,1,1,86.0,205.0,9.0,27.0,1083.6,0.0,180.0,,0.0,-7.12,110.6,642.7,86.0
126,4.2,F4,1,1,85.0,197.0,8.06,24.19,1091.6,-84.4,-172.9,,7.12,7.12,117.7,649.8,85.0
127,4.23,F4,1,1,84.0,188.0,9.06,27.17,1100.7,89.38,-173.7,,-0.78,-7.91,116.9,650.6,84.0
128,4.27,F4,1,1,83.0,179.0,9.06,27.17,1109.7,0.0,-173.7,,0.0,0.78,116.9,650.6,83.0
129,4.3,F4,1,1,82.0,170.0,9.06,27.17,1118.8,0.0,-173.7,,0.0,0.0,116.9,650.6,82.0
130,4.33,F4,1,1,81.0,162.0,8.06,24.19,1126.9,-89.38,-172.9,,0.78,0.78,117.7,651.4,81.0
131,4.37,F4,1,1,80.0,153.0,9.06,27.17,1135.9,89.38,-173.7,,-0.78,-1.57,116.9,652.1,80.0
132,4.4,F4,1,1,79.0,144.0,9.06,27.17,1145.0,0.0,-173.7,,0.0,0.78,116.9,652.1,79.0
133,4.43,F4,1,1,78.0,135.0,9.06,27.17,1154.0,0.0,-173.7,,0.0,0.0,116.9,652.1,78.0
134,4.47,F4,1,1,78.0,127.0,8.0,24.0,1162.0,-94.98,180.0,,-6.34,-6.34,110.6,658.5,78.0
135,4.5,F4,1,1,78.0,118.0,9.0,27.0,1171.0,90.0,180.0,,0.0,6.34,110.6,658.5,78.0
136,4.53,F4,1,1,79.0,109.0,9.06,27.17,1180.1,4.98,173.7,,-6.34,-6.34,104.2,664.8,79.0
137,4.57,F4,1,1,80.0,101.0,8.06,24.19,1188.1,-89.38,172.9,,-0.78,5.56,103.4,665.6,80.0
138,4.6,F4,1,1,83.0,91.0,10.44,31.32,1198.6,214.02,163.3,,-9.57,-8.79,93.9,675.2,83.0
139,4.63,F4,1,1,85.0,81.0,10.2,30.59,1208.8,-21.8,168.7,,5.39,14.96,99.2,680.6,81.0
140,4.67,F4,1,1,89.0,73.0,8.94,26.83,1217.7,-112.84,153.4,,-15.26,-20.64,84.0,695.8,73.0
141,4.7,F4,1,1,93.0,65.0,8.94,26.83,1226.7,0.0,153.4,,0.0,15.26,84.0,695.8,65.0
142,4.73,F4,1,1,97.0,58.0,8.06,24.19,1234.7,-79.38,150.3,,-3.18,-3.18,80.8,699.0,58.0
143,4.77,F4,1,1,102.0,52.0,7.81,23.43,1242.5,-22.68,140.2,,-10.06,-6.88,70.8,709.1,52.0
144,4.8,F4,1,1,107.0,47.0,7.07,21.21,1249.6,-66.53,135.0,,-5.19,4.87,65.6,714.3,47.0
145,4.83,F4,1,1,112.0,42.0,7.07,21.21,1256.7,0.0,135.0,,0.0,5.19,65.6,714.3,42.0
146,4.87,F4,1,1,118.0,38.0,7.21,21.63,1263.9,12.6,123.7,,-11.31,-11.31,54.2,725.6,38.0
147,4.9,F4,1,1,125.0,35.0,7.62,22.85,1271.5,36.42,113.2,,-10.49,0.82,43.8,736.1,35.0
148,4.93,F4,1,1,131.0,33.0,6.32,18.97,1277.8,-116.21,108.4,,-4.76,5.73,39.0,740.8,33.0
149,4.97,F4,1,1,138.0,31.0,7.28,21.84,1285.1,86.0,105.9,,-2.49,2.27,36.5,743.3,31.0
150,5.0,F4,1,1,145.0,30.0,7.07,21.21,1292.2,-18.81,98.1,,-7.82,-5.33,28.7,751.1,30.0
151,5.03,F4,1,1,153.0,29.0,8.06,24.19,1300.2,89.21,97.1,,-1.0,6.81,27.7,752.1,29.0
152,5.07,F4,1,1,161.0,29.0,8.0,24.0,1308.2,-5.6,90.0,,-7.12,-6.12,20.6,759.3,29.0
153,5.1,F4,1,1,169.0,29.0,8.0,24.0,1316.2,0.0,90.0,,0.0,7.12,20.6,759.3,29.0
154,5.13,F4,1,1,177.0,31.0,8.25,24.74,1324.5,22.16,76.0,,-14.04,-14.04,6.5,773.3,31.0
155,5.17,F4,1,1,186.0,32.0,9.06,27.17,1333.5,72.83,83.7,,7.7,21.73,14.2,781.0,32.0
156,5.2,F4,1,1,194.0,34.0,8.25,24.74,1341.8,-72.83,76.0,,-7.7,-15.39,6.5,788.7,34.0
157,5.23,F4,1,1,203.0,37.0,9.49,28.46,1351.3,111.66,71.6,,-4.4,3.3,2.1,793.1,37.0
158,5.27,F4,1,1,212.0,40.0,9.49,28.46,1360.8,0.0,71.6,,0.0,4.4,2.1,793.1,40.0
159,5.3,F4,1,1,221.0,43.0,9.49,28.46,1370.3,0.0,71.6,,0.0,0.0,2.1,793.1,43.0
160,5.33,F4,1,1,230.0,47.0,9.85,29.55,1380.1,32.58,66.0,,-5.53,-5.53,-3.4,798.6,47.0
161,5.37,F4,1,1,239.0,52.0,10.3,30.89,1390.4,40.21,60.9,,-5.09,0.44,-8.5,803.7,52.0
162,5.4,F4,1,1,248.0,56.0,9.85,29.55,1400.2,-40.21,66.0,,5.09,10.18,-3.4,808.8,56.0
163,5.43,F4,1,1,257.0,61.0,10.3,30.89,1410.5,40.21,60.9,,-5.09,-10.18,-8.5,813.9,61.0
164,5.47,F4,1,1,267.0,67.0,11.66,34.99,1422.2,122.96,59.0,,-1.91,3.18,-10.4,815.8,67.0
165,5.5,F4,1,1,276.0,72.0,10.3,30.89,1432.5,-122.96,60.9,,1.91,3.82,-8.5,817.7,72.0
166,5.53,F4,1,1,285.0,78.0,10.82,32.45,1443.3,46.89,56.3,,-4.64,-6.54,-13.1,822.3,78.0
167,5.57,F4,1,1,294.0,85.0,11.4,34.21,1454.7,52.66,52.1,,-4.18,0.45,-17.3,826.5,85.0
168,5.6,F4,1,1,303.0,91.0,10.82,32.45,1465.5,-52.66,56.3,,4.18,8.37,-13.1,830.7,91.0
169,5.63,F4,1,1,312.0,98.0,11.4,34.21,1476.9,52.66,52.1,,-4.18,-8.37,-17.3,834.9,98.0
170,5.67,F4,1,1,320.0,105.0,10.63,31.89,1487.6,-69.44,48.8,,-3.31,0.87,-20.6,838.2,105.0
171,5.7,F4,1,1,329.0,112.0,11.4,34.21,1499.0,69.44,52.1,,3.31,6.62,-17.3,841.5,112.0
172,5.73,F4,1,1,338.0,120.0,12.04,36.12,1511.0,57.59,48.4,,-3.76,-7.07,-21.1,845.3,120.0
173,5.77,F4,1,1,346.0,127.0,10.63,31.89,1521.6,-127.03,48.8,,0.45,4.21,-20.6,845.7,126.0
174,5.8,F4,1,1,354.0,135.0,11.31,33.94,1533.0,61.52,45.0,,-3.81,-4.26,-24.4,849.5,118.0
175,5.83,F4,1,1,361.0,142.0,9.9,29.7,1542.9,-127.28,45.0,,0.0,3.81,-24.4,849.5,111.0
176,5.87,F4,1,1,369.0,150.0,11.31,33.94,1554.2,127.28,45.0,,0.0,0.0,-24.4,849.5,103.0
177,5.9,F4,1,1,376.0,158.0,10.63,31.89,1564.8,-61.52,41.2,,-3.81,-3.81,-28.3,853.4,96.0
178,5.93,F4,1,1,383.0,166.0,10.63,31.89,1575.4,0.0,41.2,,0.0,3.81,-28.3,853.4,89.0
179,5.97,F4,1,1,390.0,174.0,10.63,31.89,1586.1,0.0,41.2,,0.0,0.0,-28.3,853.4,82.0
180,6.0,F4,1,1,396.0,182.0,10.0,30.0,1596.1,-56.71,36.9,,-4.32,-4.32,-32.6,857.7,76.0
181,6.03,F4,1,1,402.0,190.0,10.0,30.0,1606.1,0.0,36.9,,0.0,4.32,-32.6,857.7,70.0
182,6.07,F4,1,1,407.0,198.0,9.43,28.3,1615.5,-50.94,32.0,,-4.86,-4.86,-37.4,862.5,65.0
183,6.1,F4,1,1,413.0,206.0,10.0,30.0,1625.5,50.94,36.9,,4.86,9.73,-32.6,867.4,59.0
184,6.13,F4,1,1,417.0,214.0,8.94,26.83,1634.4,-95.02,26.6,,-10.3,-15.17,-42.9,877.7,55.0
185,6.17,F4,1,1,421.0,221.0,8.06,24.19,1642.5,-79.38,29.7,,3.18,13.48,-39.7,880.9,51.0
186,6.2,F4,1,1,425.0,229.0,8.94,26.83,1651.4,79.38,26.6,,-3.18,-6.36,-42.9,884.1,47.0
187,6.23,F4,1,1,428.0,236.0,7.62,22.85,1659.1,-119.56,23.2,,-3.37,-0.19,-46.2,887.4,44.0
188,6.27,F4,1,1,431.0,244.0,8.54,25.63,1667.6,83.54,20.6,,-2.64,0.72,-48.9,890.1,41.0
189,6.3,F4,1,1,433.0,251.0,7.28,21.84,1674.9,-113.75,15.9,,-4.61,-1.97,-53.5,894.7,39.0
190,6.33,F4,1,1,435.0,258.0,7.28,21.84,1682.2,0.0,15.9,,0.0,4.61,-53.5,894.7,37.0
191,6.37,F4,1,1,436.0,264.0,6.08,18.25,1688.2,-107.76,9.5,,-6.48,-6.48,-60.0,901.2,36.0
192,6.4,F4,1,1,437.0,271.0,7.07,21.21,1695.3,88.95,8.1,,-1.33,5.15,-61.3,902.5,35.0
193,6.43,F4,1,1,436.0,277.0,6.08,18.25,1701.4,-88.95,-9.5,,-17.59,-16.26,-78.9,920.1,36.0
194,6.47,F4,1,1,436.0,283.0,6.0,18.0,1707.4,-7.45,0.0,,9.46,27.06,-69.4,929.6,36.0
195,6.5,F4,1,1,434.0,288.0,5.39,16.16,1712.8,-55.34,-21.8,,-21.8,-31.26,-91.2,951.4,38.0
196,6.53,F4,1,1,432.0,293.0,5.39,16.16,1718.2,0.0,-21.8,,0.0,21.8,-91.2,951.4,40.0
197,6.57,F4,1,1,429.0,298.0,5.83,17.49,1724.0,40.12,-31.0,,-9.16,-9.16,-100.4,960.5,43.0
198,6.6,F4,1,1,426.0,303.0,5.83,17.49,1729.8,0.0,-31.0,,0.0,9.16,-100.4,960.5,46.0
199,6.63,F4,1,1,421.0,307.0,6.4,19.21,1736.2,51.5,-51.3,,-20.38,-20.38,-120.8,980.9,51.0
200,6.67,F4,1,1,416.0,311.0,6.4,19.21,1742.6,0.0,-51.3,,0.0,20.38,-120.8,980.9,56.0
201,6.7,F4,1,1,410.0,314.0,6.71,20.12,1749.3,27.46,-63.4,,-12.1,-12.1,-132.9,993.0,62.0
202,6.73,F4,1,1,404.0,317.0,6.71,20.12,1756.1,0.0,-63.4,,0.0,12.1,-132.9,993.0,68.0
203,6.77,F4,1,1,396.0,319.0,8.25,24.74,1764.3,138.42,-76.0,,-12.53,-12.53,-145.4,1005.5,76.0
204,6.8,F4,1,1,388.0,321.0,8.25,24.74,1772.5,0.0,-76.0,,0.0,12.53,-145.4,1005.5,84.0
205,6.83,F4,1,1,378.0,323.0,10.2,30.59,1782.7,175.66,-78.7,,-2.73,-2.73,-148.1,1008.3,94.0
206,6.87,F4,1,1,368.0,323.0,10.0,30.0,1792.7,-17.82,-90.0,,-11.31,-8.58,-159.4,1019.6,104.0
207,6.9,F4,1,1,360.0,323.0,8.0,24.0,1800.7,-180.0,-90.0,,0.0,11.31,-159.4,1019.6,112.0
208,6.93,F4,1,1,351.0,322.0,9.06,27.17,1809.8,94.98,-96.3,,-6.34,-6.34,-165.8,1025.9,121.0
209,6.97,F4,1,1,342.0,320.0,9.22,27.66,1819.0,14.77,-102.5,,-6.19,0.15,-172.0,1032.1,130.0
210,7.0,F4,1,1,334.0,318.0,8.25,24.74,1827.3,-87.6,-104.0,,-1.51,4.68,-173.5,1033.6,138.0
211,7.03,F4,1,1,325.0,315.0,9.49,28.46,1836.8,111.66,-108.4,,-4.4,-2.89,-177.9,1038.0,147.0
212,7.07,F4,1,1,317.0,312.0,8.54,25.63,1845.3,-84.85,-110.6,,-2.12,2.28,-180.0,1040.1,155.0
213,7.1,F4,1,1,309.0,309.0,8.54,25.63,1853.8,0.0,-110.6,,0.0,2.12,-180.0,1040.1,161.0
214,7.13,F4,1,1,300.0,306.0,9.49,28.46,1863.3,84.85,-108.4,,2.12,2.12,-177.9,1042.2,164.0
215,7.17,F4,1,1,292.0,303.0,8.54,25.63,1871.9,-84.85,-110.6,,-2.12,-4.24,-180.0,1044.4,167.0
