frame,id,area,com,icom,consmerged
299,0,1653,"(1313, 842)","(1313, 842)",0
300,0,1555,"(1324, 829)","(1324, 829)",0
301,0,1526,"(1335, 814)","(1335, 814)",0
302,0,1510,"(1344, 800)","(1344, 800)",0
303,0,1589,"(1355, 782)","(1355, 782)",0
304,0,1531,"(1363, 765)","(1363, 765)",0
305,0,1595,"(1372, 749)","(1372, 749)",0
306,0,1606,"(1380, 735)","(1380, 735)",0
307,0,1549,"(1389, 720)","(1389, 720)",0
308,0,1567,"(1399, 703)","(1399, 703)",0
309,0,1501,"(1410, 688)","(1410, 688)",0
310,0,1526,"(1422, 674)","(1422, 674)",0
311,0,1508,"(1434, 661)","(1434, 661)",0
312,0,1545,"(1449, 649)","(1449, 649)",0
313,0,1538,"(1464, 638)","(1464, 638)",0
314,0,1592,"(1480, 628)","(1480, 628)",0
315,0,1581,"(1495, 620)","(1495, 620)",0
316,0,1624,"(1511, 613)","(1511, 613)",0
317,0,1628,"(1530, 605)","(1530, 605)",0
318,0,1624,"(1547, 598)","(1547, 598)",0
319,0,1636,"(1564, 591)","(1564, 591)",0
320,0,1638,"(1580, 584)","(1580, 584)",0
321,0,1603,"(1598, 577)","(1598, 577)",0
322,0,1640,"(1615, 568)","(1615, 568)",0
323,0,1583,"(1630, 560)","(1630, 560)",0
324,0,1652,"(1646, 550)","(1646, 550)",0
325,0,1608,"(1661, 538)","(1661, 538)",0
326,0,1657,"(1675, 526)","(1675, 526)",0
327,0,1671,"(1688, 514)","(1688, 514)",0
328,0,1658,"(1700, 502)","(1700, 502)",0
329,0,1634,"(1711, 488)","(1711, 488)",0
330,0,1680,"(1722, 473)","(1722, 473)",0
331,0,1531,"(1732, 458)","(1732, 458)",0
332,0,1538,"(1741, 440)","(1741, 440)",0
333,0,1566,"(1747, 425)","(1747, 425)",0
334,0,1589,"(1752, 408)","(1752, 408)",0
335,0,1551,"(1757, 389)","(1757, 389)",0
336,0,1646,"(1760, 373)","(1760, 373)",0
337,0,1595,"(1761, 356)","(1761, 356)",0
338,0,1639,"(1761, 339)","(1761, 339)",0
339,0,1629,"(1760, 322)","(1760, 322)",0
340,0,1631,"(1757, 305)","(1757, 305)",0
341,0,1578,"(1752, 289)","(1752, 289)",0
342,0,1595,"(1745, 272)","(1745, 272)",0
343,0,1562,"(1736, 256)","(1736, 256)",0
344,0,1609,"(1727, 242)","(1727, 242)",0
345,0,1573,"(1717, 230)","(1717, 230)",0
346,0,1659,"(1706, 219)","(1706, 219)",0
347,0,1656,"(1693, 208)","(1693, 208)",0
348,0,1660,"(1680, 199)","(1680, 199)",0
349,0,1584,"(1667, 192)","(1667, 192)",0
350,0,1612,"(1653, 185)","(1653, 185)",0
351,0,1610,"(1637, 179)","(1637, 179)",0
352,0,1621,"(1622, 175)","(1622, 175)",0
353,0,1629,"(1606, 172)","(1606, 172)",0
354,0,1661,"(1590, 170)","(1590, 170)",0
355,0,1641,"(1576, 169)","(1576, 169)",0
356,0,1692,"(1561, 169)","(1561, 169)",0
357,0,1628,"(1547, 170)","(1547, 170)",0
358,0,1626,"(1533, 171)","(1533, 171)",0
359,0,1608,"(1517, 172)","(1517, 172)",0
360,0,1573,"(1504, 173)","(1504, 173)",0
361,0,1522,"(1489, 175)","(1489, 175)",0
362,0,1492,"(1474, 177)","(1474, 177)",0
363,0,1559,"(1459, 180)","(1459, 180)",0
364,0,1543,"(1447, 182)","(1447, 182)",0
365,0,1562,"(1432, 185)","(1432, 185)",0
366,0,1597,"(1420, 188)","(1420, 188)",0
367,0,1599,"(1408, 191)","(1408, 191)",0
368,0,1648,"(1396, 193)","(1396, 193)",0
369,0,1605,"(1383, 195)","(1383, 195)",0
370,0,1640,"(1369, 198)","(1369, 198)",0
371,0,1622,"(1357, 200)","(1357, 200)",0
372,0,1576,"(1347, 201)","(1347, 201)",0
373,0,1634,"(1335, 202)","(1335, 202)",0
374,0,1652,"(1322, 204)","(1322, 204)",0
375,0,1627,"(1311, 205)","(1311, 205)",0
376,0,1622,"(1300, 206)","(1300, 206)",0
377,0,1622,"(1288, 207)","(1288, 207)",0
378,0,1594,"(1276, 207)","(1276, 207)",0
379,0,1568,"(1265, 208)","(1265, 208)",0
380,0,1561,"(1255, 209)","(1255, 209)",0
381,0,1564,"(1245, 209)","(1245, 209)",0
382,0,1596,"(1235, 208)","(1235, 208)",0
383,0,1642,"(1224, 208)","(1224, 208)",0
384,0,1627,"(1214, 208)","(1214, 208)",0
385,0,1585,"(1205, 208)","(1205, 208)",0
386,0,1575,"(1195, 208)","(1195, 208)",0
387,0,1525,"(1185, 207)","(1185, 207)",0
388,0,1341,"(1180, 206)","(1180, 206)",0
389,0,1099,"(1176, 206)","(1176, 206)",0
390,0,877,"(1174, 207)","(1174, 207)",0
391,0,680,"(1171, 207)","(1171, 207)",0
392,0,497,"(1167, 206)","(1167, 206)",0
393,0,309,"(1163, 206)","(1163, 206)",0
394,0,180,"(1161, 207)","(1161, 207)",0
473,0,320,"(779, 225)","(779, 225)",0
474,0,577,"(774, 229)","(774, 229)",0
475,0,811,"(769, 235)","(769, 235)",0
476,0,984,"(765, 241)","(765, 241)",0
477,0,1151,"(760, 247)","(760, 247)",0
478,0,1371,"(756, 258)","(756, 258)",0
479,0,1577,"(753, 267)","(753, 267)",0
480,0,1621,"(747, 280)","(747, 280)",0
481,0,1655,"(742, 293)","(742, 293)",0
482,0,1667,"(736, 307)","(736, 307)",0
483,0,1639,"(730, 318)","(730, 318)",0
484,0,1621,"(724, 331)","(724, 331)",0
485,0,1645,"(717, 344)","(717, 344)",0
486,0,1572,"(707, 359)","(707, 359)",0
487,0,1495,"(698, 373)","(698, 373)",0
488,0,1547,"(687, 387)","(687, 387)",0
489,0,1497,"(676, 397)","(676, 397)",0
490,0,1604,"(664, 411)","(664, 411)",0
491,0,1629,"(652, 422)","(652, 422)",0
492,0,1576,"(640, 434)","(640, 434)",0
493,0,1525,"(627, 446)","(627, 446)",0
494,0,1474,"(615, 457)","(615, 457)",0
495,0,1452,"(601, 469)","(601, 469)",0
496,0,1479,"(585, 484)","(585, 484)",0
497,0,1583,"(570, 498)","(570, 498)",0
498,0,1631,"(557, 510)","(557, 510)",0
499,0,1682,"(545, 523)","(545, 523)",0
500,0,1663,"(532, 536)","(532, 536)",0
501,0,1641,"(520, 552)","(520, 552)",0
502,0,1710,"(509, 569)","(509, 569)",0
503,0,1620,"(499, 587)","(499, 587)",0
504,0,1615,"(490, 606)","(490, 606)",0
505,0,1596,"(483, 625)","(483, 625)",0
506,0,1605,"(479, 647)","(479, 647)",0
507,0,1561,"(477, 667)","(477, 667)",0
508,0,1567,"(479, 689)","(479, 689)",0
509,0,1534,"(483, 710)","(483, 710)",0
510,0,1560,"(491, 731)","(491, 731)",0
511,0,1617,"(502, 750)","(502, 750)",0
512,0,1598,"(515, 767)","(515, 767)",0
513,0,1666,"(531, 781)","(531, 781)",0
514,0,1648,"(549, 792)","(549, 792)",0
515,0,1633,"(570, 800)","(570, 800)",0
516,0,1685,"(593, 804)","(593, 804)",0
517,0,1588,"(615, 804)","(615, 804)",0
518,0,1625,"(638, 799)","(638, 799)",0
519,0,1572,"(660, 791)","(660, 791)",0
520,0,1581,"(680, 778)","(680, 778)",0
521,0,1584,"(696, 766)","(696, 766)",0
522,0,1576,"(714, 749)","(714, 749)",0
523,0,1577,"(730, 732)","(730, 732)",0
524,0,1639,"(744, 714)","(744, 714)",0
525,0,1669,"(757, 695)","(757, 695)",0
526,0,1601,"(769, 677)","(769, 677)",0
527,0,1620,"(782, 656)","(782, 656)",0
528,0,1668,"(794, 636)","(794, 636)",0
529,0,1604,"(805, 617)","(805, 617)",0
530,0,1616,"(816, 597)","(816, 597)",0
531,0,1540,"(829, 577)","(829, 577)",0
532,0,1526,"(842, 555)","(842, 555)",0
533,0,1634,"(854, 537)","(854, 537)",0
534,0,1675,"(869, 520)","(869, 520)",0
