frame,id,area,com,icom,consmerged
60,0,767,"(159, 139)","(159, 139)",0
61,0,772,"(153, 140)","(153, 140)",0
62,0,768,"(147, 142)","(147, 142)",0
63,0,771,"(141, 144)","(141, 144)",0
64,0,769,"(134, 148)","(134, 148)",0
65,0,770,"(128, 153)","(128, 153)",0
66,0,770,"(123, 159)","(123, 159)",0
67,0,768,"(117, 165)","(117, 165)",0
68,0,767,"(112, 172)","(112, 172)",0
69,0,767,"(110, 178)","(110, 178)",0
70,0,769,"(108, 184)","(108, 184)",0
71,0,770,"(108, 191)","(108, 191)",0
72,0,768,"(108, 199)","(108, 199)",0
73,0,768,"(108, 207)","(108, 207)",0
74,0,769,"(110, 216)","(110, 216)",0
75,0,768,"(112, 225)","(112, 225)",0
76,0,773,"(114, 234)","(114, 234)",0
77,0,771,"(117, 244)","(117, 244)",0
78,0,775,"(120, 254)","(120, 254)",0
79,0,766,"(123, 264)","(123, 264)",0
80,0,768,"(127, 274)","(127, 274)",0
81,0,768,"(130, 285)","(130, 285)",0
82,0,771,"(134, 295)","(134, 295)",0
83,0,768,"(137, 305)","(137, 305)",0
84,0,769,"(140, 315)","(140, 315)",0
85,0,770,"(143, 325)","(143, 325)",0
86,0,770,"(145, 334)","(145, 334)",0
87,0,768,"(147, 343)","(147, 343)",0
88,0,770,"(148, 352)","(148, 352)",0
89,0,768,"(149, 360)","(149, 360)",0
90,0,774,"(149, 368)","(149, 368)",0
91,0,772,"(148, 375)","(148, 375)",0
92,0,767,"(147, 381)","(147, 381)",0
93,0,772,"(144, 386)","(144, 386)",0
94,0,769,"(141, 391)","(141, 391)",0
95,0,769,"(136, 395)","(136, 395)",0
96,0,770,"(130, 398)","(130, 398)",0
97,0,765,"(123, 400)","(123, 400)",0
98,0,767,"(115, 401)","(115, 401)",0
99,0,767,"(105, 401)","(105, 401)",0
100,0,773,"(93, 399)","(93, 399)",0
101,0,767,"(82, 397)","(82, 397)",0
102,0,771,"(74, 394)","(74, 394)",0
103,0,768,"(68, 391)","(68, 391)",0
104,0,773,"(63, 386)","(63, 386)",0
105,0,768,"(59, 381)","(59, 381)",0
106,0,770,"(56, 375)","(56, 375)",0
107,0,768,"(55, 368)","(55, 368)",0
108,0,770,"(54, 361)","(54, 361)",0
109,0,768,"(54, 353)","(54, 353)",0
110,0,774,"(55, 344)","(55, 344)",0
111,0,772,"(57, 335)","(57, 335)",0
112,0,769,"(59, 326)","(59, 326)",0
113,0,773,"(61, 317)","(61, 317)",0
114,0,767,"(64, 307)","(64, 307)",0
115,0,771,"(67, 297)","(67, 297)",0
116,0,771,"(71, 287)","(71, 287)",0
117,0,777,"(74, 277)","(74, 277)",0
118,0,769,"(77, 267)","(77, 267)",0
119,0,768,"(80, 257)","(80, 257)",0
120,0,769,"(83, 248)","(83, 248)",0
121,0,769,"(84, 240)","(84, 240)",0
122,0,774,"(85, 231)","(85, 231)",0
123,0,771,"(86, 223)","(86, 223)",0
124,0,774,"(86, 214)","(86, 214)",0
125,0,773,"(86, 205)","(86, 205)",0
126,0,772,"(85, 197)","(85, 197)",0
127,0,767,"(84, 188)","(84, 188)",0
128,0,770,"(83, 179)","(83, 179)",0
129,0,769,"(82, 170)","(82, 170)",0
130,0,770,"(81, 162)","(81, 162)",0
131,0,768,"(80, 153)","(80, 153)",0
132,0,774,"(79, 144)","(79, 144)",0
133,0,775,"(78, 135)","(78, 135)",0
134,0,773,"(78, 127)","(78, 127)",0
135,0,771,"(78, 118)","(78, 118)",0
136,0,774,"(79, 109)","(79, 109)",0
137,0,770,"(80, 101)","(80, 101)",0
138,0,772,"(83, 91)","(83, 91)",0
139,0,770,"(85, 81)","(85, 81)",0
140,0,772,"(89, 73)","(89, 73)",0
141,0,772,"(93, 65)","(93, 65)",0
142,0,773,"(97, 58)","(97, 58)",0
143,0,768,"(102, 52)","(102, 52)",0
144,0,768,"(107, 47)","(107, 47)",0
145,0,769,"(112, 42)","(112, 42)",0
146,0,769,"(118, 38)","(118, 38)",0
147,0,770,"(125, 35)","(125, 35)",0
148,0,769,"(131, 33)","(131, 33)",0
149,0,767,"(138, 31)","(138, 31)",0
150,0,771,"(145, 30)","(145, 30)",0
151,0,774,"(153, 29)","(153, 29)",0
152,0,770,"(161, 29)","(161, 29)",0
153,0,769,"(169, 29)","(169, 29)",0
154,0,770,"(177, 31)","(177, 31)",0
155,0,772,"(186, 32)","(186, 32)",0
156,0,772,"(194, 34)","(194, 34)",0
157,0,767,"(203, 37)","(203, 37)",0
158,0,774,"(212, 40)","(212, 40)",0
159,0,773,"(221, 43)","(221, 43)",0
160,0,771,"(230, 47)","(230, 47)",0
161,0,769,"(239, 52)","(239, 52)",0
162,0,771,"(248, 56)","(248, 56)",0
163,0,770,"(257, 61)","(257, 61)",0
164,0,773,"(267, 67)","(267, 67)",0
165,0,772,"(276, 72)","(276, 72)",0
166,0,774,"(285, 78)","(285, 78)",0
167,0,767,"(294, 85)","(294, 85)",0
168,0,769,"(303, 91)","(303, 91)",0
169,0,775,"(312, 98)","(312, 98)",0
170,0,770,"(320, 105)","(320, 105)",0
171,0,768,"(329, 112)","(329, 112)",0
172,0,768,"(338, 120)","(338, 120)",0
173,0,769,"(346, 127)","(346, 127)",0
174,0,769,"(354, 135)","(354, 135)",0
175,0,769,"(361, 142)","(361, 142)",0
176,0,768,"(369, 150)","(369, 150)",0
177,0,772,"(376, 158)","(376, 158)",0
178,0,775,"(383, 166)","(383, 166)",0
179,0,769,"(390, 174)","(390, 174)",0
180,0,776,"(396, 182)","(396, 182)",0
181,0,761,"(402, 190)","(402, 190)",0
182,0,767,"(407, 198)","(407, 198)",0
183,0,771,"(413, 206)","(413, 206)",0
184,0,772,"(417, 214)","(417, 214)",0
185,0,771,"(421, 221)","(421, 221)",0
186,0,770,"(425, 229)","(425, 229)",0
187,0,770,"(428, 236)","(428, 236)",0
188,0,770,"(431, 244)","(431, 244)",0
189,0,768,"(433, 251)","(433, 251)",0
190,0,767,"(435, 258)","(435, 258)",0
191,0,767,"(436, 264)","(436, 264)",0
192,0,771,"(437, 271)","(437, 271)",0
193,0,771,"(436, 277)","(436, 277)",0
194,0,775,"(436, 283)","(436, 283)",0
195,0,767,"(434, 288)","(434, 288)",0
196,0,771,"(432, 293)","(432, 293)",0
197,0,770,"(429, 298)","(429, 298)",0
198,0,771,"(426, 303)","(426, 303)",0
199,0,767,"(421, 307)","(421, 307)",0
200,0,771,"(416, 311)","(416, 311)",0
201,0,770,"(410, 314)","(410, 314)",0
202,0,769,"(404, 317)","(404, 317)",0
203,0,768,"(396, 319)","(396, 319)",0
204,0,768,"(388, 321)","(388, 321)",0
205,0,773,"(378, 323)","(378, 323)",0
206,0,770,"(368, 323)","(368, 323)",0
207,0,772,"(360, 323)","(360, 323)",0
208,0,768,"(351, 322)","(351, 322)",0
209,0,772,"(342, 320)","(342, 320)",0
210,0,770,"(334, 318)","(334, 318)",0
211,0,769,"(325, 315)","(325, 315)",0
212,0,774,"(317, 312)","(317, 312)",0
213,0,766,"(309, 309)","(309, 309)",0
214,0,774,"(300, 306)","(300, 306)",0
215,0,769,"(292, 303)","(292, 303)",0
216,0,774,"(284, 301)","(284, 301)",0
217,0,768,"(275, 299)","(275, 299)",0
218,0,774,"(267, 298)","(267, 298)",0
219,0,768,"(259, 298)","(259, 298)",0
220,0,772,"(250, 299)","(250, 299)",0
221,0,766,"(242, 302)","(242, 302)",0
222,0,769,"(234, 306)","(234, 306)",0
223,0,772,"(226, 311)","(226, 311)",0
224,0,775,"(218, 316)","(218, 316)",0
225,0,769,"(211, 321)","(211, 321)",0
226,0,762,"(203, 325)","(203, 325)",0
227,0,768,"(195, 329)","(195, 329)",0
228,0,770,"(187, 330)","(187, 330)",0
229,0,766,"(179, 330)","(179, 330)",0
230,0,770,"(170, 327)","(170, 327)",0
231,0,770,"(162, 321)","(162, 321)",0
232,0,772,"(157, 314)","(157, 314)",0
233,0,769,"(154, 306)","(154, 306)",0
234,0,773,"(153, 298)","(153, 298)",0
235,0,769,"(155, 290)","(155, 290)",0
236,0,769,"(159, 282)","(159, 282)",0
237,0,767,"(164, 277)","(164, 277)",0
238,0,769,"(172, 273)","(172, 273)",0
239,0,771,"(181, 272)","(181, 272)",0
240,0,768,"(191, 273)","(191, 273)",0
241,0,765,"(198, 276)","(198, 276)",0
242,0,766,"(203, 281)","(203, 281)",0
243,0,766,"(205, 287)","(205, 287)",0
244,0,771,"(206, 294)","(206, 294)",0
245,0,765,"(206, 303)","(206, 303)",0
246,0,772,"(205, 312)","(205, 312)",0
247,0,772,"(203, 322)","(203, 322)",0
248,0,773,"(201, 332)","(201, 332)",0
249,0,768,"(199, 341)","(199, 341)",0
250,0,777,"(198, 351)","(198, 351)",0
251,0,770,"(197, 360)","(197, 360)",0
252,0,773,"(198, 369)","(198, 369)",0
253,0,771,"(200, 377)","(200, 377)",0
254,0,770,"(203, 383)","(203, 383)",0
255,0,765,"(207, 388)","(207, 388)",0
256,0,765,"(211, 392)","(211, 392)",0
257,0,769,"(215, 395)","(215, 395)",0
258,0,774,"(219, 397)","(219, 397)",0
259,0,770,"(224, 398)","(224, 398)",0
260,0,772,"(229, 397)","(229, 397)",0
261,0,768,"(234, 396)","(234, 396)",0
262,0,772,"(239, 394)","(239, 394)",0
263,0,769,"(244, 391)","(244, 391)",0
264,0,772,"(249, 387)","(249, 387)",0
265,0,772,"(254, 382)","(254, 382)",0
266,0,772,"(260, 377)","(260, 377)",0
267,0,770,"(265, 370)","(265, 370)",0
268,0,770,"(270, 363)","(270, 363)",0
269,0,767,"(275, 356)","(275, 356)",0
270,0,767,"(280, 348)","(280, 348)",0
271,0,770,"(285, 339)","(285, 339)",0
272,0,772,"(290, 330)","(290, 330)",0
273,0,769,"(294, 320)","(294, 320)",0
274,0,770,"(298, 310)","(298, 310)",0
275,0,770,"(302, 300)","(302, 300)",0
276,0,777,"(306, 289)","(306, 289)",0
277,0,768,"(309, 278)","(309, 278)",0
278,0,771,"(312, 267)","(312, 267)",0
279,0,771,"(315, 255)","(315, 255)",0
280,0,773,"(317, 243)","(317, 243)",0
281,0,769,"(319, 232)","(319, 232)",0
282,0,769,"(320, 220)","(320, 220)",0
283,0,767,"(321, 208)","(321, 208)",0
284,0,771,"(321, 196)","(321, 196)",0
285,0,773,"(321, 187)","(321, 187)",0
286,0,772,"(322, 178)","(322, 178)",0
287,0,768,"(324, 169)","(324, 169)",0
288,0,771,"(326, 161)","(326, 161)",0
289,0,771,"(329, 152)","(329, 152)",0
290,0,771,"(332, 144)","(332, 144)",0
291,0,768,"(336, 137)","(336, 137)",0
292,0,766,"(340, 129)","(340, 129)",0
293,0,766,"(345, 122)","(345, 122)",0
294,0,768,"(350, 115)","(350, 115)",0
295,0,768,"(356, 109)","(356, 109)",0
296,0,765,"(362, 103)","(362, 103)",0
297,0,768,"(369, 98)","(369, 98)",0
298,0,772,"(376, 92)","(376, 92)",0
299,0,770,"(384, 88)","(384, 88)",0
300,0,767,"(392, 84)","(392, 84)",0
