frame,id,area,com,icom,consmerged
66,3,263,"(825, 618)","(825, 618)",0
66,4,226,"(1080, 691)","(1080, 691)",0
66,5,222,"(1069, 626)","(1069, 626)",0
67,0,334,"(890, 456)","(890, 456)",0
67,1,321,"(1191, 679)","(1191, 679)",0
67,2,281,"(1053, 808)","(1053, 808)",0
67,3,264,"(821, 620)","(821, 620)",0
67,4,231,"(1084, 690)","(1084, 690)",0
67,5,223,"(1069, 621)","(1069, 621)",0
68,0,327,"(886, 457)","(886, 457)",0
68,1,322,"(1194, 676)","(1194, 676)",0
68,2,282,"(1058, 804)","(1058, 804)",0
68,3,264,"(818, 622)","(818, 622)",0
68,4,230,"(1088, 689)","(1088, 689)",0
68,5,223,"(1069, 616)","(1069, 616)",0
69,0,333,"(883, 457)","(883, 457)",0
69,1,318,"(1197, 672)","(1197, 672)",0
69,2,279,"(1064, 799)","(1064, 799)",0
69,3,266,"(815, 625)","(815, 625)",0
69,4,231,"(1093, 688)","(1093, 688)",0
69,5,225,"(1068, 611)","(1068, 611)",0
70,0,333,"(880, 458)","(880, 458)",0
70,1,319,"(1199, 669)","(1199, 669)",0
70,2,282,"(1069, 795)","(1069, 795)",0
70,3,264,"(811, 627)","(811, 627)",0
70,4,228,"(1097, 686)","(1097, 686)",0
70,5,222,"(1068, 607)","(1068, 607)",0
71,0,329,"(877, 459)","(877, 459)",0
71,1,320,"(1202, 665)","(1202, 665)",0
71,2,284,"(1074, 790)","(1074, 790)",0
71,3,263,"(808, 630)","(808, 630)",0
71,4,225,"(1101, 685)","(1101, 685)",0
71,5,224,"(1067, 602)","(1067, 602)",0
72,0,330,"(873, 461)","(873, 461)",0
72,1,319,"(1204, 660)","(1204, 660)",0
72,2,282,"(1079, 786)","(1079, 786)",0
72,3,262,"(805, 632)","(805, 632)",0
72,4,229,"(1106, 683)","(1106, 683)",0
72,5,222,"(1066, 597)","(1066, 597)",0
73,0,335,"(870, 462)","(870, 462)",0
73,1,320,"(1207, 654)","(1207, 654)",0
73,2,287,"(1085, 781)","(1085, 781)",0
73,3,263,"(803, 635)","(803, 635)",0
73,4,228,"(1110, 682)","(1110, 682)",0
73,5,224,"(1066, 592)","(1066, 592)",0
74,0,334,"(867, 463)","(867, 463)",0
74,1,320,"(1210, 648)","(1210, 648)",0
74,2,281,"(1090, 776)","(1090, 776)",0
74,3,264,"(800, 638)","(800, 638)",0
74,4,228,"(1114, 680)","(1114, 680)",0
74,5,220,"(1065, 587)","(1065, 587)",0
75,0,333,"(864, 465)","(864, 465)",0
75,1,322,"(1212, 641)","(1212, 641)",0
75,2,284,"(1095, 771)","(1095, 771)",0
75,3,262,"(798, 641)","(798, 641)",0
75,4,227,"(1118, 679)","(1118, 679)",0
75,5,223,"(1063, 582)","(1063, 582)",0
76,0,332,"(860, 467)","(860, 467)",0
76,1,321,"(1214, 635)","(1214, 635)",0
76,2,281,"(1100, 767)","(1100, 767)",0
76,3,266,"(796, 645)","(796, 645)",0
76,4,231,"(1122, 677)","(1122, 677)",0
76,5,224,"(1062, 578)","(1062, 578)",0
77,0,334,"(857, 469)","(857, 469)",0
77,1,321,"(1216, 629)","(1216, 629)",0
77,2,283,"(1105, 762)","(1105, 762)",0
77,3,268,"(794, 648)","(794, 648)",0
77,4,226,"(1127, 675)","(1127, 675)",0
77,5,225,"(1061, 573)","(1061, 573)",0
78,0,331,"(854, 471)","(854, 471)",0
78,1,319,"(1218, 624)","(1218, 624)",0
78,2,280,"(1110, 757)","(1110, 757)",0
78,3,263,"(793, 652)","(793, 652)",0
78,4,228,"(1131, 673)","(1131, 673)",0
78,5,224,"(1059, 568)","(1059, 568)",0
79,0,331,"(851, 473)","(851, 473)",0
79,1,324,"(1219, 618)","(1219, 618)",0
79,2,283,"(1116, 752)","(1116, 752)",0
79,3,263,"(792, 655)","(792, 655)",0
79,4,228,"(1135, 671)","(1135, 671)",0
79,5,222,"(1058, 564)","(1058, 564)",0
80,0,331,"(848, 475)","(848, 475)",0
80,1,316,"(1220, 613)","(1220, 613)",0
80,2,283,"(1121, 747)","(1121, 747)",0
80,3,269,"(791, 659)","(791, 659)",0
80,4,229,"(1139, 669)","(1139, 669)",0
80,5,220,"(1056, 559)","(1056, 559)",0
81,0,332,"(845, 478)","(845, 478)",0
81,1,320,"(1222, 608)","(1222, 608)",0
81,2,287,"(1126, 742)","(1126, 742)",0
81,3,263,"(791, 663)","(791, 663)",0
81,4,230,"(1143, 666)","(1143, 666)",0
81,5,225,"(1055, 555)","(1055, 555)",0
82,0,330,"(842, 480)","(842, 480)",0
82,1,320,"(1222, 603)","(1222, 603)",0
82,2,281,"(1131, 736)","(1131, 736)",0
82,3,262,"(791, 666)","(791, 666)",0
82,4,228,"(1146, 664)","(1146, 664)",0
82,5,225,"(1053, 550)","(1053, 550)",0
83,0,335,"(839, 483)","(839, 483)",0
83,1,322,"(1223, 598)","(1223, 598)",0
83,2,284,"(1136, 731)","(1136, 731)",0
83,3,264,"(791, 670)","(791, 670)",0
83,4,230,"(1150, 662)","(1150, 662)",0
83,5,222,"(1051, 546)","(1051, 546)",0
84,0,329,"(837, 486)","(837, 486)",0
84,1,322,"(1223, 593)","(1223, 593)",0
84,2,283,"(1142, 726)","(1142, 726)",0
84,3,260,"(792, 675)","(792, 675)",0
84,4,231,"(1154, 659)","(1154, 659)",0
84,5,224,"(1049, 541)","(1049, 541)",0
85,0,334,"(834, 489)","(834, 489)",0
85,1,322,"(1223, 589)","(1223, 589)",0
85,2,281,"(1147, 721)","(1147, 721)",0
85,3,261,"(793, 679)","(793, 679)",0
85,4,229,"(1158, 656)","(1158, 656)",0
85,5,223,"(1047, 537)","(1047, 537)",0
86,0,333,"(831, 492)","(831, 492)",0
86,1,323,"(1223, 584)","(1223, 584)",0
86,2,282,"(1152, 716)","(1152, 716)",0
86,3,264,"(795, 683)","(795, 683)",0
86,4,232,"(1162, 654)","(1162, 654)",0
86,5,222,"(1045, 533)","(1045, 533)",0
87,0,335,"(829, 495)","(829, 495)",0
87,1,319,"(1223, 580)","(1223, 580)",0
87,2,281,"(1158, 711)","(1158, 711)",0
87,3,261,"(797, 686)","(797, 686)",0
87,4,228,"(1165, 650)","(1165, 650)",0
87,5,222,"(1043, 529)","(1043, 529)",0
88,0,331,"(826, 498)","(826, 498)",0
88,1,321,"(1222, 576)","(1222, 576)",0
88,2,283,"(1163, 705)","(1163, 705)",0
88,3,262,"(799, 690)","(799, 690)",0
88,4,226,"(1169, 647)","(1169, 647)",0
88,5,222,"(1041, 525)","(1041, 525)",0
89,0,335,"(824, 501)","(824, 501)",0
89,1,321,"(1221, 572)","(1221, 572)",0
89,2,284,"(1169, 700)","(1169, 700)",0
89,3,264,"(801, 693)","(801, 693)",0
89,4,226,"(1173, 644)","(1173, 644)",0
89,5,221,"(1038, 522)","(1038, 522)",0
90,0,332,"(822, 505)","(822, 505)",0
90,1,319,"(1220, 569)","(1220, 569)",0
90,2,281,"(1174, 695)","(1174, 695)",0
90,3,264,"(803, 695)","(803, 695)",0
90,4,227,"(1177, 640)","(1177, 640)",0
90,5,225,"(1036, 518)","(1036, 518)",0
91,0,333,"(819, 509)","(819, 509)",0
91,1,320,"(1219, 565)","(1219, 565)",0
91,2,287,"(1179, 690)","(1179, 690)",0
91,3,264,"(805, 698)","(805, 698)",0
91,4,227,"(1180, 637)","(1180, 637)",0
91,5,225,"(1034, 514)","(1034, 514)",0
92,0,332,"(817, 512)","(817, 512)",0
92,1,323,"(1218, 562)","(1218, 562)",0
92,2,283,"(1185, 685)","(1185, 685)",0
92,3,267,"(808, 700)","(808, 700)",0
92,4,228,"(1184, 633)","(1184, 633)",0
92,5,223,"(1031, 511)","(1031, 511)",0
93,0,332,"(815, 516)","(815, 516)",0
93,1,320,"(1217, 559)","(1217, 559)",0
