frame,id,area,com,icom,consmerged
46,0,847,"(118, 402)","(118, 402)",0
47,0,847,"(124, 403)","(124, 403)",0
48,0,851,"(130, 403)","(130, 403)",0
49,0,856,"(137, 403)","(137, 403)",0
50,0,846,"(144, 401)","(144, 401)",0
51,0,850,"(151, 398)","(151, 398)",0
52,0,845,"(159, 395)","(159, 395)",0
53,0,844,"(167, 390)","(167, 390)",0
54,0,847,"(175, 385)","(175, 385)",0
55,0,844,"(183, 379)","(183, 379)",0
56,0,846,"(191, 373)","(191, 373)",0
57,0,847,"(199, 366)","(199, 366)",0
58,0,848,"(207, 359)","(207, 359)",0
59,0,847,"(215, 351)","(215, 351)",0
60,0,849,"(223, 343)","(223, 343)",0
61,0,847,"(230, 335)","(230, 335)",0
62,0,856,"(237, 326)","(237, 326)",0
63,0,845,"(243, 318)","(243, 318)",0
64,0,854,"(249, 309)","(249, 309)",0
65,0,846,"(254, 301)","(254, 301)",0
66,0,848,"(259, 292)","(259, 292)",0
67,0,843,"(262, 284)","(262, 284)",0
68,0,852,"(266, 276)","(266, 276)",0
69,0,844,"(268, 268)","(268, 268)",0
70,0,847,"(269, 261)","(269, 261)",0
71,0,853,"(270, 254)","(270, 254)",0
72,0,848,"(269, 247)","(269, 247)",0
73,0,845,"(267, 241)","(267, 241)",0
74,0,849,"(264, 236)","(264, 236)",0
75,0,848,"(260, 231)","(260, 231)",0
76,0,860,"(254, 228)","(254, 228)",0
77,0,852,"(248, 225)","(248, 225)",0
78,0,849,"(239, 223)","(239, 223)",0
79,0,850,"(230, 222)","(230, 222)",0
80,0,847,"(221, 222)","(221, 222)",0
81,0,848,"(213, 225)","(213, 225)",0
82,0,848,"(205, 228)","(205, 228)",0
83,0,845,"(199, 233)","(199, 233)",0
84,0,846,"(193, 239)","(193, 239)",0
85,0,854,"(189, 246)","(189, 246)",0
86,0,850,"(187, 255)","(187, 255)",0
87,0,844,"(186, 264)","(186, 264)",0
88,0,848,"(186, 273)","(186, 273)",0
89,0,846,"(188, 281)","(188, 281)",0
90,0,857,"(191, 287)","(191, 287)",0
91,0,849,"(194, 293)","(194, 293)",0
92,0,849,"(199, 298)","(199, 298)",0
93,0,846,"(204, 302)","(204, 302)",0
94,0,850,"(210, 305)","(210, 305)",0
95,0,849,"(217, 307)","(217, 307)",0
96,0,858,"(225, 308)","(225, 308)",0
97,0,847,"(232, 309)","(232, 309)",0
98,0,856,"(241, 309)","(241, 309)",0
99,0,848,"(249, 308)","(249, 308)",0
100,0,846,"(258, 306)","(258, 306)",0
101,0,847,"(266, 304)","(266, 304)",0
102,0,848,"(275, 301)","(275, 301)",0
103,0,846,"(283, 297)","(283, 297)",0
104,0,847,"(292, 293)","(292, 293)",0
105,0,856,"(300, 288)","(300, 288)",0
106,0,851,"(307, 283)","(307, 283)",0
107,0,848,"(314, 277)","(314, 277)",0
108,0,845,"(320, 271)","(320, 271)",0
109,0,849,"(326, 264)","(326, 264)",0
110,0,852,"(331, 257)","(331, 257)",0
111,0,849,"(335, 250)","(335, 250)",0
112,0,852,"(338, 242)","(338, 242)",0
113,0,851,"(340, 233)","(340, 233)",0
114,0,853,"(341, 225)","(341, 225)",0
115,0,844,"(340, 216)","(340, 216)",0
116,0,854,"(339, 207)","(339, 207)",0
117,0,855,"(335, 197)","(335, 197)",0
118,0,855,"(331, 190)","(331, 190)",0
119,0,856,"(327, 182)","(327, 182)",0
120,0,836,"(321, 176)","(321, 176)",0
121,0,854,"(315, 171)","(315, 171)",0
122,0,847,"(308, 166)","(308, 166)",0
123,0,846,"(300, 163)","(300, 163)",0
124,0,846,"(292, 161)","(292, 161)",0
125,0,850,"(283, 161)","(283, 161)",0
126,0,855,"(275, 163)","(275, 163)",0
127,0,843,"(267, 167)","(267, 167)",0
128,0,849,"(261, 173)","(261, 173)",0
129,0,845,"(258, 180)","(258, 180)",0
130,0,843,"(258, 189)","(258, 189)",0
131,0,846,"(260, 200)","(260, 200)",0
132,0,857,"(263, 207)","(263, 207)",0
133,0,849,"(266, 212)","(266, 212)",0
134,0,853,"(271, 215)","(271, 215)",0
135,0,850,"(275, 215)","(275, 215)",0
136,0,850,"(281, 213)","(281, 213)",0
137,0,847,"(287, 209)","(287, 209)",0
138,0,855,"(293, 205)","(293, 205)",0
139,0,844,"(300, 198)","(300, 198)",0
140,0,852,"(307, 191)","(307, 191)",0
141,0,847,"(315, 184)","(315, 184)",0
142,0,843,"(322, 176)","(322, 176)",0
143,0,844,"(329, 168)","(329, 168)",0
144,0,848,"(337, 160)","(337, 160)",0
145,0,849,"(344, 153)","(344, 153)",0
146,0,846,"(351, 146)","(351, 146)",0
147,0,850,"(358, 140)","(358, 140)",0
148,0,850,"(365, 136)","(365, 136)",0
149,0,842,"(372, 133)","(372, 133)",0
150,0,858,"(377, 132)","(377, 132)",0
151,0,849,"(384, 132)","(384, 132)",0
152,0,854,"(390, 135)","(390, 135)",0
153,0,849,"(394, 138)","(394, 138)",0
154,0,853,"(398, 142)","(398, 142)",0
155,0,848,"(400, 146)","(400, 146)",0
156,0,844,"(401, 152)","(401, 152)",0
157,0,846,"(402, 158)","(402, 158)",0
158,0,850,"(401, 164)","(401, 164)",0
159,0,838,"(399, 171)","(399, 171)",0
160,0,851,"(396, 178)","(396, 178)",0
161,0,847,"(393, 185)","(393, 185)",0
162,0,850,"(388, 193)","(388, 193)",0
163,0,845,"(383, 200)","(383, 200)",0
164,0,849,"(377, 207)","(377, 207)",0
165,0,845,"(370, 213)","(370, 213)",0
166,0,846,"(363, 220)","(363, 220)",0
167,0,847,"(354, 226)","(354, 226)",0
168,0,849,"(346, 231)","(346, 231)",0
169,0,846,"(336, 236)","(336, 236)",0
170,0,858,"(326, 240)","(326, 240)",0
171,0,848,"(316, 243)","(316, 243)",0
172,0,850,"(305, 245)","(305, 245)",0
173,0,845,"(294, 245)","(294, 245)",0
174,0,850,"(283, 245)","(283, 245)",0
175,0,846,"(274, 245)","(274, 245)",0
176,0,852,"(265, 245)","(265, 245)",0
177,0,847,"(256, 245)","(256, 245)",0
178,0,846,"(247, 246)","(247, 246)",0
179,0,844,"(238, 246)","(238, 246)",0
180,0,850,"(229, 246)","(229, 246)",0
181,0,845,"(220, 247)","(220, 247)",0
182,0,854,"(212, 246)","(212, 246)",0
183,0,844,"(203, 246)","(203, 246)",0
184,0,850,"(195, 245)","(195, 245)",0
185,0,850,"(187, 243)","(187, 243)",0
186,0,848,"(180, 240)","(180, 240)",0
187,0,842,"(173, 237)","(173, 237)",0
188,0,849,"(167, 233)","(167, 233)",0
189,0,848,"(161, 228)","(161, 228)",0
190,0,852,"(156, 222)","(156, 222)",0
191,0,856,"(151, 214)","(151, 214)",0
192,0,856,"(148, 206)","(148, 206)",0
193,0,845,"(147, 198)","(147, 198)",0
194,0,847,"(148, 190)","(148, 190)",0
195,0,846,"(151, 182)","(151, 182)",0
196,0,850,"(156, 175)","(156, 175)",0
197,0,851,"(163, 168)","(163, 168)",0
198,0,857,"(170, 164)","(170, 164)",0
199,0,845,"(177, 162)","(177, 162)",0
200,0,843,"(184, 161)","(184, 161)",0
201,0,846,"(192, 162)","(192, 162)",0
202,0,847,"(199, 164)","(199, 164)",0
203,0,843,"(206, 167)","(206, 167)",0
204,0,844,"(213, 172)","(213, 172)",0
205,0,847,"(219, 177)","(219, 177)",0
206,0,848,"(225, 183)","(225, 183)",0
207,0,846,"(230, 190)","(230, 190)",0
208,0,848,"(234, 198)","(234, 198)",0
209,0,846,"(238, 206)","(238, 206)",0
210,0,846,"(240, 214)","(240, 214)",0
211,0,843,"(241, 222)","(241, 222)",0
212,0,841,"(241, 231)","(241, 231)",0
213,0,843,"(239, 239)","(239, 239)",0
214,0,847,"(236, 247)","(236, 247)",0
215,0,848,"(231, 254)","(231, 254)",0
216,0,851,"(224, 261)","(224, 261)",0
217,0,848,"(217, 266)","(217, 266)",0
218,0,850,"(209, 270)","(209, 270)",0
219,0,843,"(201, 272)","(201, 272)",0
220,0,848,"(193, 273)","(193, 273)",0
221,0,843,"(185, 274)","(185, 274)",0
222,0,854,"(176, 274)","(176, 274)",0
223,0,849,"(168, 273)","(168, 273)",0
224,0,852,"(159, 273)","(159, 273)",0
225,0,845,"(150, 273)","(150, 273)",0
226,0,850,"(142, 273)","(142, 273)",0
227,0,856,"(134, 274)","(134, 274)",0
228,0,855,"(126, 276)","(126, 276)",0
229,0,846,"(118, 280)","(118, 280)",0
230,0,843,"(110, 285)","(110, 285)",0
231,0,850,"(104, 291)","(104, 291)",0
232,0,857,"(99, 298)","(99, 298)",0
233,0,844,"(95, 306)","(95, 306)",0
234,0,847,"(93, 313)","(93, 313)",0
235,0,853,"(92, 322)","(92, 322)",0
236,0,846,"(93, 330)","(93, 330)",0
237,0,846,"(95, 338)","(95, 338)",0
238,0,854,"(98, 346)","(98, 346)",0
239,0,850,"(101, 355)","(101, 355)",0
240,0,846,"(106, 362)","(106, 362)",0
241,0,841,"(111, 370)","(111, 370)",0
242,0,843,"(117, 377)","(117, 377)",0
243,0,848,"(124, 383)","(124, 383)",0
244,0,857,"(130, 389)","(130, 389)",0
245,0,848,"(137, 393)","(137, 393)",0
246,0,848,"(145, 397)","(145, 397)",0
247,0,845,"(152, 400)","(152, 400)",0
248,0,848,"(160, 401)","(160, 401)",0
249,0,849,"(167, 401)","(167, 401)",0
250,0,852,"(174, 400)","(174, 400)",0
251,0,847,"(180, 397)","(180, 397)",0
252,0,856,"(187, 393)","(187, 393)",0
253,0,848,"(192, 386)","(192, 386)",0
254,0,845,"(197, 378)","(197, 378)",0
255,0,848,"(201, 369)","(201, 369)",0
256,0,849,"(203, 361)","(203, 361)",0
257,0,845,"(202, 353)","(202, 353)",0
258,0,848,"(201, 346)","(201, 346)",0
259,0,846,"(197, 339)","(197, 339)",0
260,0,850,"(193, 333)","(193, 333)",0
261,0,845,"(187, 327)","(187, 327)",0
262,0,849,"(181, 322)","(181, 322)",0
263,0,847,"(174, 317)","(174, 317)",0
264,0,849,"(166, 311)","(166, 311)",0
265,0,853,"(158, 306)","(158, 306)",0
266,0,852,"(150, 302)","(150, 302)",0
267,0,850,"(143, 296)","(143, 296)",0
268,0,850,"(135, 291)","(135, 291)",0
269,0,845,"(129, 286)","(129, 286)",0
270,0,847,"(123, 280)","(123, 280)",0
271,0,846,"(118, 274)","(118, 274)",0
272,0,846,"(114, 267)","(114, 267)",0
273,0,845,"(111, 260)","(111, 260)",0
274,0,849,"(110, 252)","(110, 252)",0
275,0,854,"(110, 245)","(110, 245)",0
276,0,852,"(112, 237)","(112, 237)",0
277,0,849,"(114, 230)","(114, 230)",0
278,0,848,"(118, 224)","(118, 224)",0
279,0,854,"(123, 218)","(123, 218)",0
280,0,847,"(128, 212)","(128, 212)",0
281,0,845,"(134, 207)","(134, 207)",0
282,0,850,"(141, 202)","(141, 202)",0
283,0,847,"(149, 198)","(149, 198)",0
284,0,848,"(157, 195)","(157, 195)",0
285,0,849,"(166, 192)","(166, 192)",0
286,0,848,"(175, 190)","(175, 190)",0
287,0,844,"(185, 189)","(185, 189)",0
288,0,856,"(195, 188)","(195, 188)",0
289,0,853,"(204, 189)","(204, 189)",0
290,0,846,"(212, 189)","(212, 189)",0
291,0,849,"(221, 190)","(221, 190)",0
292,0,851,"(229, 191)","(229, 191)",0
293,0,847,"(237, 193)","(237, 193)",0
294,0,847,"(245, 195)","(245, 195)",0
295,0,849,"(253, 197)","(253, 197)",0
296,0,847,"(261, 200)","(261, 200)",0
297,0,843,"(269, 203)","(269, 203)",0
298,0,847,"(277, 206)","(277, 206)",0
299,0,844,"(284, 210)","(284, 210)",0
300,0,846,"(292, 214)","(292, 214)",0
